accepted_species,APWD
Gynochthodes,0.7694132999161775
Halenia,0.7098246879260635
Hamelia,0.7698123974169457
Hancornia,0.895332859511964
Haplophyton,
Hedyotis,0.7280623558154776
Heinsia,0.6039339514397809
Helia,0.8662514131895439
Hemidesmus,0.8153825379965337
Heterophyllaea,0.6844538120649405
Heterostemma,0.7475177859166546
Himalrandia,0.8119461511145227
Himatanthus,
Hintonia,0.7136973737163973
Hoffmannia,0.8425363868449344
Holarrhena,0.7954094268930516
Hoodia,
Hoppea,0.5705015757724885
Hoya,0.8153272545204143
Hunteria,0.7731330062097476
Hydnophytum,0.7523235376800358
Hymenodictyon,0.8354924843783836
Ichnocarpus,
Isertia,0.7442451116279348
Ixanthus,0.719535327182386
Ixora,
Jasminanthes,0.5780074919319793
Keetia,0.75446273792379
Kibatalia,0.681420107039536
Knoxia,0.5849704039375233
Kopsia,0.7858904776515818
Ladenbergia,
Lamprothamnus,0.5
Lasianthus,0.7729512043189528
Leichhardtia,0.6347173125369042
Leptadenia,0.6685259468082356
Leptopetalum,0.7978756165337146
Leuconotis,0.7566994795122214
Lomatogonium,0.654637980138249
Luculia,0.4128511015430029
Malouetia,0.6512521470529717
Mandevilla,0.8338797790469853
Marsdenia,0.7836405443557497
Matelea,0.6990487424794951
Melanopsidium,0.6127450980392157
Melodinus,0.7710324781677768
Metagentiana,0.7330479398148669
Mexotis,0.575
Microplumeria,0.2540495706479312
Mitchella,0.7236314949585347
Mitracarpus,0.7772306855303344
Mitragyna,
Mondia,0.7000212127734363
Morinda,0.8286373882537332
Mostuea,0.7587038043398387
Mussaenda,0.7532213623071472
Mycetia,
Nauclea,0.8264504081385048
Neolamarckia,0.7483503376480746
Neonauclea,0.8021267963991623
Nerium,0.7614093472053003
Nernstia,0.6684333528554506
Notopleura,0.725
Ochrosia,0.7688970271678349
Odontadenia,0.8571428571428572
Oldenlandia,0.7501282173377739
Oncinotis,0.5445458638949738
Ophiorrhiza,0.834994613916831
Orbea,
Orphium,0.6944383994383995
Orthanthera,0.4615384615384615
Orthosia,0.5700971498335021
Oxyanthus,0.709031911049299
Oxyceros,0.7440023671234356
Oxystelma,0.5750288921890659
Paederia,0.6585603000310805
Palicourea,0.8299121929509169
Parahancornia,0.776146300165394
Parepigynum,0.3082000050043105
Parsonsia,0.7833786756140535
Pauridiantha,0.7307071503636754
Pavetta,0.7202299925470608
Pentagonia,0.0
Pentalinon,0.6629315647773167
Pentanisia,0.9508196721311476
Pentas,0.7168917171693082
Pergularia,
Periploca,0.7690565817382607
Petchia,0.7724879357722052
Picralima,
Pleiocarpa,0.7102977268466579
Plocama,0.7470161640487288
Plumeria,0.8712254516473793
Pogonopus,0.4324948294102949
Posoqueria,
Potalia,0.4519937944107964
Prismatomeris,0.6783210746994224
Psychotria,0.8254505154657628
Psydrax,0.8161424733594933
Rauvolfia,0.8191207537966375
Rennellia,
Rhazya,
Rhodopentas,0.6413714168898147
Richardia,
Ridsdalea,0.5381006006006006
Rondeletia,0.4436189399445476
Rosenbergiodendron,0.4374138097444545
Rothmannia,0.6932775287878231
Rubia,0.8265833086972088
Rudgea,0.6641424025980154
Ruehssia,0.7697639473977854
Saprosma,0.6356665544904252
Sarcolobus,0.7220037990828809
Schenkia,
Schizozygia,0.7072193491338333
Schultesia,0.6682170542635658
Schumanniophyton,0.740900872638932
Scleromitrion,0.8506922576774493
Scyphiphora,0.7033392398799598
Secamone,0.6747936535977779
Simira,0.8209782578244262
Singaporandia,0.6768833729441626
Sinomarsdenia,0.282126864288624
Solenandra,0.5401433533341296
Solenostemma,0.7267369244197464
Spermacoce,0.8563522417886448
Spigelia,
Stapelia,0.5
Stenostomum,0.8301827595643821
Stephanotis,0.5988080452398508
Strempeliopsis,0.739182346944602
Streptocaulon,0.6261066356334783
Strophanthus,0.5306108834536739
Strumpfia,0.1159420289855072
Strychnos,0.8476759478509783
Swertia,0.8441150038164346
Syringantha,0.6450445478019923
Tabernaemontana,0.7926315730596063
Tabernanthe,0.6237483588492803
Tamilnadia,0.7386776081033487
Tarenna,0.7980304959238459
Telosma,0.4770172069450451
Thevetia,0.3331000822300576
Thiollierea,0.2987012987012987
Timonius,0.7352852785307255
Tinadendron,0.5116030940160946
Tocoyena,0.7788098531775463
Trachelospermum,0.773264667976028
Tricalysia,0.2403846153846154
Tripterospermum,0.7364818655999475
Uncaria,0.8152762070359995
Urceola,0.557616658866756
Utania,0.6797896703825086
Vallaris,0.6188622264869239
Vallesia,0.6964204102369381
Vangueria,0.451634835359979
Vinca,0.8022745326484618
Vincetoxicum,0.8058516461379701
Voacanga,0.7353998858309815
Wendlandia,0.8143945199483483
Wrightia,0.7560519641327508
Xestaea,0.5983932836397873
Xysmalobium,0.3689734972307283
Zeltnera,0.3636363636363636
