"","c1","c2","c3","c4","c5","c6","c7","c8","c9","c10","c11","c12","c13","c14","c15","c16","c17","c18","c19","c20","c21","c22","c23","c24","c25","c26","c27","c28","c29","c30","c31","c32","c33","c34","c35","c36","c37","c38","c39","c40","c41","c42","c43","c44","c45","c46","c47","c48","c49","c50","c51","c52","c53","c54","c55","c56","c57","c58","c59","c60","c61","c62","c63","c64","c65","c66","c67","c68","c69","c70","c71","c72","c73","c74","c75","c76","c77","c78","c79","c80","c81","c82","c83","c84","c85","c86","c87","c88","c89","c90","c91","c92","c93","c94","c95","c96","c97","c98","c99","c100","c101","c102","c103","c104","c105","c106","c107","c108","c109","c110","c111","c112","c113","c114","c115","c116","c117","c118","c119","c120","c121","c122","c123","c124","c125","c126"
"t93",-0.09895975470894,-0.126119082027142,0.0248182363854558,0.00563243659538101,0.122739561440986,0.0132298438986088,-0.00956668455910929,0.19498572397118,0.00055016410691084,-0.00457355606763849,3.57008023703842e-05,-0.000725215134161218,0.00115316239294438,-0.00126054485218756,-0.000134817464911708,0.0181765536648371,-9.65119622926878e-05,0.000144158780142006,-0.00876286218449074,-0.391527020183014,-0.0205540775529099,0.000158623438598617,0.00248213385306072,-0.000197689271827434,2.88413368536509e-05,-0.000497709994521985,-0.000360388673842735,-0.00221311505634122,0.0450560372634917,0.0104205507122878,8.51945841799954e-06,-9.68892497565143e-06,1.46305088000419e-07,-0.00427197421980555,0.00050163396221975,6.46366624038161e-05,8.37178218421319e-06,-9.6184621887726e-06,-0.000126377893090449,0.00484646649285514,-4.31315512479994e-05,0.00310938377233458,-0.000241616358007561,-0.0908409591130876,-2.48418566261717e-08,0.0202760806751809,2.90699772547391e-06,-1.04749838833884e-16,9.16056875539654e-09,8.01807012149091e-08,-4.14250049656103e-06,7.60328853172077e-06,0.00124015155915343,-2.05353658184049e-05,1.36643873964795e-06,3.66513468326619e-06,3.04167265232822e-09,0.00121801046495285,0.000406332719152303,1.36264016193078e-08,1.04543330580407e-16,0.00680707819333232,-1.14733183304541e-05,-8.76290488218266e-05,-9.45493083487944e-16,0.000150748298974012,-0.010878102728541,0.000217224037537003,-0.000256352193999707,1.86536703549943e-15,-5.45261063437203e-06,4.25499691090077e-05,-7.78341817193971e-06,0.000253939880797958,2.08094548661653e-05,2.75924335662099e-16,-4.29116955075453e-06,1.0562621289881e-07,6.10766773960183e-06,0.000340835365647687,0.497239371645463,-6.58518257411276e-07,-9.62308366323086e-07,-6.30710545927406e-11,-1.55425044593571e-09,-2.24910443455179e-14,-5.58064952704759e-16,-0.000170393605346789,3.59913788367643e-09,2.46880282697917e-16,-1.71373583715688e-06,-5.72432235232936e-05,2.26023819305113e-07,0.000476839890797359,-1.58826841480686e-05,-9.34538706015645e-16,-8.69859369958382e-07,-3.45552554160337e-09,3.0486030776531e-15,2.57526125317927e-15,-3.21685138033409e-16,-2.42089964776498e-15,-1.70919843915716e-10,1.38597094042598e-14,1.64638506013349e-14,-0.707106781186546,1.65115689399845e-14,1.72644013001541e-15,-6.91313008639418e-10,2.79227465946887e-16,1.96222971892867e-15,3.15064969733891e-16,6.5967444152024e-06,1.13487947623207e-06,-7.6275562206518e-07,-1.09428523155964e-15,3.61748063994154e-16,1.2509281043839e-16,-1.82327810714169e-15,-3.25652993336743e-15,5.41293468798337e-09,-4.51091658720608e-15,-2.77650555099427e-15,-1.48412494506447e-15,-1.4282185957303e-14,2.13040616828104e-14
"t77",-0.0989235663070206,-0.126002729687623,0.0247894616514285,0.00562149975980195,0.122363004373514,0.0131869879311282,-0.00953357423663165,0.194279088869957,0.000548156479174049,-0.00454976554642218,3.55125442379284e-05,-0.000721053227120616,0.00114627455727799,-0.00125288918062388,-0.000133657538202317,0.018014299269341,-9.55462544830442e-05,0.000142637396766857,-0.00866679196216782,-0.386292262424266,-0.0202792032438546,0.000156074891301798,0.00244157205584635,-0.000194345882383232,2.82907754140614e-05,-0.000487087468711931,-0.00035098013484154,-0.00215271711046453,0.043780324604789,0.0101077288458508,8.25419478450923e-06,-9.37357553160103e-06,1.4134861326821e-07,-0.00412333448863827,0.000483926457714024,6.22512497097798e-05,8.01701000424929e-06,-9.20317639903265e-06,-0.000120853094999451,0.00463413651174849,-4.12416378089469e-05,0.00296726731809258,-0.00023031762099102,-0.0865445279952717,-2.35878632372902e-08,0.0192317556135818,2.75279658867125e-06,2.4136793539619e-16,8.63541397699611e-09,7.54775799625611e-08,-3.87907627197463e-06,7.08997461617081e-06,0.00114037794152696,-1.88611051198133e-05,1.25040323948472e-06,3.32929297478836e-06,2.75229374191558e-09,0.00105779936563749,0.000351912371976147,1.15445424618426e-08,-3.27746041241001e-16,0.00555984516827725,-9.3438554128897e-06,-7.06943311559662e-05,8.22118634310754e-16,0.000115037781231267,-0.00825292207147937,0.000161230311047199,-0.000181861147871953,-2.64640784075081e-15,-3.73072552476827e-06,2.89050320865999e-05,-5.13581649553511e-06,0.000165633621067159,1.35417920616911e-05,-4.65796330695881e-16,-2.62458519886301e-06,3.7006245273409e-08,1.47815407151511e-06,-0.000216869178882501,-0.502731427087009,6.80143122373855e-06,-1.04766725697362e-05,-6.72613386632339e-10,-7.62409786255673e-09,2.07311638819212e-14,7.64872506248783e-16,-0.000314509919882006,5.53665769144239e-09,-1.9851891291091e-15,-2.50559477763377e-06,-8.27100771701733e-05,3.20969195894421e-07,0.000625258911652209,-2.05028860357864e-05,-2.02882787131917e-15,-1.10848543709942e-06,-4.40220189714212e-09,-0.707106781186548,-5.39314020518119e-14,-5.75532053035075e-15,1.31893917348941e-14,-2.08696531137349e-10,-5.06401348679405e-15,-5.6174337204385e-15,-4.36416024025624e-15,-1.58741767368751e-15,2.77023041698269e-15,-8.21964398964715e-10,-2.53290339328049e-15,2.12543204371848e-16,7.0322004668292e-16,7.66829811587631e-06,1.30808194654862e-06,-8.75776836386863e-07,-3.39929713233536e-16,5.06553446987081e-16,-1.74269239611669e-15,-6.35963779048852e-16,-3.60116517791477e-15,6.09940905943012e-09,-3.95923440351808e-15,-1.54106738908794e-16,-2.79077511287327e-15,-1.2819448335265e-14,1.94440298400399e-14
"t78",-0.0989235663070206,-0.126002729687623,0.0247894616514285,0.00562149975980198,0.122363004373514,0.0131869879311282,-0.00953357423663169,0.194279088869956,0.000548156479174104,-0.00454976554642211,3.55125442379099e-05,-0.000721053227120662,0.00114627455727805,-0.00125288918062393,-0.000133657538202229,0.0180142992693407,-9.55462544830268e-05,0.000142637396766917,-0.00866679196216755,-0.386292262424266,-0.0202792032438541,0.000156074891302092,0.00244157205584639,-0.000194345882383863,2.8290775413484e-05,-0.000487087468711576,-0.000350980134841957,-0.00215271711046453,0.043780324604789,0.0101077288458503,8.25419478465799e-06,-9.37357553162811e-06,1.41348613237938e-07,-0.00412333448863853,0.000483926457714149,6.22512497097113e-05,8.01701000440974e-06,-9.2031763986966e-06,-0.000120853094999047,0.00463413651174827,-4.12416378091773e-05,0.00296726731809217,-0.000230317620991202,-0.0865445279952724,-2.35878631842191e-08,0.0192317556135821,2.75279658918284e-06,-1.64234303582094e-16,8.63541347225490e-09,7.54775795180873e-08,-3.87907627198071e-06,7.08997461632953e-06,0.00114037794152514,-1.88611051166978e-05,1.25040323957276e-06,3.32929297428182e-06,2.75229415104011e-09,0.00105779936563727,0.00035191237197317,1.15445424699254e-08,-2.11349371194305e-16,0.00555984516827646,-9.34385541266516e-06,-7.06943311551065e-05,6.63342728713831e-16,0.000115037781231465,-0.00825292207148051,0.000161230311046249,-0.000181861147872584,-1.45030094947178e-15,-3.7307255255374e-06,2.89050320848253e-05,-5.13581649428524e-06,0.000165633621066093,1.35417920610171e-05,1.82164424244069e-16,-2.62458519612561e-06,3.70062463224017e-08,1.47815407279238e-06,-0.000216869178883291,-0.50273142708701,6.80143122616387e-06,-1.04766725687277e-05,-6.72613756861546e-10,-7.62409450176716e-09,2.48736835425538e-14,7.74229317063552e-16,-0.000314509919876667,5.53665719692959e-09,-8.16124552731581e-16,-2.50559477413887e-06,-8.27100771521569e-05,3.20969180110979e-07,0.000625258911609569,-2.05028860457689e-05,-3.15986757765697e-15,-1.10848546403742e-06,-4.40216094314441e-09,0.707106781186547,5.25225323967387e-14,6.40240987014325e-15,-1.31186593437367e-14,-2.08683144903167e-10,5.87337386671316e-15,5.31407775599815e-15,2.03003049219357e-15,1.90705384206651e-15,-5.61445911790103e-16,-8.21968848125205e-10,1.44819224309351e-15,7.218081133071e-16,-9.26620829509113e-16,7.66829811721041e-06,1.30808194152294e-06,-8.75776836665572e-07,-3.04282087508869e-15,5.56238279132299e-16,8.89316797809145e-16,-1.46172206003575e-15,-2.07460851905516e-15,6.09940886627655e-09,-3.65392307173676e-15,-2.30969968799699e-15,-3.42248459387104e-15,-1.29503702319552e-14,1.99032411618664e-14
"t12",-0.0867392228026315,-0.0862642710497159,0.0149006688399681,0.00178298042944015,-0.0138292415507529,-0.00236228416640523,0.002452700719273,-0.000405475603110742,-0.000349133666175561,0.00478248471162259,-3.85385731751691e-05,0.000947101437052717,-0.00164234546165919,0.00186036773970307,0.000415702102338504,-0.0611120731188843,0.00044483750570739,-0.000813065457569285,0.0602661679943758,-0.0112198171764204,-0.000336962354877261,-0.000701266163728848,-0.0116319069989041,0.0010314197332136,-0.000207063655258675,0.00465822858117247,0.00556843365205085,0.0387596947254636,-0.882160962782363,-0.24848285615674,-0.000233838928411053,0.000324379571140292,-6.10788361909559e-06,0.214026682591119,-0.0282364158438935,-0.0060365102045956,0.000379000241521506,-0.000312420550492449,-0.0032991424355165,0.121731733641417,-0.00108065862244371,0.032094905804333,-0.00108187145159964,-0.173475187963165,2.12464493174065e-07,-0.151718176686561,9.25754912755081e-05,-2.33917555067103e-15,-1.4278748290014e-06,-1.83395819119667e-05,-0.00130125649754004,0.000932211947995672,0.00102107694269866,-0.000994746694394373,5.88650824031286e-05,0.000133420429055526,1.03182073632541e-07,0.0155329314484525,0.00925371553216377,2.50543696351551e-07,-6.84334171184819e-16,0.00900929220483823,-0.000391741214758992,-0.0014527759027679,-6.0134573546651e-17,0.00155608097024592,-0.106825529052091,0.00171439978613277,-0.000861123030107878,-2.4698521512241e-16,7.33153426401445e-06,-0.000104652871673512,6.16809552776067e-05,-6.55540314810615e-05,-0.000235760829924242,-1.07804532733297e-15,0.000174169282610224,2.92067455609608e-06,0.000135073350113114,0.000584095415934815,0.000276956332733556,7.4397088640951e-05,-0.000134322411638293,-8.63560230029688e-09,-1.05247638749144e-07,-1.21772727276219e-15,-2.9049768030982e-16,-0.00495114948197538,8.73701907937639e-08,4.9882498485593e-16,-3.93056780302716e-05,-0.0012948468360157,5.00716591202175e-06,0.00949175407539432,-0.00013712067954621,-5.4866905196424e-16,-1.65601408611558e-05,-6.57537441544504e-08,-1.35654912363383e-16,-4.92390794450148e-16,-1.9242406333878e-16,-5.21939231085029e-16,-3.0136331316995e-09,-2.84735517772272e-16,2.56318991563585e-16,-1.79583166193575e-17,7.17141994958461e-17,4.0423256902254e-16,-1.15221992943066e-08,-4.89753029636534e-16,7.30577785178236e-16,-3.14500436732447e-17,0.000104003660581097,8.58869258319716e-06,-1.16184563923804e-05,-1.10335633446872e-15,4.65620858570782e-16,1.229303159409e-15,-8.81301933161066e-16,-3.71980146504844e-15,7.76664928005815e-08,-4.20800716314326e-15,-1.45207794036445e-15,-2.62624829602512e-15,-1.35757867324922e-14,1.98330202199918e-14
"t68",-0.0842575347171684,0.157081282774986,0.0566300765621715,0.00614908391396272,0.0206427944133984,-0.00672164397369414,0.0598398803320655,8.39491040570815e-05,0.0121706798093043,0.00507014839104218,-4.87120204686847e-05,0.00491804017818021,-0.373112569918576,-0.0281256092168752,-0.000271297643539924,0.034425205600931,-0.000138575427375515,0.000123868370768776,0.00476187164792584,-0.00134271913324561,0.0249115480433748,0.00012594014275664,0.00198663599569541,-0.000158848676077178,2.17860449932726e-05,-0.00490372632442161,-9.31366026478142e-05,-0.000338735664531642,0.00218360492903852,0.00048480947308739,-2.44725954306893e-06,5.32259252664681e-06,-1.29276794482825e-07,0.00515808398674761,-0.000723319747681937,-0.000181246976024427,1.71856582083998e-05,-1.7032011071192e-05,-0.00467058141699345,-9.51272228036999e-05,-3.26877611162422e-06,1.0601708185742e-05,-0.00806640733000659,5.52674929068362e-06,5.21015973527177e-09,-3.51625903965839e-05,8.38470859793742e-06,6.84703385469741e-17,-7.59523922643328e-08,-9.48208117675012e-07,-1.94508342734371e-06,4.20533067653063e-05,5.6177790837734e-07,-1.27024049324777e-06,1.53476098982213e-06,2.10185935168358e-06,9.9858627529283e-10,-8.47329331222114e-05,-0.00102314627104255,-5.50607935123731e-08,8.87882636782819e-16,-0.000374981950086502,0.000618568921909977,0.222632970217446,4.37186190115104e-16,0.000112763550833398,-0.00175918999863244,1.24489238632696e-05,0.00123050998947617,8.88883099318038e-16,4.30606800388947e-05,-0.000370227078704191,0.000115536603920417,-1.89865393512083e-06,-0.00369004183530036,-1.5554061648467e-15,0.000102197613609501,6.23196566870729e-07,0.00111512024889539,-4.01154745349073e-06,-3.164750367538e-06,-0.872139049760093,-0.0165462487786252,2.70265334226533e-08,-1.40406280765062e-07,9.99541681486774e-14,-4.9531588908706e-15,-0.000192790765088062,4.32113158730157e-08,4.82055388378735e-17,-0.000719491930155363,-4.77832221136762e-05,2.24053518836496e-06,0.00380180402091333,1.93193638966995e-06,-3.25594078108797e-16,0.000351523392894999,-2.30630579572707e-08,1.0953215835321e-15,2.15007331066365e-15,5.68841851392317e-16,8.92984176368117e-16,-1.08567648495958e-09,-2.79379437398396e-16,-5.0594826372382e-16,6.76322835732966e-16,-6.4047566096806e-17,3.96100112926833e-16,-3.99775779775435e-09,-4.23484725388801e-16,-2.87219990943856e-16,-6.51244779433531e-16,0.00224773517037703,6.95932273791794e-08,-0.0191971046573669,-8.90083454448573e-16,2.91550656440402e-16,8.48606929547299e-16,-4.88410509034565e-16,-5.15094939395541e-15,1.41301222567579e-06,-5.36999662847098e-15,-1.14145128755509e-15,-2.37228652982049e-15,-1.28971848292331e-14,2.01105084685553e-14
"t112",-0.084595274160051,0.158678945530842,0.0573557194787722,0.0062821260617085,0.0213568829849484,-0.0069676007331323,0.0621848759228801,8.73998373664406e-05,0.0126745572023559,0.00537439686518099,-5.16775724713599e-05,0.00524553568405667,-0.399038065039177,-0.0301148936706262,-0.000299251753626049,0.0381188005894156,-0.000155446183200936,0.000139873172156875,0.00540404274326056,-0.00156981092950353,0.0291259334479279,0.000152374725137507,0.00241217990249595,-0.000194309601248604,2.74258824851369e-05,-0.00636437697891486,-0.000129292266841763,-0.0004784674735057,0.00313163856304678,0.00071348299394444,-3.66414896162983e-06,8.14772198785198e-06,-2.02151266350926e-07,0.00818680657453413,-0.0011576089013337,-0.000297940976058669,3.11079683523887e-05,-3.12889185911757e-05,-0.00866739129316246,-0.000176846619636948,-6.07753142670935e-06,2.04365543616933e-05,-0.0158754216945395,1.09931649953845e-05,1.10654974339422e-08,-7.63394146939936e-05,1.8829808260881e-05,-1.69128163584572e-16,-1.88500321419115e-07,-2.43212134215986e-06,-5.69259083684488e-06,0.000138442970897063,3.10557106043914e-06,-7.43620154301667e-06,1.10168197810911e-05,2.70943163124598e-05,2.18505138909701e-08,0.000313199092820854,0.00352269987327952,1.24199246337663e-07,-4.47912832448094e-16,0.000554054515347162,-0.000890865329146823,-0.296741556835272,-1.53527089793343e-16,-0.000107237183490199,0.00162797391286781,-1.04975701234129e-05,-0.000888249316926625,-4.30090145751474e-16,-2.8152093391401e-05,0.000237828111320194,-6.95098565207627e-05,1.11545497123281e-06,0.002157937825844,1.44190875311795e-17,-5.36068967520735e-05,-2.13699645290277e-07,-0.000345788162665785,8.64121155759563e-07,6.37950934236383e-07,0.134962632718953,0.00222487140634287,-3.62747025247211e-09,1.66369611465787e-08,-1.13390924921968e-14,-6.20803225102382e-17,6.4624881627765e-06,7.89729401467695e-10,7.82589223463096e-16,-2.82138064649378e-05,-2.13340434268727e-06,1.18849714953337e-07,0.000375719677302613,2.10657604716396e-07,4.04787932720641e-16,4.13220038766873e-05,-2.71550928331845e-09,-2.04239068688509e-16,1.20044214792432e-15,3.00428559437365e-16,1.3732106810572e-15,-1.53165518678913e-10,-1.96216061948966e-16,-1.0419556794442e-15,-1.21233051632103e-15,2.29578211941585e-15,-1.52607527200141e-15,-5.25350391239203e-10,-1.43120969797929e-15,-4.26440740195146e-15,4.75326391907316e-15,-7.26943829232149e-05,-4.80779909573633e-08,0.826227130180564,1.34366249024288e-14,4.55414949349133e-15,-1.55075100292597e-14,-5.36635906339917e-16,5.70300011710251e-15,7.88715764677902e-07,-1.34504303149e-14,7.82435756136128e-16,-1.73684041475564e-14,-1.22058506410899e-14,1.86668745100042e-14
"t122",-0.0846255091228824,0.158821538995732,0.0574204010927878,0.00629393515811721,0.0214198866772937,-0.00698928162297277,0.0623913424526271,8.77033969927575e-05,0.0127188772050265,0.00540094038364224,-5.19361993036959e-05,0.00527402748527608,-0.401290817390956,-0.0302876592922735,-0.000301648202057736,0.0384349269438187,-0.000156882276357909,0.000141231822954877,0.00545844545599304,-0.00158882244344034,0.029478745075902,0.000154559112286922,0.00244729805008887,-0.000197228086657557,2.78853165196778e-05,-0.00648213063149978,-0.000132145154171105,-0.000489435747495856,0.0032057228403342,0.000731221404879524,-3.75809422070792e-06,8.36452407336801e-06,-2.0771255228168e-07,0.00841705778491369,-0.00119055560161385,-0.000306735553756102,3.21344416138279e-05,-3.23367727282536e-05,-0.00896052938669957,-0.000182837953258564,-6.28345302280648e-06,2.11523389225693e-05,-0.0164414676952024,1.13886009266646e-05,1.14840256594647e-08,-7.92714698572177e-05,1.95693670220354e-05,-2.63338368114928e-16,-1.96346998736403e-07,-2.5350918291955e-06,-5.94821773947057e-06,0.000144931483830366,3.26984933255352e-06,-7.83308306267742e-06,1.16209094678124e-05,2.86553840679162e-05,2.31399610457845e-08,0.000335608322892322,0.00377727572201643,1.33829321769413e-07,-9.3773817229294e-16,0.000601061135972382,-0.000966907424147003,-0.322550573876356,-1.96392821838471e-16,-0.000117426422860188,0.00178383119576692,-1.15292273139645e-05,-0.000979555609109346,-8.37317245646466e-17,-3.11318553094916e-05,0.000263133077483049,-7.70520168419007e-05,1.23735321142528e-06,0.00239408594695698,-2.33703603159057e-15,-5.96685731984801e-05,-2.4114488505461e-07,-0.000391516449342947,9.90475855311434e-07,7.32847575377613e-07,0.156368077920842,0.00258890701999298,-4.22123191961725e-09,1.94314289735173e-08,-1.94226732359204e-14,1.71345709297419e-15,7.75294639817665e-06,9.72601584526958e-10,-3.92911241158768e-16,-3.52575289201579e-05,-2.67760985220457e-06,1.50252980135321e-07,0.000503732705661461,2.88521847164e-07,8.23139527709066e-16,5.78939804278637e-05,-3.80676620778584e-09,-1.7674977687012e-16,-8.28359098317294e-16,-3.39257271177904e-17,-1.24741203051482e-15,-2.49196186129041e-10,-2.44916338598356e-16,-3.81948157366008e-16,1.07879355948005e-15,2.98648968086457e-16,1.19021874065999e-15,-1.17147173490636e-09,-2.78699426992157e-16,1.81131239793731e-15,-2.3239982388125e-15,0.000966630103696564,5.32868525854468e-08,-0.398055687321682,-1.10325523798309e-14,-3.00244255845103e-15,8.95731342849914e-15,-8.43032980696338e-16,1.87722163685908e-14,3.58910905234058e-07,-3.06793189986636e-14,-1.19320631397699e-13,0.707106781186552,-2.0477922663598e-14,8.26246685372902e-14
"t123",-0.0846255091228824,0.158821538995732,0.0574204010927878,0.00629393515811718,0.0214198866772937,-0.0069892816229728,0.0623913424526271,8.77033969926853e-05,0.0127188772050265,0.00540094038364225,-5.19361993037151e-05,0.00527402748527613,-0.401290817390955,-0.0302876592922735,-0.00030164820205765,0.0384349269438187,-0.000156882276357936,0.000141231822955033,0.00545844545599305,-0.00158882244344039,0.029478745075902,0.000154559112287188,0.00244729805008893,-0.000197228086657496,2.78853165198828e-05,-0.00648213063149978,-0.000132145154171256,-0.000489435747495705,0.00320572284033457,0.000731221404880516,-3.75809422079867e-06,8.36452407357314e-06,-2.07712552322863e-07,0.00841705778491364,-0.00119055560161407,-0.000306735553756308,3.21344416141472e-05,-3.23367727282942e-05,-0.00896052938669961,-0.000182837953258198,-6.28345302289968e-06,2.1152338922896e-05,-0.0164414676952025,1.13886009261254e-05,1.14840259584874e-08,-7.92714698567231e-05,1.95693670218517e-05,1.14342794337666e-16,-1.96346998496759e-07,-2.5350918292523e-06,-5.94821773986525e-06,0.000144931483830409,3.2698493320359e-06,-7.83308306288911e-06,1.16209094683164e-05,2.86553840671564e-05,2.31399608857292e-08,0.000335608322892361,0.00377727572201474,1.33829321471707e-07,-8.06812272529314e-16,0.000601061135971998,-0.000966907424147041,-0.322550573876355,-8.70394407221284e-17,-0.000117426422860254,0.00178383119576642,-1.15292273155766e-05,-0.000979555609110229,2.17125397777505e-16,-3.11318553099815e-05,0.000263133077483821,-7.70520168421563e-05,1.23735321069561e-06,0.00239408594695638,-7.5010127522048e-16,-5.9668573199017e-05,-2.41144885343889e-07,-0.000391516449342495,9.90475853619846e-07,7.3284757690522e-07,0.156368077920842,0.00258890701999144,-4.22123222610045e-09,1.94314292862825e-08,-2.2820996525359e-14,5.4253647461925e-16,7.75294639735719e-06,9.72600450485592e-10,2.47072540782953e-16,-3.52575289200964e-05,-2.67760985703272e-06,1.50252980048257e-07,0.000503732705663413,2.88521848138808e-07,-1.54996218742502e-15,5.78939804291708e-05,-3.80676624168367e-09,-8.13393292515924e-16,-1.15717322059479e-15,-7.81636580742509e-16,-2.16291030729909e-15,-2.49194167025477e-10,3.89728235378549e-17,1.38720193156321e-15,-3.05621033698625e-17,-2.03759754539543e-15,1.65218466300535e-15,-1.17146939097267e-09,5.5020077198341e-16,5.57797989544392e-15,-2.45324707977897e-15,0.000966630103705379,5.32868414624471e-08,-0.398055687321707,-5.03171003455221e-15,2.91339557105168e-16,7.67361805627626e-15,-1.31314858846657e-15,-3.39772550889125e-14,3.58910833170218e-07,3.22703264975116e-14,1.14208311622039e-13,-0.707106781186543,-7.70948302263757e-15,-4.22452464469729e-14
"t59",-0.0840160847220296,0.155937665164817,0.0561103763836199,0.00605363013277752,0.0201291395547443,-0.00654465427933693,0.0581515749201492,8.14637855662479e-05,0.0118077518469355,0.00485022816453054,-4.65680770902674e-05,0.00468102514886304,-0.354339712313979,-0.0266848216235987,-0.000250933393869112,0.03173246817115,-0.000126245613518648,0.000112156696787496,0.00429151326104911,-0.00117546096879549,0.0218075370270049,0.000106348902898156,0.00167105579299992,-0.00013251638417792,1.75769032281106e-05,-0.00380789859165723,-6.57094832636103e-05,-0.000232444641917759,0.00146073511692222,0.000309752494021122,-1.51326132005107e-06,3.14706667854156e-06,-7.29842195081482e-08,0.00281350072891616,-0.00038673182685495,-9.04650920194391e-05,6.2150511223407e-06,-5.77667263601463e-06,-0.00151123196263632,-3.05162973164057e-05,-1.04801950960425e-06,2.7911875995784e-06,-0.00184931326059006,1.16924485648158e-06,5.07570122458556e-10,-2.01236173802242e-06,-5.4853027647301e-08,2.80138107891361e-16,1.59075853845494e-08,2.66739129219456e-07,1.15909262990638e-06,-3.85319653447546e-05,-1.63101541199359e-06,4.05850393816153e-06,-6.72582511344915e-06,-2.00202287526556e-05,-1.76126030362522e-08,-0.000471978004801287,-0.00547219293311815,-2.38559066788553e-07,1.91407785708105e-15,-0.00139767504293903,0.00228963788982341,0.808254150850205,5.70301549030486e-16,0.000388263516663022,-0.00604656958016746,4.26744950676605e-05,0.00425411501424788,-9.54064633434781e-16,0.000151207305713831,-0.00130492275694782,0.000414166127540426,-6.85650280502018e-06,-0.0133457834160943,5.49531682514415e-15,0.000386443220562351,3.93487951787672e-06,0.0101062706368863,1.53679863242702e-05,7.87170383728506e-06,0.414708056705501,0.00104761992522046,-1.59880395336916e-09,-2.48626056619268e-08,-4.45290006963666e-14,1.89601906162159e-15,-0.000166531096761489,4.57060348169384e-08,3.11921999998331e-16,-0.000800803245310523,-5.3791686000113e-05,2.56375642870015e-06,0.0046569400261357,2.39420599470519e-06,8.19630005365991e-16,0.000439597482343977,-2.88472273653616e-08,-1.34388698611926e-15,-1.01368571735911e-15,2.69666705371517e-16,-8.1606866729945e-16,-1.39267617164137e-09,-3.11527844468699e-16,-3.99406769273493e-17,-1.71169957311363e-16,-1.21228387877469e-16,6.58714391703587e-16,-5.18451485026762e-09,-8.20678432920068e-16,1.42341270265689e-15,-8.23341765172605e-17,0.00292441274131444,8.97509807940457e-08,-0.00908250106119414,-9.89091034260485e-16,3.7882628871672e-16,4.48426674501968e-16,-1.29544939009441e-15,-2.42571599257317e-15,1.85422585739431e-06,-3.90543277071963e-15,-1.25737170702941e-15,-1.51050685179933e-15,-1.37396815566355e-14,1.98896893212881e-14
"t71",-0.0873471562334489,0.173793420819176,0.0647219703803517,0.00805811986404876,0.0386646471614532,-0.0137707813528367,0.141534819877131,0.000227121582950333,0.03371392508428,-0.00807179086302673,6.78995647112074e-05,-0.00313616342081623,0.16044301852565,0.0100944288612646,-9.65907771546492e-05,0.0138034712826526,-7.56419129481058e-05,7.7840760987366e-05,0.00334432262268648,-0.0112980372275215,0.214770383395806,7.71560248468642e-06,0.000205983926120704,-2.73610564538217e-05,7.00339333002431e-06,-0.00199963520953389,-4.9976471131953e-05,-0.00019208837231098,0.00129793148913412,0.000311994978015136,-1.66233516021603e-06,3.88631772218147e-06,-1.0162424975917e-07,0.00428451257671935,-0.000620479364201119,-0.000174036954218864,3.05481441992167e-05,-3.52608325908666e-05,-0.0109262859292308,-0.000227812744942135,-7.84017234583174e-06,5.05594369189157e-05,-0.0955353348593786,0.000298356457709722,-1.24159118316651e-08,6.06562715055849e-05,-9.97772977862263e-06,2.27531496529219e-18,4.39341817407994e-08,4.5870201882477e-07,5.2261953035538e-07,-7.28219352471649e-06,-7.47301360527108e-09,5.48936970793581e-09,3.56574787511391e-08,1.91393202435969e-07,1.67158023600133e-10,-9.51682349161886e-07,-1.34796238724783e-05,-1.01005419949682e-09,-6.41212396787415e-16,-3.24893185701304e-06,4.59077680419406e-06,0.000688563995480075,1.90892711930166e-16,-3.20071679362464e-06,5.64177072842403e-05,-5.76835056706052e-07,-9.52624925568378e-05,2.35106929885071e-16,-4.4581672569812e-06,4.02893198542661e-05,-1.5095911323121e-05,2.64863886124586e-07,0.000521316291159469,1.42962783830086e-15,-1.94586031265608e-05,-5.27066826934005e-07,-0.00798202660354439,-3.86761370483327e-06,-2.23725492341831e-06,-0.00457399764702154,0.284703265606468,-8.18224733558104e-07,-1.42513189237728e-07,-4.91311335354584e-14,3.98684081832974e-16,-5.230217742966e-05,6.00754114337404e-09,3.41461957416369e-15,-0.000341527726421097,-3.32399017133491e-06,1.04517917397562e-07,-0.000473393832568459,-3.54517498425956e-07,-4.92053519567373e-16,-8.64398546915476e-05,5.70814211719284e-09,1.50916041085481e-16,5.20605627518195e-17,-6.93538190594795e-16,-2.16267454424221e-15,7.27313633009866e-10,-2.95552212007757e-15,1.924054269234e-15,-2.96331627880651e-15,-1.73588156161748e-15,1.77594026973965e-15,6.84230011321233e-09,4.2813958986803e-15,-2.02006383132338e-15,1.6173856319346e-14,-0.874279093509322,3.69573591393856e-07,-0.000881667972521458,-1.71610968387594e-15,1.65666606291083e-15,7.26358866762052e-15,3.28163361371581e-16,-8.80935228579434e-15,-0.00573851238942943,1.03550300656717e-15,-1.51926520402843e-15,-8.15526468362919e-15,-1.34749603973402e-14,1.99641375575654e-14
