"","Hydnophytum_puffii","Globulostylis_rammelooana","Malanea_chocoana","Coptophyllum_sylvestre","Galium_aparine","Rubia_atropurpurea","Leptodermis_scabrida","Argostemma_bariense","Argostemma_stenophyllum","Argostemma_pygmaeum","Dentella_pulvinata","Oldenlandia_santubongensis","Oldenlandia_proschii","Oldenlandia_parishii","Galianthe_liliifolia","Psychotria_dolichosepala","Psychotria_nieuwenhuizii","Myrmecodia_pendens","Chassalia_elongata","Eumachia_abrupta","Palicourea_concinna","Palicourea_subundulata","Gynochthodes_leptocalama","Coussarea_verticillata","Lasianthus_honbaensis","Pauridiantha_viridiflora","Amphidasya_elegans","Ophiorrhiza_pinatuboensis","Ophiorrhiza_lacei","Tarenna_harleyae","Tarenna_funebris","Paracephaelis_trichantha","Rutidea_nigerica","Pavetta_subvelutina","Pavetta_lasiopeplus","Pavetta_chapmanii","Pavetta_corymbosa","Mitriostigma_barteri","Aidia_impressinervis","Genipa_spruceana","Genipa_americana","Alibertia_verticillata","Cordiera_stipulacea","Cuviera_semseii","Ixora_scandens","Sabicea_flagenioides","Sabicea_congensis","Sabicea_setiloba","Sabicea_apocynacea","Posoqueria_laurifolia","Chimarrhis_microcarpa","Hippotis_peruviana","Adina_multifolia","Remijia_duckei","Remijia_uniflora","Chomelia_randioides","Chomelia_monachinoi","Timonius_pannosus","Timonius_pseudocapitatus","Stenostomum_ophiticola","Gonzalagunia_exigua","Elaeagia_microcarpa","Dictyanthus_altatensis","Philibertia_fontellae","Matelea_refracta","Matelea_gonoloboides","Orthosia_angustifolia","Vincetoxicum_taihangense","Asclepias_jorgeana","Asclepias_solstitialis","Xysmalobium_samoritourei","Xysmalobium_stocksii","Pachycarpus_coronarius","Cynanchum_goertsianum","Ceropegia_neofurcata","Ceropegia_edulissima","Hoya_kloppenburgii","Hoya_baguioensis","Hoya_eburnea","Hoya_bauensis","Hoya_cagayanensis","Ruehssia_carvalhoi","Mandevilla_duidae","Echites_turbinatus","Malouetia_guianensis","Anodendron_parviflorum","Rauvolfia_verticillata","Ochrosia_oppositifolia","Exacum_oldenlandioides","Exochaenium_debile","Swertia_cuneata","Swertia_virescens","Gentiana_filistyla","Gentiana_lowryi","Tripterospermum_australe","Macrocarpaea_zophoflora","Bonyunia_aquatica","Mitreola_turgida","Strychnos_asterantha","Strychnos_talbotiae"
"Pachycarpus_coronarius",135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,61.78901,24.414594,24.414594,24.414594,24.414594,19.836684,7.40535,7.40535,2.625358,2.625358,0,20.709022,33.87846,33.87846,33.87846,33.87846,33.87846,33.87846,33.87846,33.87846,43.788918,43.788918,43.788918,43.788918,61.78901,61.78901,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,120.09501,120.09501,120.09501,120.09501
"Cynanchum_goertsianum",135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,61.78901,24.414594,24.414594,24.414594,24.414594,20.709022,20.709022,20.709022,20.709022,20.709022,20.709022,0,33.87846,33.87846,33.87846,33.87846,33.87846,33.87846,33.87846,33.87846,43.788918,43.788918,43.788918,43.788918,61.78901,61.78901,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,120.09501,120.09501,120.09501,120.09501
"Ceropegia_neofurcata",135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,61.78901,33.87846,33.87846,33.87846,33.87846,33.87846,33.87846,33.87846,33.87846,33.87846,33.87846,33.87846,0,9.723644,32.075496,32.075496,32.075496,32.075496,32.075496,32.075496,43.788918,43.788918,43.788918,43.788918,61.78901,61.78901,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,120.09501,120.09501,120.09501,120.09501
"Ceropegia_edulissima",135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,61.78901,33.87846,33.87846,33.87846,33.87846,33.87846,33.87846,33.87846,33.87846,33.87846,33.87846,33.87846,9.723644,0,32.075496,32.075496,32.075496,32.075496,32.075496,32.075496,43.788918,43.788918,43.788918,43.788918,61.78901,61.78901,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,120.09501,120.09501,120.09501,120.09501
"Hoya_kloppenburgii",135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,61.78901,33.87846,33.87846,33.87846,33.87846,33.87846,33.87846,33.87846,33.87846,33.87846,33.87846,33.87846,32.075496,32.075496,0,9.99944,9.99944,9.99944,9.99944,16.377514,43.788918,43.788918,43.788918,43.788918,61.78901,61.78901,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,120.09501,120.09501,120.09501,120.09501
"Hoya_baguioensis",135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,61.78901,33.87846,33.87846,33.87846,33.87846,33.87846,33.87846,33.87846,33.87846,33.87846,33.87846,33.87846,32.075496,32.075496,9.99944,0,9.99944,9.99944,9.99944,16.377514,43.788918,43.788918,43.788918,43.788918,61.78901,61.78901,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,120.09501,120.09501,120.09501,120.09501
"Hoya_eburnea",135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,61.78901,33.87846,33.87846,33.87846,33.87846,33.87846,33.87846,33.87846,33.87846,33.87846,33.87846,33.87846,32.075496,32.075496,9.99944,9.99944,0,9.99944,9.99944,16.377514,43.788918,43.788918,43.788918,43.788918,61.78901,61.78901,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,120.09501,120.09501,120.09501,120.09501
"Hoya_bauensis",135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,61.78901,33.87846,33.87846,33.87846,33.87846,33.87846,33.87846,33.87846,33.87846,33.87846,33.87846,33.87846,32.075496,32.075496,9.99944,9.99944,9.99944,0,9.99944,16.377514,43.788918,43.788918,43.788918,43.788918,61.78901,61.78901,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,120.09501,120.09501,120.09501,120.09501
"Hoya_cagayanensis",135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,61.78901,33.87846,33.87846,33.87846,33.87846,33.87846,33.87846,33.87846,33.87846,33.87846,33.87846,33.87846,32.075496,32.075496,9.99944,9.99944,9.99944,9.99944,0,16.377514,43.788918,43.788918,43.788918,43.788918,61.78901,61.78901,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,120.09501,120.09501,120.09501,120.09501
"Ruehssia_carvalhoi",135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,61.78901,33.87846,33.87846,33.87846,33.87846,33.87846,33.87846,33.87846,33.87846,33.87846,33.87846,33.87846,32.075496,32.075496,16.377514,16.377514,16.377514,16.377514,16.377514,0,43.788918,43.788918,43.788918,43.788918,61.78901,61.78901,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,120.09501,120.09501,120.09501,120.09501
"Mandevilla_duidae",135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,61.78901,43.788918,43.788918,43.788918,43.788918,43.788918,43.788918,43.788918,43.788918,43.788918,43.788918,43.788918,43.788918,43.788918,43.788918,43.788918,43.788918,43.788918,43.788918,43.788918,0,26.46238,29.528538,32.503744,61.78901,61.78901,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,120.09501,120.09501,120.09501,120.09501
"Echites_turbinatus",135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,61.78901,43.788918,43.788918,43.788918,43.788918,43.788918,43.788918,43.788918,43.788918,43.788918,43.788918,43.788918,43.788918,43.788918,43.788918,43.788918,43.788918,43.788918,43.788918,43.788918,26.46238,0,29.528538,32.503744,61.78901,61.78901,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,120.09501,120.09501,120.09501,120.09501
"Malouetia_guianensis",135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,61.78901,43.788918,43.788918,43.788918,43.788918,43.788918,43.788918,43.788918,43.788918,43.788918,43.788918,43.788918,43.788918,43.788918,43.788918,43.788918,43.788918,43.788918,43.788918,43.788918,29.528538,29.528538,0,32.503744,61.78901,61.78901,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,120.09501,120.09501,120.09501,120.09501
"Anodendron_parviflorum",135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,61.78901,43.788918,43.788918,43.788918,43.788918,43.788918,43.788918,43.788918,43.788918,43.788918,43.788918,43.788918,43.788918,43.788918,43.788918,43.788918,43.788918,43.788918,43.788918,43.788918,32.503744,32.503744,32.503744,0,61.78901,61.78901,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,120.09501,120.09501,120.09501,120.09501
"Rauvolfia_verticillata",135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,0,27.279658,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,120.09501,120.09501,120.09501,120.09501
"Ochrosia_oppositifolia",135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,27.279658,0,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,120.09501,120.09501,120.09501,120.09501
"Exacum_oldenlandioides",135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,0,55.91799,55.91799,55.91799,55.91799,55.91799,55.91799,55.91799,120.09501,120.09501,120.09501,120.09501
"Exochaenium_debile",135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,55.91799,0,55.91799,55.91799,55.91799,55.91799,55.91799,55.91799,120.09501,120.09501,120.09501,120.09501
"Swertia_cuneata",135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,55.91799,55.91799,0,19.614498,38.49716,38.49716,38.49716,48.303808,120.09501,120.09501,120.09501,120.09501
"Swertia_virescens",135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,55.91799,55.91799,19.614498,0,38.49716,38.49716,38.49716,48.303808,120.09501,120.09501,120.09501,120.09501
"Gentiana_filistyla",135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,55.91799,55.91799,38.49716,38.49716,0,20.983712,28.526106,48.303808,120.09501,120.09501,120.09501,120.09501
"Gentiana_lowryi",135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,55.91799,55.91799,38.49716,38.49716,20.983712,0,28.526106,48.303808,120.09501,120.09501,120.09501,120.09501
"Tripterospermum_australe",135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,55.91799,55.91799,38.49716,38.49716,28.526106,28.526106,0,48.303808,120.09501,120.09501,120.09501,120.09501
"Macrocarpaea_zophoflora",135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,55.91799,55.91799,48.303808,48.303808,48.303808,48.303808,48.303808,0,120.09501,120.09501,120.09501,120.09501
"Bonyunia_aquatica",135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,120.09501,120.09501,120.09501,120.09501,120.09501,120.09501,120.09501,120.09501,120.09501,120.09501,120.09501,120.09501,120.09501,120.09501,120.09501,120.09501,120.09501,120.09501,120.09501,120.09501,120.09501,120.09501,120.09501,120.09501,120.09501,120.09501,120.09501,120.09501,120.09501,120.09501,120.09501,120.09501,120.09501,120.09501,0,78.976026,78.976026,78.976026
