"","t1","t3","t115","t116","t99","t100","t48","t49","t28","t46","t47","t29","t30","t12","t97","t98","t89","t90","t125","t126","t55","t92","t93","t31","t86","t87","t85","t123","t124","t4","t11","t13","t14","t5","t63","t64","t112","t113","t114","t88","t60","t61","t7","t6","t57","t62","t70","t71","t75","t76","t34","t35","t95","t96","t81","t82","t56","t68","t69","t27","t94","t107","t108","t39","t40","t25","t105","t106","t121","t122","t23","t53","t54","t36","t33","t17","t10","t77","t78","t104","t109","t110","t91","t102","t103","t72","t73","t32","t8","t74","t117","t118","t111","t51","t16","t79","t80","t65","t18","t19","t9","t22","t83","t84","t21","t15","t20","t45","t52","t119","t120","t101","t24","t41","t42","t58","t59","t26","t37","t38","t66","t67","t50","t43","t44","t2"
"t14",7.9664257015,5.5564316612,7.19336130843,7.19336130843,7.1933613085,7.1933613085,7.1933613086,7.1933613086,7.1933613086,7.1933613084,6.8575531168,7.19336130838,7.19336130838,7.1933613083,5.4593087162,5.4593087162,5.4593087158,5.4593087158,5.4593087161671,5.4593087161671,5.4593087161,5.4593087161,5.2727895496,4.27090017615,4.86432763585,4.86432763585,4.79364416595,4.864327635837,4.864327635837,2.61747919775,0.5458424649,1.4845277976,0,1.4222671138,3.6914488418,3.6914488418,3.69144884187,3.69144884187,3.69144884187,3.6914488419,3.69144884182,3.69144884182,1.9537585131,2.1133453225,3.69144884226,3.69144884219,3.6914488422,3.6914488422,3.69144884176,3.69144884176,3.69144884176,3.69144884226,3.69144884226,3.69144884226,3.69144884226,3.69144884226,3.69144884231,3.69144884234,3.69144884234,3.69144884231,3.69144884231,3.69144884231,3.69144884231,3.69144884226,3.69144884226,3.69144884186,3.6914488417,3.59166284478,3.691448841705,3.691448841705,3.4843000773,3.69144884179,3.2843026822,3.69144884179,2.994353224,3.6914488414,4.30002935499,5.82340440619,5.82340440619,5.82340440607,5.7433939116,5.82340440609,5.82340440607,5.82340440597,5.82340440597,5.82340440607,5.82340440607,5.06399006232,5.82340440629,5.82340440619,5.82340440614,5.82340440614,5.82340440614,5.82340440619,4.51110244259,5.8234044063,5.8234044063,5.82340440629,4.90487573429,5.82340440649,4.39376345929,5.8234044059,5.8234044062,5.8234044062,5.82340440659,4.82655981029,4.6483419218,5.82340440619,5.82340440622,5.82340440617,5.82340440617,5.82340440622,5.82340440639,5.82340440619,5.82340440619,5.82340440619,5.82340440619,5.82340440619,5.82340440629,5.82340440629,5.82340440629,5.82340440629,5.82340440629,5.82340440659,5.82340440659,5.1019053155
"t5",7.6278371811,5.2178431408,6.85477278803,6.85477278803,6.8547727881,6.8547727881,6.8547727882,6.8547727882,6.8547727882,6.854772788,6.5189645964,6.85477278798,6.85477278798,6.8547727879,5.1207201958,5.1207201958,5.1207201954,5.1207201954,5.1207201957671,5.1207201957671,5.1207201957,5.1207201957,4.9342010292,3.93231165575,4.52573911545,4.52573911545,4.45505564555,4.525739115437,4.525739115437,2.27889067735,1.2482152071,2.4673151382,1.4222671138,0,3.3528603214,3.3528603214,3.35286032147,3.35286032147,3.35286032147,3.3528603215,3.35286032142,3.35286032142,1.6151699927,1.7747568021,3.35286032186,3.35286032179,3.3528603218,3.3528603218,3.35286032136,3.35286032136,3.35286032136,3.35286032186,3.35286032186,3.35286032186,3.35286032186,3.35286032186,3.35286032191,3.35286032194,3.35286032194,3.35286032191,3.35286032191,3.35286032191,3.35286032191,3.35286032186,3.35286032186,3.35286032146,3.3528603213,3.25307432438,3.352860321305,3.352860321305,3.1457115569,3.35286032139,2.9457141618,3.35286032139,2.6557647036,3.352860321,3.96144083459,5.48481588579,5.48481588579,5.48481588567,5.4048053912,5.48481588569,5.48481588567,5.48481588557,5.48481588557,5.48481588567,5.48481588567,4.72540154192,5.48481588589,5.48481588579,5.48481588574,5.48481588574,5.48481588574,5.48481588579,4.17251392219,5.4848158859,5.4848158859,5.48481588589,4.56628721389,5.48481588609,4.05517493889,5.4848158855,5.4848158858,5.4848158858,5.48481588619,4.48797128989,4.3097534014,5.48481588579,5.48481588582,5.48481588577,5.48481588577,5.48481588582,5.48481588599,5.48481588579,5.48481588579,5.48481588579,5.48481588579,5.48481588579,5.48481588589,5.48481588589,5.48481588589,5.48481588589,5.48481588589,5.48481588619,5.48481588619,4.7633167951
"t63",9.3579623993,6.947968359,8.58489800623,8.58489800623,8.5848980063,8.5848980063,8.5848980064,8.5848980064,8.5848980064,8.5848980062,8.2490898146,8.58489800618,8.58489800618,8.5848980061,6.850845414,6.850845414,6.8508454136,6.8508454136,6.8508454139671,6.8508454139671,6.8508454139,6.8508454139,6.6643262474,5.66243687395,6.25586433365,6.25586433365,6.18518086375,6.255864333637,6.255864333637,4.00901589555,3.5173969351,4.7364968662,3.6914488418,3.3528603214,0,0.8293303178,2.51001053947,2.51001053947,2.51001053947,2.5100105395,2.51001053942,2.51001053942,2.0138788197,2.8371220763,4.68929493206,4.68929493199,4.689294932,4.689294932,4.68929493156,4.68929493156,4.68929493156,4.68929493206,4.68929493206,4.68929493206,4.68929493206,4.68929493206,4.68929493211,4.68929493214,4.68929493214,4.68929493211,4.68929493211,4.68929493211,4.68929493211,4.68929493206,4.68929493206,4.68929493166,4.7435969877,4.64381099078,4.743596987705,4.743596987705,4.5364482233,4.74359698779,4.3364508282,4.74359698779,4.04650137,4.7435969874,5.69156605279,7.21494110399,7.21494110399,7.21494110387,7.1349306094,7.21494110389,7.21494110387,7.21494110377,7.21494110377,7.21494110387,7.21494110387,6.45552676012,7.21494110409,7.21494110399,7.21494110394,7.21494110394,7.21494110394,7.21494110399,5.90263914039,7.2149411041,7.2149411041,7.21494110409,6.29641243209,7.21494110429,5.78530015709,7.2149411037,7.214941104,7.214941104,7.21494110439,6.21809650809,6.0398786196,7.21494110399,7.21494110402,7.21494110397,7.21494110397,7.21494110402,7.21494110419,7.21494110399,7.21494110399,7.21494110399,7.21494110399,7.21494110399,7.21494110409,7.21494110409,7.21494110409,7.21494110409,7.21494110409,7.21494110439,7.21494110439,6.4934420133
"t64",9.3579623993,6.947968359,8.58489800623,8.58489800623,8.5848980063,8.5848980063,8.5848980064,8.5848980064,8.5848980064,8.5848980062,8.2490898146,8.58489800618,8.58489800618,8.5848980061,6.850845414,6.850845414,6.8508454136,6.8508454136,6.8508454139671,6.8508454139671,6.8508454139,6.8508454139,6.6643262474,5.66243687395,6.25586433365,6.25586433365,6.18518086375,6.255864333637,6.255864333637,4.00901589555,3.5173969351,4.7364968662,3.6914488418,3.3528603214,0.8293303178,0,2.51001053947,2.51001053947,2.51001053947,2.5100105395,2.51001053942,2.51001053942,2.0138788197,2.8371220763,4.68929493206,4.68929493199,4.689294932,4.689294932,4.68929493156,4.68929493156,4.68929493156,4.68929493206,4.68929493206,4.68929493206,4.68929493206,4.68929493206,4.68929493211,4.68929493214,4.68929493214,4.68929493211,4.68929493211,4.68929493211,4.68929493211,4.68929493206,4.68929493206,4.68929493166,4.7435969877,4.64381099078,4.743596987705,4.743596987705,4.5364482233,4.74359698779,4.3364508282,4.74359698779,4.04650137,4.7435969874,5.69156605279,7.21494110399,7.21494110399,7.21494110387,7.1349306094,7.21494110389,7.21494110387,7.21494110377,7.21494110377,7.21494110387,7.21494110387,6.45552676012,7.21494110409,7.21494110399,7.21494110394,7.21494110394,7.21494110394,7.21494110399,5.90263914039,7.2149411041,7.2149411041,7.21494110409,6.29641243209,7.21494110429,5.78530015709,7.2149411037,7.214941104,7.214941104,7.21494110439,6.21809650809,6.0398786196,7.21494110399,7.21494110402,7.21494110397,7.21494110397,7.21494110402,7.21494110419,7.21494110399,7.21494110399,7.21494110399,7.21494110399,7.21494110399,7.21494110409,7.21494110409,7.21494110409,7.21494110409,7.21494110409,7.21494110439,7.21494110439,6.4934420133
"t112",9.35796239937,6.94796835907,8.5848980063,8.5848980063,8.58489800637,8.58489800637,8.58489800647,8.58489800647,8.58489800647,8.58489800627,8.24908981467,8.58489800625,8.58489800625,8.58489800617,6.85084541407,6.85084541407,6.85084541367,6.85084541367,6.8508454140371,6.8508454140371,6.85084541397,6.85084541397,6.66432624747,5.66243687402,6.25586433372,6.25586433372,6.18518086382,6.255864333707,6.255864333707,4.00901589562,3.51739693517,4.73649686627,3.69144884187,3.35286032147,2.51001053947,2.51001053947,0,0.17723516074,0.17723516074,0.60337587817,0.89366983069,0.89366983069,2.01387881977,2.83712207637,4.68929493213,4.68929493206,4.68929493207,4.68929493207,4.68929493163,4.68929493163,4.68929493163,4.68929493213,4.68929493213,4.68929493213,4.68929493213,4.68929493213,4.68929493218,4.68929493221,4.68929493221,4.68929493218,4.68929493218,4.68929493218,4.68929493218,4.68929493213,4.68929493213,4.68929493173,4.74359698777,4.64381099085,4.743596987775,4.743596987775,4.53644822337,4.74359698786,4.33645082827,4.74359698786,4.04650137007,4.74359698747,5.69156605286,7.21494110406,7.21494110406,7.21494110394,7.13493060947,7.21494110396,7.21494110394,7.21494110384,7.21494110384,7.21494110394,7.21494110394,6.45552676019,7.21494110416,7.21494110406,7.21494110401,7.21494110401,7.21494110401,7.21494110406,5.90263914046,7.21494110417,7.21494110417,7.21494110416,6.29641243216,7.21494110436,5.78530015716,7.21494110377,7.21494110407,7.21494110407,7.21494110446,6.21809650816,6.03987861967,7.21494110406,7.21494110409,7.21494110404,7.21494110404,7.21494110409,7.21494110426,7.21494110406,7.21494110406,7.21494110406,7.21494110406,7.21494110406,7.21494110416,7.21494110416,7.21494110416,7.21494110416,7.21494110416,7.21494110446,7.21494110446,6.49344201337
"t113",9.35796239937,6.94796835907,8.5848980063,8.5848980063,8.58489800637,8.58489800637,8.58489800647,8.58489800647,8.58489800647,8.58489800627,8.24908981467,8.58489800625,8.58489800625,8.58489800617,6.85084541407,6.85084541407,6.85084541367,6.85084541367,6.8508454140371,6.8508454140371,6.85084541397,6.85084541397,6.66432624747,5.66243687402,6.25586433372,6.25586433372,6.18518086382,6.255864333707,6.255864333707,4.00901589562,3.51739693517,4.73649686627,3.69144884187,3.35286032147,2.51001053947,2.51001053947,0.17723516074,0,0.13600560974,0.60337587817,0.89366983069,0.89366983069,2.01387881977,2.83712207637,4.68929493213,4.68929493206,4.68929493207,4.68929493207,4.68929493163,4.68929493163,4.68929493163,4.68929493213,4.68929493213,4.68929493213,4.68929493213,4.68929493213,4.68929493218,4.68929493221,4.68929493221,4.68929493218,4.68929493218,4.68929493218,4.68929493218,4.68929493213,4.68929493213,4.68929493173,4.74359698777,4.64381099085,4.743596987775,4.743596987775,4.53644822337,4.74359698786,4.33645082827,4.74359698786,4.04650137007,4.74359698747,5.69156605286,7.21494110406,7.21494110406,7.21494110394,7.13493060947,7.21494110396,7.21494110394,7.21494110384,7.21494110384,7.21494110394,7.21494110394,6.45552676019,7.21494110416,7.21494110406,7.21494110401,7.21494110401,7.21494110401,7.21494110406,5.90263914046,7.21494110417,7.21494110417,7.21494110416,6.29641243216,7.21494110436,5.78530015716,7.21494110377,7.21494110407,7.21494110407,7.21494110446,6.21809650816,6.03987861967,7.21494110406,7.21494110409,7.21494110404,7.21494110404,7.21494110409,7.21494110426,7.21494110406,7.21494110406,7.21494110406,7.21494110406,7.21494110406,7.21494110416,7.21494110416,7.21494110416,7.21494110416,7.21494110416,7.21494110446,7.21494110446,6.49344201337
"t114",9.35796239937,6.94796835907,8.5848980063,8.5848980063,8.58489800637,8.58489800637,8.58489800647,8.58489800647,8.58489800647,8.58489800627,8.24908981467,8.58489800625,8.58489800625,8.58489800617,6.85084541407,6.85084541407,6.85084541367,6.85084541367,6.8508454140371,6.8508454140371,6.85084541397,6.85084541397,6.66432624747,5.66243687402,6.25586433372,6.25586433372,6.18518086382,6.255864333707,6.255864333707,4.00901589562,3.51739693517,4.73649686627,3.69144884187,3.35286032147,2.51001053947,2.51001053947,0.17723516074,0.13600560974,0,0.60337587817,0.89366983069,0.89366983069,2.01387881977,2.83712207637,4.68929493213,4.68929493206,4.68929493207,4.68929493207,4.68929493163,4.68929493163,4.68929493163,4.68929493213,4.68929493213,4.68929493213,4.68929493213,4.68929493213,4.68929493218,4.68929493221,4.68929493221,4.68929493218,4.68929493218,4.68929493218,4.68929493218,4.68929493213,4.68929493213,4.68929493173,4.74359698777,4.64381099085,4.743596987775,4.743596987775,4.53644822337,4.74359698786,4.33645082827,4.74359698786,4.04650137007,4.74359698747,5.69156605286,7.21494110406,7.21494110406,7.21494110394,7.13493060947,7.21494110396,7.21494110394,7.21494110384,7.21494110384,7.21494110394,7.21494110394,6.45552676019,7.21494110416,7.21494110406,7.21494110401,7.21494110401,7.21494110401,7.21494110406,5.90263914046,7.21494110417,7.21494110417,7.21494110416,6.29641243216,7.21494110436,5.78530015716,7.21494110377,7.21494110407,7.21494110407,7.21494110446,6.21809650816,6.03987861967,7.21494110406,7.21494110409,7.21494110404,7.21494110404,7.21494110409,7.21494110426,7.21494110406,7.21494110406,7.21494110406,7.21494110406,7.21494110406,7.21494110416,7.21494110416,7.21494110416,7.21494110416,7.21494110416,7.21494110446,7.21494110446,6.49344201337
"t88",9.3579623994,6.9479683591,8.58489800633,8.58489800633,8.5848980064,8.5848980064,8.5848980065,8.5848980065,8.5848980065,8.5848980063,8.2490898147,8.58489800628,8.58489800628,8.5848980062,6.8508454141,6.8508454141,6.8508454137,6.8508454137,6.8508454140671,6.8508454140671,6.850845414,6.850845414,6.6643262475,5.66243687405,6.25586433375,6.25586433375,6.18518086385,6.255864333737,6.255864333737,4.00901589565,3.5173969352,4.7364968663,3.6914488419,3.3528603215,2.5100105395,2.5100105395,0.60337587817,0.60337587817,0.60337587817,0,0.89366983072,0.89366983072,2.0138788198,2.8371220764,4.68929493216,4.68929493209,4.6892949321,4.6892949321,4.68929493166,4.68929493166,4.68929493166,4.68929493216,4.68929493216,4.68929493216,4.68929493216,4.68929493216,4.68929493221,4.68929493224,4.68929493224,4.68929493221,4.68929493221,4.68929493221,4.68929493221,4.68929493216,4.68929493216,4.68929493176,4.7435969878,4.64381099088,4.743596987805,4.743596987805,4.5364482234,4.74359698789,4.3364508283,4.74359698789,4.0465013701,4.7435969875,5.69156605289,7.21494110409,7.21494110409,7.21494110397,7.1349306095,7.21494110399,7.21494110397,7.21494110387,7.21494110387,7.21494110397,7.21494110397,6.45552676022,7.21494110419,7.21494110409,7.21494110404,7.21494110404,7.21494110404,7.21494110409,5.90263914049,7.2149411042,7.2149411042,7.21494110419,6.29641243219,7.21494110439,5.78530015719,7.2149411038,7.2149411041,7.2149411041,7.21494110449,6.21809650819,6.0398786197,7.21494110409,7.21494110412,7.21494110407,7.21494110407,7.21494110412,7.21494110429,7.21494110409,7.21494110409,7.21494110409,7.21494110409,7.21494110409,7.21494110419,7.21494110419,7.21494110419,7.21494110419,7.21494110419,7.21494110449,7.21494110449,6.4934420134
"t60",9.35796239932,6.94796835902,8.58489800625,8.58489800625,8.58489800632,8.58489800632,8.58489800642,8.58489800642,8.58489800642,8.58489800622,8.24908981462,8.5848980062,8.5848980062,8.58489800612,6.85084541402,6.85084541402,6.85084541362,6.85084541362,6.8508454139871,6.8508454139871,6.85084541392,6.85084541392,6.66432624742,5.66243687397,6.25586433367,6.25586433367,6.18518086377,6.255864333657,6.255864333657,4.00901589557,3.51739693512,4.73649686622,3.69144884182,3.35286032142,2.51001053942,2.51001053942,0.89366983069,0.89366983069,0.89366983069,0.89366983072,0,0.8727613782,2.01387881972,2.83712207632,4.68929493208,4.68929493201,4.68929493202,4.68929493202,4.68929493158,4.68929493158,4.68929493158,4.68929493208,4.68929493208,4.68929493208,4.68929493208,4.68929493208,4.68929493213,4.68929493216,4.68929493216,4.68929493213,4.68929493213,4.68929493213,4.68929493213,4.68929493208,4.68929493208,4.68929493168,4.74359698772,4.6438109908,4.743596987725,4.743596987725,4.53644822332,4.74359698781,4.33645082822,4.74359698781,4.04650137002,4.74359698742,5.69156605281,7.21494110401,7.21494110401,7.21494110389,7.13493060942,7.21494110391,7.21494110389,7.21494110379,7.21494110379,7.21494110389,7.21494110389,6.45552676014,7.21494110411,7.21494110401,7.21494110396,7.21494110396,7.21494110396,7.21494110401,5.90263914041,7.21494110412,7.21494110412,7.21494110411,6.29641243211,7.21494110431,5.78530015711,7.21494110372,7.21494110402,7.21494110402,7.21494110441,6.21809650811,6.03987861962,7.21494110401,7.21494110404,7.21494110399,7.21494110399,7.21494110404,7.21494110421,7.21494110401,7.21494110401,7.21494110401,7.21494110401,7.21494110401,7.21494110411,7.21494110411,7.21494110411,7.21494110411,7.21494110411,7.21494110441,7.21494110441,6.49344201332
"t61",9.35796239932,6.94796835902,8.58489800625,8.58489800625,8.58489800632,8.58489800632,8.58489800642,8.58489800642,8.58489800642,8.58489800622,8.24908981462,8.5848980062,8.5848980062,8.58489800612,6.85084541402,6.85084541402,6.85084541362,6.85084541362,6.8508454139871,6.8508454139871,6.85084541392,6.85084541392,6.66432624742,5.66243687397,6.25586433367,6.25586433367,6.18518086377,6.255864333657,6.255864333657,4.00901589557,3.51739693512,4.73649686622,3.69144884182,3.35286032142,2.51001053942,2.51001053942,0.89366983069,0.89366983069,0.89366983069,0.89366983072,0.8727613782,0,2.01387881972,2.83712207632,4.68929493208,4.68929493201,4.68929493202,4.68929493202,4.68929493158,4.68929493158,4.68929493158,4.68929493208,4.68929493208,4.68929493208,4.68929493208,4.68929493208,4.68929493213,4.68929493216,4.68929493216,4.68929493213,4.68929493213,4.68929493213,4.68929493213,4.68929493208,4.68929493208,4.68929493168,4.74359698772,4.6438109908,4.743596987725,4.743596987725,4.53644822332,4.74359698781,4.33645082822,4.74359698781,4.04650137002,4.74359698742,5.69156605281,7.21494110401,7.21494110401,7.21494110389,7.13493060942,7.21494110391,7.21494110389,7.21494110379,7.21494110379,7.21494110389,7.21494110389,6.45552676014,7.21494110411,7.21494110401,7.21494110396,7.21494110396,7.21494110396,7.21494110401,5.90263914041,7.21494110412,7.21494110412,7.21494110411,6.29641243211,7.21494110431,5.78530015711,7.21494110372,7.21494110402,7.21494110402,7.21494110441,6.21809650811,6.03987861962,7.21494110401,7.21494110404,7.21494110399,7.21494110399,7.21494110404,7.21494110421,7.21494110401,7.21494110401,7.21494110401,7.21494110401,7.21494110401,7.21494110411,7.21494110411,7.21494110411,7.21494110411,7.21494110411,7.21494110441,7.21494110441,6.49344201332
"t7",7.6202720706,5.2102780303,6.84720767753,6.84720767753,6.8472076776,6.8472076776,6.8472076777,6.8472076777,6.8472076777,6.8472076775,6.5113994859,6.84720767748,6.84720767748,6.8472076774,5.1131550853,5.1131550853,5.1131550849,5.1131550849,5.1131550852671,5.1131550852671,5.1131550852,5.1131550852,4.9266359187,3.92474654525,4.51817400495,4.51817400495,4.44749053505,4.518174004937,4.518174004937,2.27132556685,1.7797066064,2.9988065375,1.9537585131,1.6151699927,2.0138788197,2.0138788197,2.01387881977,2.01387881977,2.01387881977,2.0138788198,2.01387881972,2.01387881972,0,1.0994317476,2.95160460336,2.95160460329,2.9516046033,2.9516046033,2.95160460286,2.95160460286,2.95160460286,2.95160460336,2.95160460336,2.95160460336,2.95160460336,2.95160460336,2.95160460341,2.95160460344,2.95160460344,2.95160460341,2.95160460341,2.95160460341,2.95160460341,2.95160460336,2.95160460336,2.95160460296,3.005906659,2.90612066208,3.005906659005,3.005906659005,2.7987578946,3.00590665909,2.5987604995,3.00590665909,2.3088110413,3.0059066587,3.95387572409,5.47725077529,5.47725077529,5.47725077517,5.3972402807,5.47725077519,5.47725077517,5.47725077507,5.47725077507,5.47725077517,5.47725077517,4.71783643142,5.47725077539,5.47725077529,5.47725077524,5.47725077524,5.47725077524,5.47725077529,4.16494881169,5.4772507754,5.4772507754,5.47725077539,4.55872210339,5.47725077559,4.04760982839,5.477250775,5.4772507753,5.4772507753,5.47725077569,4.48040617939,4.3021882909,5.47725077529,5.47725077532,5.47725077527,5.47725077527,5.47725077532,5.47725077549,5.47725077529,5.47725077529,5.47725077529,5.47725077529,5.47725077529,5.47725077539,5.47725077539,5.47725077539,5.47725077539,5.47725077539,5.47725077569,5.47725077569,4.7557516846
"t6",7.77985888,5.3698648397,7.00679448693,7.00679448693,7.006794487,7.006794487,7.0067944871,7.0067944871,7.0067944871,7.0067944869,6.6709862953,7.00679448688,7.00679448688,7.0067944868,5.2727418947,5.2727418947,5.2727418943,5.2727418943,5.2727418946671,5.2727418946671,5.2727418946,5.2727418946,5.0862227281,4.08433335465,4.67776081435,4.67776081435,4.60707734445,4.677760814337,4.677760814337,2.43091237625,1.9392934158,3.1583933469,2.1133453225,1.7747568021,2.8371220763,2.8371220763,2.83712207637,2.83712207637,2.83712207637,2.8371220764,2.83712207632,2.83712207632,1.0994317476,0,3.11119141276,3.11119141269,3.1111914127,3.1111914127,3.11119141226,3.11119141226,3.11119141226,3.11119141276,3.11119141276,3.11119141276,3.11119141276,3.11119141276,3.11119141281,3.11119141284,3.11119141284,3.11119141281,3.11119141281,3.11119141281,3.11119141281,3.11119141276,3.11119141276,3.11119141236,3.1654934684,3.06570747148,3.165493468405,3.165493468405,2.958344704,3.16549346849,2.7583473089,3.16549346849,2.4683978507,3.1654934681,4.11346253349,5.63683758469,5.63683758469,5.63683758457,5.5568270901,5.63683758459,5.63683758457,5.63683758447,5.63683758447,5.63683758457,5.63683758457,4.87742324082,5.63683758479,5.63683758469,5.63683758464,5.63683758464,5.63683758464,5.63683758469,4.32453562109,5.6368375848,5.6368375848,5.63683758479,4.71830891279,5.63683758499,4.20719663779,5.6368375844,5.6368375847,5.6368375847,5.63683758509,4.63999298879,4.4617751003,5.63683758469,5.63683758472,5.63683758467,5.63683758467,5.63683758472,5.63683758489,5.63683758469,5.63683758469,5.63683758469,5.63683758469,5.63683758469,5.63683758479,5.63683758479,5.63683758479,5.63683758479,5.63683758479,5.63683758509,5.63683758509,4.915338494
"t57",9.35796239976,6.94796835946,8.58489800669,8.58489800669,8.58489800676,8.58489800676,8.58489800686,8.58489800686,8.58489800686,8.58489800666,8.24908981506,8.58489800664,8.58489800664,8.58489800656,6.85084541446,6.85084541446,6.85084541406,6.85084541406,6.8508454144271,6.8508454144271,6.85084541436,6.85084541436,6.66432624786,5.66243687441,6.25586433411,6.25586433411,6.18518086421,6.255864334097,6.255864334097,4.00901589601,3.51739693556,4.73649686666,3.69144884226,3.35286032186,4.68929493206,4.68929493206,4.68929493213,4.68929493213,4.68929493213,4.68929493216,4.68929493208,4.68929493208,2.95160460336,3.11119141276,0,0.94490135693,0.94490135694,0.94490135694,4.6079869225,4.6079869225,4.6079869225,4.607986923,4.607986923,4.607986923,4.607986923,4.607986923,4.60798692305,4.60798692308,4.60798692308,4.60798692305,4.60798692305,4.60798692305,4.60798692305,4.607986923,4.607986923,4.6079869226,4.74359698816,4.64381099124,4.743596988165,4.743596988165,4.53644822376,4.74359698825,4.33645082866,4.74359698825,4.04650137046,4.74359698786,5.69156605325,7.21494110445,7.21494110445,7.21494110433,7.13493060986,7.21494110435,7.21494110433,7.21494110423,7.21494110423,7.21494110433,7.21494110433,6.45552676058,7.21494110455,7.21494110445,7.2149411044,7.2149411044,7.2149411044,7.21494110445,5.90263914085,7.21494110456,7.21494110456,7.21494110455,6.29641243255,7.21494110475,5.78530015755,7.21494110416,7.21494110446,7.21494110446,7.21494110485,6.21809650855,6.03987862006,7.21494110445,7.21494110448,7.21494110443,7.21494110443,7.21494110448,7.21494110465,7.21494110445,7.21494110445,7.21494110445,7.21494110445,7.21494110445,7.21494110455,7.21494110455,7.21494110455,7.21494110455,7.21494110455,7.21494110485,7.21494110485,6.49344201376
"t62",9.35796239969,6.94796835939,8.58489800662,8.58489800662,8.58489800669,8.58489800669,8.58489800679,8.58489800679,8.58489800679,8.58489800659,8.24908981499,8.58489800657,8.58489800657,8.58489800649,6.85084541439,6.85084541439,6.85084541399,6.85084541399,6.8508454143571,6.8508454143571,6.85084541429,6.85084541429,6.66432624779,5.66243687434,6.25586433404,6.25586433404,6.18518086414,6.255864334027,6.255864334027,4.00901589594,3.51739693549,4.73649686659,3.69144884219,3.35286032179,4.68929493199,4.68929493199,4.68929493206,4.68929493206,4.68929493206,4.68929493209,4.68929493201,4.68929493201,2.95160460329,3.11119141269,0.94490135693,0,0.83659321541,0.83659321541,4.60798692243,4.60798692243,4.60798692243,4.60798692293,4.60798692293,4.60798692293,4.60798692293,4.60798692293,4.60798692298,4.60798692301,4.60798692301,4.60798692298,4.60798692298,4.60798692298,4.60798692298,4.60798692293,4.60798692293,4.60798692253,4.74359698809,4.64381099117,4.743596988095,4.743596988095,4.53644822369,4.74359698818,4.33645082859,4.74359698818,4.04650137039,4.74359698779,5.69156605318,7.21494110438,7.21494110438,7.21494110426,7.13493060979,7.21494110428,7.21494110426,7.21494110416,7.21494110416,7.21494110426,7.21494110426,6.45552676051,7.21494110448,7.21494110438,7.21494110433,7.21494110433,7.21494110433,7.21494110438,5.90263914078,7.21494110449,7.21494110449,7.21494110448,6.29641243248,7.21494110468,5.78530015748,7.21494110409,7.21494110439,7.21494110439,7.21494110478,6.21809650848,6.03987861999,7.21494110438,7.21494110441,7.21494110436,7.21494110436,7.21494110441,7.21494110458,7.21494110438,7.21494110438,7.21494110438,7.21494110438,7.21494110438,7.21494110448,7.21494110448,7.21494110448,7.21494110448,7.21494110448,7.21494110478,7.21494110478,6.49344201369
"t70",9.3579623997,6.9479683594,8.58489800663,8.58489800663,8.5848980067,8.5848980067,8.5848980068,8.5848980068,8.5848980068,8.5848980066,8.249089815,8.58489800658,8.58489800658,8.5848980065,6.8508454144,6.8508454144,6.850845414,6.850845414,6.8508454143671,6.8508454143671,6.8508454143,6.8508454143,6.6643262478,5.66243687435,6.25586433405,6.25586433405,6.18518086415,6.255864334037,6.255864334037,4.00901589595,3.5173969355,4.7364968666,3.6914488422,3.3528603218,4.689294932,4.689294932,4.68929493207,4.68929493207,4.68929493207,4.6892949321,4.68929493202,4.68929493202,2.9516046033,3.1111914127,0.94490135694,0.83659321541,0,0.711158393,4.60798692244,4.60798692244,4.60798692244,4.60798692294,4.60798692294,4.60798692294,4.60798692294,4.60798692294,4.60798692299,4.60798692302,4.60798692302,4.60798692299,4.60798692299,4.60798692299,4.60798692299,4.60798692294,4.60798692294,4.60798692254,4.7435969881,4.64381099118,4.743596988105,4.743596988105,4.5364482237,4.74359698819,4.3364508286,4.74359698819,4.0465013704,4.7435969878,5.69156605319,7.21494110439,7.21494110439,7.21494110427,7.1349306098,7.21494110429,7.21494110427,7.21494110417,7.21494110417,7.21494110427,7.21494110427,6.45552676052,7.21494110449,7.21494110439,7.21494110434,7.21494110434,7.21494110434,7.21494110439,5.90263914079,7.2149411045,7.2149411045,7.21494110449,6.29641243249,7.21494110469,5.78530015749,7.2149411041,7.2149411044,7.2149411044,7.21494110479,6.21809650849,6.03987862,7.21494110439,7.21494110442,7.21494110437,7.21494110437,7.21494110442,7.21494110459,7.21494110439,7.21494110439,7.21494110439,7.21494110439,7.21494110439,7.21494110449,7.21494110449,7.21494110449,7.21494110449,7.21494110449,7.21494110479,7.21494110479,6.4934420137
