"","t1","t6","t30","t31","t21","t32","t171","t172","t39","t40","t25","t150","t151","t139","t14","t5","t2","t169","t170","t106","t107","t53","t44","t61","t62","t48","t92","t93","t131","t132","t49","t111","t157","t158","t148","t149","t129","t94","t109","t110","t36","t37","t50","t51","t45","t41","t153","t154","t152","t167","t168","t112","t113","t70","t71","t144","t145","t33","t20","t137","t138","t161","t162","t66","t101","t102","t69","t15","t79","t142","t143","t130","t73","t63","t135","t136","t114","t59","t7","t120","t121","t108","t86","t103","t104","t85","t97","t98","t118","t119","t95","t38","t89","t116","t117","t82","t133","t134","t52","t56","t57","t23","t24","t17","t10","t12","t83","t84","t27","t55","t163","t164","t3","t78","t122","t123","t105","t127","t128","t72","t60","t29","t8","t4","t9","t34","t35","t46","t47","t81","t125","t126","t100","t165","t166","t115","t80","t67","t159","t160","t18","t19","t28","t87","t88","t76","t77","t68","t42","t124","t155","t156","t96","t99","t140","t141","t58","t146","t147","t43","t74","t75","t54","t13","t11","t16","t90","t91","t64","t65","t26","t22"
"t129",8.2238930187,8.8691354422,12.1245700754,10.1498366231,10.5465352102,10.3182453063,12.12457007556,12.12457007556,11.2958402461,10.6706877055,9.1930736852,10.50096908857,10.59092388252,10.5909238825,10.5425014279,6.9578808986,6.5828022761,5.77961979248,5.77961979248,5.7796197921,5.7796197921,4.42816435111,5.1208600561,5.06265829904,5.23531286294,4.49509755954,5.7796197921,5.7796197921,5.6820647327,5.7796197921,1.7039751955,1.2084995158,1.2084995158,1.2084995158,0.4715909261,0.4715909261,0,1.49170732839,1.05065236112,1.49170732829,4.3000559549,4.8241930039,4.82419300386,4.12398657666,4.1987710292,3.3696972411,5.460856226097,5.460856226097,5.4608562261,5.46085622606,5.46085622606,5.2451674694,5.4608562261,4.6138100466,5.4608562264,5.4608562256,5.4608562256,4.9540781318,3.2198460598,7.93425960418,7.93425960418,7.93425960395,7.93425960395,6.90355320964,7.351348846861,7.934259604,7.9342596044,5.13604077118,7.93425960386,7.9342596039,7.9342596039,7.93425960386,7.15519389118,7.9342596041,7.9342596037,7.9342596037,7.9342596038,7.93425960348,5.1190922848,8.3082514833,8.3082514833,7.82922316673,8.30825148308,8.30825148308,8.30825148308,8.30825148318,8.30825148308,7.79477026638,8.30825148308,8.30825148308,8.30825148308,8.3082514836,8.30825148309,8.30825148299,8.30825148299,8.30825148309,8.30825148309,8.22325022565,7.83589036869,8.30825148299,7.16826767654,6.0430920794,6.6388374035,5.671253308713,5.8830911682,5.37305880821,8.30825148301,8.30825148301,7.2550822863,8.3082514835,8.30825148292,8.30825148292,4.6676760705,8.3082514832,8.3082514831,8.3082514831,7.9150421848,8.15806125005,8.1790464332,8.3082514833,7.646838434,6.506148606,4.98747312121,5.0042732285,5.7490723315,8.7225484116,6.96914501857,8.72254841077,7.52582185357,7.98071409089,8.7225484112,8.7225484112,8.7225484112,8.72254841121,8.72254841121,8.7225484112,8.7225484113,8.7225484113,8.72254841113,8.72254841113,7.10534781425,7.26581697025,8.72254841096,8.72254841146,8.72254841146,8.72254841106,8.72254841106,8.72254841156,7.11755249316,8.68587488906,8.72254841106,8.72254841106,8.72254841106,8.72254841112,8.72254841102,8.72254841102,8.72254841116,8.72254841136,8.72254841136,7.72817004856,8.41924243136,8.14467415466,7.62857375486,8.61362228816,5.83495233921,7.2508491177,8.11373958947,8.6193609067,8.7225484114,8.0486528819,7.8476786364,6.28883804351
"t94",8.22389301869,8.86913544219,12.12457007539,10.14983662309,10.54653521019,10.31824530629,12.12457007555,12.12457007555,11.29584024609,10.67068770549,9.19307368519,10.50096908856,10.59092388251,10.59092388249,10.54250142789,6.95788089859,6.58280227609,5.77961979247,5.77961979247,5.77961979209,5.77961979209,4.4281643511,5.12086005609,5.06265829903,5.23531286293,4.49509755953,5.77961979209,5.77961979209,5.68206473269,5.77961979209,1.70397519549,1.49170732839,1.49170732839,1.49170732839,1.49170732829,1.49170732829,1.49170732839,0,0.89939757833,1.3404525455,4.30005595489,4.82419300389,4.82419300385,4.12398657665,4.19877102919,3.36969724109,5.460856226087,5.460856226087,5.46085622609,5.46085622605,5.46085622605,5.24516746939,5.46085622609,4.61381004659,5.46085622639,5.46085622559,5.46085622559,4.95407813179,3.21984605979,7.93425960417,7.93425960417,7.93425960394,7.93425960394,6.90355320963,7.351348846851,7.93425960399,7.93425960439,5.13604077117,7.93425960385,7.93425960389,7.93425960389,7.93425960385,7.15519389117,7.93425960409,7.93425960369,7.93425960369,7.93425960379,7.93425960347,5.11909228479,8.30825148329,8.30825148329,7.82922316672,8.30825148307,8.30825148307,8.30825148307,8.30825148317,8.30825148307,7.79477026637,8.30825148307,8.30825148307,8.30825148307,8.30825148359,8.30825148308,8.30825148298,8.30825148298,8.30825148308,8.30825148308,8.22325022564,7.83589036868,8.30825148298,7.16826767653,6.04309207939,6.63883740349,5.671253308703,5.88309116819,5.3730588082,8.308251483,8.308251483,7.25508228629,8.30825148349,8.30825148291,8.30825148291,4.66767607049,8.30825148319,8.30825148309,8.30825148309,7.91504218479,8.15806125004,8.17904643319,8.30825148329,7.64683843399,6.50614860599,4.9874731212,5.00427322849,5.74907233149,8.72254841159,6.96914501856,8.72254841076,7.52582185356,7.98071409088,8.72254841119,8.72254841119,8.72254841119,8.7225484112,8.7225484112,8.72254841119,8.72254841129,8.72254841129,8.72254841112,8.72254841112,7.10534781424,7.26581697024,8.72254841095,8.72254841145,8.72254841145,8.72254841105,8.72254841105,8.72254841155,7.11755249315,8.68587488905,8.72254841105,8.72254841105,8.72254841105,8.72254841111,8.72254841101,8.72254841101,8.72254841115,8.72254841135,8.72254841135,7.72817004855,8.41924243135,8.14467415465,7.62857375485,8.61362228815,5.8349523392,7.25084911769,8.11373958946,8.61936090669,8.72254841139,8.04865288189,7.84767863639,6.2888380435
"t109",7.78283805142,8.42808047492,11.68351510812,9.70878165582,10.10548024292,9.87719033902,11.68351510828,11.68351510828,10.85478527882,10.22963273822,8.75201871792,10.05991412129,10.14986891524,10.14986891522,10.10144646062,6.51682593132,6.14174730882,5.3385648252,5.3385648252,5.33856482482,5.33856482482,3.98710938383,4.67980508882,4.62160333176,4.79425789566,4.05404259226,5.33856482482,5.33856482482,5.24100976542,5.33856482482,1.26292022822,1.05065236112,1.05065236112,1.05065236112,1.05065236102,1.05065236102,1.05065236112,0.89939757833,0,0.51698092823,3.85900098762,4.38313803662,4.38313803658,3.68293160938,3.75771606192,2.92864227382,5.019801258817,5.019801258817,5.01980125882,5.01980125878,5.01980125878,4.80411250212,5.01980125882,4.17275507932,5.01980125912,5.01980125832,5.01980125832,4.51302316452,2.77879109252,7.4932046369,7.4932046369,7.49320463667,7.49320463667,6.46249824236,6.910293879581,7.49320463672,7.49320463712,4.6949858039,7.49320463658,7.49320463662,7.49320463662,7.49320463658,6.7141389239,7.49320463682,7.49320463642,7.49320463642,7.49320463652,7.4932046362,4.67803731752,7.86719651602,7.86719651602,7.38816819945,7.8671965158,7.8671965158,7.8671965158,7.8671965159,7.8671965158,7.3537152991,7.8671965158,7.8671965158,7.8671965158,7.86719651632,7.86719651581,7.86719651571,7.86719651571,7.86719651581,7.86719651581,7.78219525837,7.39483540141,7.86719651571,6.72721270926,5.60203711212,6.19778243622,5.230198341433,5.44203620092,4.93200384093,7.86719651573,7.86719651573,6.81402731902,7.86719651622,7.86719651564,7.86719651564,4.22662110322,7.86719651592,7.86719651582,7.86719651582,7.47398721752,7.71700628277,7.73799146592,7.86719651602,7.20578346672,6.06509363872,4.54641815393,4.56321826122,5.30801736422,8.28149344432,6.52809005129,8.28149344349,7.08476688629,7.53965912361,8.28149344392,8.28149344392,8.28149344392,8.28149344393,8.28149344393,8.28149344392,8.28149344402,8.28149344402,8.28149344385,8.28149344385,6.66429284697,6.82476200297,8.28149344368,8.28149344418,8.28149344418,8.28149344378,8.28149344378,8.28149344428,6.67649752588,8.24481992178,8.28149344378,8.28149344378,8.28149344378,8.28149344384,8.28149344374,8.28149344374,8.28149344388,8.28149344408,8.28149344408,7.28711508128,7.97818746408,7.70361918738,7.18751878758,8.17256732088,5.39389737193,6.80979415042,7.67268462219,8.17830593942,8.28149344412,7.60759791462,7.40662366912,5.84778307623
"t110",8.22389301859,8.86913544209,12.12457007529,10.14983662299,10.54653521009,10.31824530619,12.12457007545,12.12457007545,11.29584024599,10.67068770539,9.19307368509,10.50096908846,10.59092388241,10.59092388239,10.54250142779,6.95788089849,6.58280227599,5.77961979237,5.77961979237,5.77961979199,5.77961979199,4.428164351,5.12086005599,5.06265829893,5.23531286283,4.49509755943,5.77961979199,5.77961979199,5.68206473259,5.77961979199,1.70397519539,1.49170732829,1.49170732829,1.49170732829,1.49170732819,1.49170732819,1.49170732829,1.3404525455,0.51698092823,0,4.30005595479,4.82419300379,4.82419300375,4.12398657655,4.19877102909,3.36969724099,5.460856225987,5.460856225987,5.46085622599,5.46085622595,5.46085622595,5.24516746929,5.46085622599,4.61381004649,5.46085622629,5.46085622549,5.46085622549,4.95407813169,3.21984605969,7.93425960407,7.93425960407,7.93425960384,7.93425960384,6.90355320953,7.351348846751,7.93425960389,7.93425960429,5.13604077107,7.93425960375,7.93425960379,7.93425960379,7.93425960375,7.15519389107,7.93425960399,7.93425960359,7.93425960359,7.93425960369,7.93425960337,5.11909228469,8.30825148319,8.30825148319,7.82922316662,8.30825148297,8.30825148297,8.30825148297,8.30825148307,8.30825148297,7.79477026627,8.30825148297,8.30825148297,8.30825148297,8.30825148349,8.30825148298,8.30825148288,8.30825148288,8.30825148298,8.30825148298,8.22325022554,7.83589036858,8.30825148288,7.16826767643,6.04309207929,6.63883740339,5.671253308603,5.88309116809,5.3730588081,8.3082514829,8.3082514829,7.25508228619,8.30825148339,8.30825148281,8.30825148281,4.66767607039,8.30825148309,8.30825148299,8.30825148299,7.91504218469,8.15806124994,8.17904643309,8.30825148319,7.64683843389,6.50614860589,4.9874731211,5.00427322839,5.74907233139,8.72254841149,6.96914501846,8.72254841066,7.52582185346,7.98071409078,8.72254841109,8.72254841109,8.72254841109,8.7225484111,8.7225484111,8.72254841109,8.72254841119,8.72254841119,8.72254841102,8.72254841102,7.10534781414,7.26581697014,8.72254841085,8.72254841135,8.72254841135,8.72254841095,8.72254841095,8.72254841145,7.11755249305,8.68587488895,8.72254841095,8.72254841095,8.72254841095,8.72254841101,8.72254841091,8.72254841091,8.72254841105,8.72254841125,8.72254841125,7.72817004845,8.41924243125,8.14467415455,7.62857375475,8.61362228805,5.8349523391,7.25084911759,8.11373958936,8.61936090659,8.72254841129,8.04865288179,7.84767863629,6.2888380434
"t36",7.69975597,8.3449983935,11.6004330267,9.6256995744,10.0223981615,9.7941082576,11.60043302686,11.60043302686,10.7717031974,10.1465506568,8.6689366365,9.97683203987,10.06678683382,10.0667868338,10.0183643792,6.4337438499,6.0586652274,5.25548274378,5.25548274378,5.2554827434,5.2554827434,3.90402730241,4.5967230074,4.53852125034,4.71117581424,3.97096051084,5.2554827434,5.2554827434,5.157927684,5.2554827434,3.1143668572,4.3000559549,4.3000559549,4.3000559549,4.3000559548,4.3000559548,4.3000559549,4.30005595489,3.85900098762,4.30005595479,0,2.966817893,4.00463982396,3.30443339676,3.3792178493,2.5501440612,4.936719177397,4.936719177397,4.9367191774,4.93671917736,4.93671917736,4.7210304207,4.9367191774,4.0896729979,4.9367191777,4.9367191769,4.9367191769,4.4299410831,2.6957090111,7.41012255548,7.41012255548,7.41012255525,7.41012255525,6.37941616094,6.827211798161,7.4101225553,7.4101225557,4.61190372248,7.41012255516,7.4101225552,7.4101225552,7.41012255516,6.63105684248,7.4101225554,7.410122555,7.410122555,7.4101225551,7.41012255478,4.5949552361,7.7841144346,7.7841144346,7.30508611803,7.78411443438,7.78411443438,7.78411443438,7.78411443448,7.78411443438,7.27063321768,7.78411443438,7.78411443438,7.78411443438,7.7841144349,7.78411443439,7.78411443429,7.78411443429,7.78411443439,7.78411443439,7.69911317695,7.31175331999,7.78411443429,6.64413062784,5.5189550307,6.1147003548,5.147116260013,5.3589541195,4.84892175951,7.78411443431,7.78411443431,6.7309452376,7.7841144348,7.78411443422,7.78411443422,4.1435390218,7.7841144345,7.7841144344,7.7841144344,7.3909051361,7.63392420135,7.6549093845,7.7841144346,7.1227013853,5.9820115573,4.46333607251,4.4801361798,5.2249352828,8.1984113629,6.44500796987,8.19841136207,7.00168480487,7.45657704219,8.1984113625,8.1984113625,8.1984113625,8.19841136251,8.19841136251,8.1984113625,8.1984113626,8.1984113626,8.19841136243,8.19841136243,6.58121076555,6.74167992155,8.19841136226,8.19841136276,8.19841136276,8.19841136236,8.19841136236,8.19841136286,6.59341544446,8.16173784036,8.19841136236,8.19841136236,8.19841136236,8.19841136242,8.19841136232,8.19841136232,8.19841136246,8.19841136266,8.19841136266,7.20403299986,7.89510538266,7.62053710596,7.10443670616,8.08948523946,5.31081529051,6.726712069,7.58960254077,8.095223858,8.1984113627,7.5245158332,7.3235415877,5.76470099481
"t37",8.223893019,8.8691354425,12.1245700757,10.1498366234,10.5465352105,10.3182453066,12.12457007586,12.12457007586,11.2958402464,10.6706877058,9.1930736855,10.50096908887,10.59092388282,10.5909238828,10.5425014282,6.9578808989,6.5828022764,5.77961979278,5.77961979278,5.7796197924,5.7796197924,4.42816435141,5.1208600564,5.06265829934,5.23531286324,4.49509755984,5.7796197924,5.7796197924,5.682064733,5.7796197924,3.6385039062,4.8241930039,4.8241930039,4.8241930039,4.8241930038,4.8241930038,4.8241930039,4.82419300389,4.38313803662,4.82419300379,2.966817893,0,4.52877687296,3.82857044576,3.9033548983,3.0742811102,5.460856226397,5.460856226397,5.4608562264,5.46085622636,5.46085622636,5.2451674697,5.4608562264,4.6138100469,5.4608562267,5.4608562259,5.4608562259,4.9540781321,3.2198460601,7.93425960448,7.93425960448,7.93425960425,7.93425960425,6.90355320994,7.351348847161,7.9342596043,7.9342596047,5.13604077148,7.93425960416,7.9342596042,7.9342596042,7.93425960416,7.15519389148,7.9342596044,7.934259604,7.934259604,7.9342596041,7.93425960378,5.1190922851,8.3082514836,8.3082514836,7.82922316703,8.30825148338,8.30825148338,8.30825148338,8.30825148348,8.30825148338,7.79477026668,8.30825148338,8.30825148338,8.30825148338,8.3082514839,8.30825148339,8.30825148329,8.30825148329,8.30825148339,8.30825148339,8.22325022595,7.83589036899,8.30825148329,7.16826767684,6.0430920797,6.6388374038,5.671253309013,5.8830911685,5.37305880851,8.30825148331,8.30825148331,7.2550822866,8.3082514838,8.30825148322,8.30825148322,4.6676760708,8.3082514835,8.3082514834,8.3082514834,7.9150421851,8.15806125035,8.1790464335,8.3082514836,7.6468384343,6.5061486063,4.98747312151,5.0042732288,5.7490723318,8.7225484119,6.96914501887,8.72254841107,7.52582185387,7.98071409119,8.7225484115,8.7225484115,8.7225484115,8.72254841151,8.72254841151,8.7225484115,8.7225484116,8.7225484116,8.72254841143,8.72254841143,7.10534781455,7.26581697055,8.72254841126,8.72254841176,8.72254841176,8.72254841136,8.72254841136,8.72254841186,7.11755249346,8.68587488936,8.72254841136,8.72254841136,8.72254841136,8.72254841142,8.72254841132,8.72254841132,8.72254841146,8.72254841166,8.72254841166,7.72817004886,8.41924243166,8.14467415496,7.62857375516,8.61362228846,5.83495233951,7.250849118,8.11373958977,8.619360907,8.7225484117,8.0486528822,7.8476786367,6.28883804381
"t50",8.22389301896,8.86913544246,12.12457007566,10.14983662336,10.54653521046,10.31824530656,12.12457007582,12.12457007582,11.29584024636,10.67068770576,9.19307368546,10.50096908883,10.59092388278,10.59092388276,10.54250142816,6.95788089886,6.58280227636,5.77961979274,5.77961979274,5.77961979236,5.77961979236,4.42816435137,5.12086005636,5.0626582993,5.2353128632,4.4950975598,5.77961979236,5.77961979236,5.68206473296,5.77961979236,3.63850390616,4.82419300386,4.82419300386,4.82419300386,4.82419300376,4.82419300376,4.82419300386,4.82419300385,4.38313803658,4.82419300375,4.00463982396,4.52877687296,0,2.0889117388,2.36186977306,1.90869649996,5.460856226357,5.460856226357,5.46085622636,5.46085622632,5.46085622632,5.24516746966,5.46085622636,4.61381004686,5.46085622666,5.46085622586,5.46085622586,4.95407813206,3.21984606006,7.93425960444,7.93425960444,7.93425960421,7.93425960421,6.9035532099,7.351348847121,7.93425960426,7.93425960466,5.13604077144,7.93425960412,7.93425960416,7.93425960416,7.93425960412,7.15519389144,7.93425960436,7.93425960396,7.93425960396,7.93425960406,7.93425960374,5.11909228506,8.30825148356,8.30825148356,7.82922316699,8.30825148334,8.30825148334,8.30825148334,8.30825148344,8.30825148334,7.79477026664,8.30825148334,8.30825148334,8.30825148334,8.30825148386,8.30825148335,8.30825148325,8.30825148325,8.30825148335,8.30825148335,8.22325022591,7.83589036895,8.30825148325,7.1682676768,6.04309207966,6.63883740376,5.671253308973,5.88309116846,5.37305880847,8.30825148327,8.30825148327,7.25508228656,8.30825148376,8.30825148318,8.30825148318,4.66767607076,8.30825148346,8.30825148336,8.30825148336,7.91504218506,8.15806125031,8.17904643346,8.30825148356,7.64683843426,6.50614860626,4.98747312147,5.00427322876,5.74907233176,8.72254841186,6.96914501883,8.72254841103,7.52582185383,7.98071409115,8.72254841146,8.72254841146,8.72254841146,8.72254841147,8.72254841147,8.72254841146,8.72254841156,8.72254841156,8.72254841139,8.72254841139,7.10534781451,7.26581697051,8.72254841122,8.72254841172,8.72254841172,8.72254841132,8.72254841132,8.72254841182,7.11755249342,8.68587488932,8.72254841132,8.72254841132,8.72254841132,8.72254841138,8.72254841128,8.72254841128,8.72254841142,8.72254841162,8.72254841162,7.72817004882,8.41924243162,8.14467415492,7.62857375512,8.61362228842,5.83495233947,7.25084911796,8.11373958973,8.61936090696,8.72254841166,8.04865288216,7.84767863666,6.28883804377
"t51",7.52368659176,8.16892901526,11.42436364846,9.44963019616,9.84632878326,9.61803887936,11.42436364862,11.42436364862,10.59563381916,9.97048127856,8.49286725826,9.80076266163,9.89071745558,9.89071745556,9.84229500096,6.25767447166,5.88259584916,5.07941336554,5.07941336554,5.07941336516,5.07941336516,3.72795792417,4.42065362916,4.3624518721,4.535106436,3.7948911326,5.07941336516,5.07941336516,4.98185830576,5.07941336516,2.93829747896,4.12398657666,4.12398657666,4.12398657666,4.12398657656,4.12398657656,4.12398657666,4.12398657665,3.68293160938,4.12398657655,3.30443339676,3.82857044576,2.0889117388,0,1.66166334586,1.20849007276,4.760649799157,4.760649799157,4.76064979916,4.76064979912,4.76064979912,4.54496104246,4.76064979916,3.91360361966,4.76064979946,4.76064979866,4.76064979866,4.25387170486,2.51963963286,7.23405317724,7.23405317724,7.23405317701,7.23405317701,6.2033467827,6.651142419921,7.23405317706,7.23405317746,4.43583434424,7.23405317692,7.23405317696,7.23405317696,7.23405317692,6.45498746424,7.23405317716,7.23405317676,7.23405317676,7.23405317686,7.23405317654,4.41888585786,7.60804505636,7.60804505636,7.12901673979,7.60804505614,7.60804505614,7.60804505614,7.60804505624,7.60804505614,7.09456383944,7.60804505614,7.60804505614,7.60804505614,7.60804505666,7.60804505615,7.60804505605,7.60804505605,7.60804505615,7.60804505615,7.52304379871,7.13568394175,7.60804505605,6.4680612496,5.34288565246,5.93863097656,4.971046881773,5.18288474126,4.67285238127,7.60804505607,7.60804505607,6.55487585936,7.60804505656,7.60804505598,7.60804505598,3.96746964356,7.60804505626,7.60804505616,7.60804505616,7.21483575786,7.45785482311,7.47884000626,7.60804505636,6.94663200706,5.80594217906,4.28726669427,4.30406680156,5.04886590456,8.02234198466,6.26893859163,8.02234198383,6.82561542663,7.28050766395,8.02234198426,8.02234198426,8.02234198426,8.02234198427,8.02234198427,8.02234198426,8.02234198436,8.02234198436,8.02234198419,8.02234198419,6.40514138731,6.56561054331,8.02234198402,8.02234198452,8.02234198452,8.02234198412,8.02234198412,8.02234198462,6.41734606622,7.98566846212,8.02234198412,8.02234198412,8.02234198412,8.02234198418,8.02234198408,8.02234198408,8.02234198422,8.02234198442,8.02234198442,7.02796362162,7.71903600442,7.44446772772,6.92836732792,7.91341586122,5.13474591227,6.55064269076,7.41353316253,7.91915447976,8.02234198446,7.34844645496,7.14747220946,5.58863161657
"t45",7.5984710443,8.2437134678,11.499148101,9.5244146487,9.9211132358,9.6928233319,11.49914810116,11.49914810116,10.6704182717,10.0452657311,8.5676517108,9.87554711417,9.96550190812,9.9655019081,9.9170794535,6.3324589242,5.9573803017,5.15419781808,5.15419781808,5.1541978177,5.1541978177,3.80274237671,4.4954380817,4.43723632464,4.60989088854,3.86967558514,5.1541978177,5.1541978177,5.0566427583,5.1541978177,3.0130819315,4.1987710292,4.1987710292,4.1987710292,4.1987710291,4.1987710291,4.1987710292,4.19877102919,3.75771606192,4.19877102909,3.3792178493,3.9033548983,2.36186977306,1.66166334586,0,1.2832745253,4.835434251697,4.835434251697,4.8354342517,4.83543425166,4.83543425166,4.619745495,4.8354342517,3.9883880722,4.835434252,4.8354342512,4.8354342512,4.3286561574,2.5944240854,7.30883762978,7.30883762978,7.30883762955,7.30883762955,6.27813123524,6.725926872461,7.3088376296,7.30883763,4.51061879678,7.30883762946,7.3088376295,7.3088376295,7.30883762946,6.52977191678,7.3088376297,7.3088376293,7.3088376293,7.3088376294,7.30883762908,4.4936703104,7.6828295089,7.6828295089,7.20380119233,7.68282950868,7.68282950868,7.68282950868,7.68282950878,7.68282950868,7.16934829198,7.68282950868,7.68282950868,7.68282950868,7.6828295092,7.68282950869,7.68282950859,7.68282950859,7.68282950869,7.68282950869,7.59782825125,7.21046839429,7.68282950859,6.54284570214,5.417670105,6.0134154291,5.045831334313,5.2576691938,4.74763683381,7.68282950861,7.68282950861,6.6296603119,7.6828295091,7.68282950852,7.68282950852,4.0422540961,7.6828295088,7.6828295087,7.6828295087,7.2896202104,7.53263927565,7.5536244588,7.6828295089,7.0214164596,5.8807266316,4.36205114681,4.3788512541,5.1236503571,8.0971264372,6.34372304417,8.09712643637,6.90039987917,7.35529211649,8.0971264368,8.0971264368,8.0971264368,8.09712643681,8.09712643681,8.0971264368,8.0971264369,8.0971264369,8.09712643673,8.09712643673,6.47992583985,6.64039499585,8.09712643656,8.09712643706,8.09712643706,8.09712643666,8.09712643666,8.09712643716,6.49213051876,8.06045291466,8.09712643666,8.09712643666,8.09712643666,8.09712643672,8.09712643662,8.09712643662,8.09712643676,8.09712643696,8.09712643696,7.10274807416,7.79382045696,7.51925218026,7.00315178046,7.98820031376,5.20953036481,6.6254271433,7.48831761507,7.9939389323,8.097126437,7.4232309075,7.222256662,5.66341606911
"t41",6.7693972562,7.4146396797,10.6700743129,8.6953408606,9.0920394477,8.8637495438,10.67007431306,10.67007431306,9.8413444836,9.216191943,7.7385779227,9.04647332607,9.13642812002,9.13642812,9.0880056654,5.5033851361,5.1283065136,4.32512402998,4.32512402998,4.3251240296,4.3251240296,2.97366858861,3.6663642936,3.60816253654,3.78081710044,3.04060179704,4.3251240296,4.3251240296,4.2275689702,4.3251240296,2.1840081434,3.3696972411,3.3696972411,3.3696972411,3.369697241,3.369697241,3.3696972411,3.36969724109,2.92864227382,3.36969724099,2.5501440612,3.0742811102,1.90869649996,1.20849007276,1.2832745253,0,4.006360463597,4.006360463597,4.0063604636,4.00636046356,4.00636046356,3.7906717069,4.0063604636,3.1593142841,4.0063604639,4.0063604631,4.0063604631,3.4995823693,1.7653502973,6.47976384168,6.47976384168,6.47976384145,6.47976384145,5.44905744714,5.896853084361,6.4797638415,6.4797638419,3.68154500868,6.47976384136,6.4797638414,6.4797638414,6.47976384136,5.70069812868,6.4797638416,6.4797638412,6.4797638412,6.4797638413,6.47976384098,3.6645965223,6.8537557208,6.8537557208,6.37472740423,6.85375572058,6.85375572058,6.85375572058,6.85375572068,6.85375572058,6.34027450388,6.85375572058,6.85375572058,6.85375572058,6.8537557211,6.85375572059,6.85375572049,6.85375572049,6.85375572059,6.85375572059,6.76875446315,6.38139460619,6.85375572049,5.71377191404,4.5885963169,5.184341641,4.216757546213,4.4285954057,3.91856304571,6.85375572051,6.85375572051,5.8005865238,6.853755721,6.85375572042,6.85375572042,3.213180308,6.8537557207,6.8537557206,6.8537557206,6.4605464223,6.70356548755,6.7245506707,6.8537557208,6.1923426715,5.0516528435,3.53297735871,3.549777466,4.294576569,7.2680526491,5.51464925607,7.26805264827,6.07132609107,6.52621832839,7.2680526487,7.2680526487,7.2680526487,7.26805264871,7.26805264871,7.2680526487,7.2680526488,7.2680526488,7.26805264863,7.26805264863,5.65085205175,5.81132120775,7.26805264846,7.26805264896,7.26805264896,7.26805264856,7.26805264856,7.26805264906,5.66305673066,7.23137912656,7.26805264856,7.26805264856,7.26805264856,7.26805264862,7.26805264852,7.26805264852,7.26805264866,7.26805264886,7.26805264886,6.27367428606,6.96474666886,6.69017839216,6.17407799236,7.15912652566,4.38045657671,5.7963533552,6.65924382697,7.1648651442,7.2680526489,6.5941571194,6.3931828739,4.83434228101
"t153",8.223893018797,8.869135442297,12.124570075497,10.149836623197,10.546535210297,10.318245306397,12.124570075657,12.124570075657,11.295840246197,10.670687705597,9.193073685297,10.500969088667,10.590923882617,10.590923882597,10.542501427997,6.957880898697,6.582802276197,5.779619792577,5.779619792577,5.779619792197,5.779619792197,4.428164351207,5.120860056197,5.062658299137,5.235312863037,4.495097559637,5.779619792197,5.779619792197,5.682064732797,5.779619792197,4.275167128397,5.460856226097,5.460856226097,5.460856226097,5.460856225997,5.460856225997,5.460856226097,5.460856226087,5.019801258817,5.460856225987,4.936719177397,5.460856226397,5.460856226357,4.760649799157,4.835434251697,4.006360463597,0,0.2171944666,0.233956895597,1.768963457157,1.768963457157,1.553274700497,1.768963457197,1.390867756497,2.237913936297,3.001977207297,3.001977207297,3.221951862297,2.926160588097,7.934259604277,7.934259604277,7.934259604047,7.934259604047,6.903553209737,7.351348846958,7.934259604097,7.934259604497,5.136040771277,7.934259603957,7.934259603997,7.934259603997,7.934259603957,7.155193891277,7.934259604197,7.934259603797,7.934259603797,7.934259603897,7.934259603577,5.119092284897,8.308251483397,8.308251483397,7.829223166827,8.308251483177,8.308251483177,8.308251483177,8.308251483277,8.308251483177,7.794770266477,8.308251483177,8.308251483177,8.308251483177,8.308251483697,8.308251483187,8.308251483087,8.308251483087,8.308251483187,8.308251483187,8.223250225747,7.835890368787,8.308251483087,7.168267676637,6.043092079497,6.638837403597,5.67125330881,5.883091168297,5.373058808307,8.308251483107,8.308251483107,7.255082286397,8.308251483597,8.308251483017,8.308251483017,4.667676070597,8.308251483297,8.308251483197,8.308251483197,7.915042184897,8.158061250147,8.179046433297,8.308251483397,7.646838434097,6.506148606097,4.987473121307,5.004273228597,5.749072331597,8.722548411697,6.969145018667,8.722548410867,7.525821853667,7.980714090987,8.722548411297,8.722548411297,8.722548411297,8.722548411307,8.722548411307,8.722548411297,8.722548411397,8.722548411397,8.722548411227,8.722548411227,7.105347814347,7.265816970347,8.722548411057,8.722548411557,8.722548411557,8.722548411157,8.722548411157,8.722548411657,7.117552493257,8.685874889157,8.722548411157,8.722548411157,8.722548411157,8.722548411217,8.722548411117,8.722548411117,8.722548411257,8.722548411457,8.722548411457,7.728170048657,8.419242431457,8.144674154757,7.628573754957,8.613622288257,5.834952339307,7.250849117797,8.113739589567,8.619360906797,8.722548411497,8.048652881997,7.847678636497,6.288838043607
