"","t1","t6","t30","t31","t21","t32","t171","t172","t39","t40","t25","t150","t151","t139","t14","t5","t2","t169","t170","t106","t107","t53","t44","t61","t62","t48","t92","t93","t131","t132","t49","t111","t157","t158","t148","t149","t129","t94","t109","t110","t36","t37","t50","t51","t45","t41","t153","t154","t152","t167","t168","t112","t113","t70","t71","t144","t145","t33","t20","t137","t138","t161","t162","t66","t101","t102","t69","t15","t79","t142","t143","t130","t73","t63","t135","t136","t114","t59","t7","t120","t121","t108","t86","t103","t104","t85","t97","t98","t118","t119","t95","t38","t89","t116","t117","t82","t133","t134","t52","t56","t57","t23","t24","t17","t10","t12","t83","t84","t27","t55","t163","t164","t3","t78","t122","t123","t105","t127","t128","t72","t60","t29","t8","t4","t9","t34","t35","t46","t47","t81","t125","t126","t100","t165","t166","t115","t80","t67","t159","t160","t18","t19","t28","t87","t88","t76","t77","t68","t42","t124","t155","t156","t96","t99","t140","t141","t58","t146","t147","t43","t74","t75","t54","t13","t11","t16","t90","t91","t64","t65","t26","t22"
"t19",6.76716157755,7.41240400105,10.66783863425,8.69310518195,9.08980376905,8.86151386515,10.66783863441,10.66783863441,9.83910880495,9.21395626435,7.73634224405,9.04423764742,9.13419244137,9.13419244135,9.08576998675,5.50114945745,5.12607083495,7.26581697093,7.26581697093,7.26581697055,7.26581697055,5.91436152956,6.60705723455,6.54885547749,6.72151004139,5.98129473799,7.26581697055,7.26581697055,7.16826191115,7.26581697055,6.08012787255,7.26581697025,7.26581697025,7.26581697025,7.26581697015,7.26581697015,7.26581697025,7.26581697024,6.82476200297,7.26581697014,6.74167992155,7.26581697055,7.26581697051,6.56561054331,6.64039499585,5.81132120775,7.265816970347,7.265816970347,7.26581697035,7.26581697031,7.26581697031,7.05012821365,7.26581697035,6.41877079085,7.26581697065,7.26581696985,7.26581696985,6.75903887605,5.02480680405,7.26581697063,7.26581697063,7.2658169704,7.2658169704,6.23511057609,6.682906213311,7.26581697045,7.26581697085,4.46759813763,7.26581697031,7.26581697035,7.26581697035,7.26581697031,6.48675125763,7.26581697055,7.26581697015,7.26581697015,7.26581697025,7.26581696993,4.07665777185,7.26581697035,7.26581697035,6.78678865378,7.26581697013,7.26581697013,7.26581697013,7.26581697023,7.26581697013,6.75233575343,7.26581697013,7.26581697013,7.26581697013,7.26581697065,7.26581697014,7.26581697004,7.26581697004,7.26581697014,7.26581697014,7.1808157127,6.79345585574,7.26581697004,6.12583316359,5.00065756645,5.59640289055,4.628818795763,4.84065665525,4.33062429526,7.26581697006,7.26581697006,6.21264777335,7.26581697055,7.26581696997,7.26581696997,3.62524155755,7.26581697025,7.26581697015,7.26581697015,6.87260767185,7.1156267371,7.13661192025,7.26581697035,6.60440392105,5.46371409305,3.94503860826,2.51791531175,2.78266522795,5.75614130805,4.00273791502,5.75614130722,4.55941475002,5.01430698734,5.75614130765,5.75614130765,5.75614130765,5.75614130766,5.75614130766,5.75614130765,5.75614130775,5.75614130775,5.75614130758,5.75614130758,2.196127122,0,4.87615064431,4.87615064481,4.87615064481,4.87615064441,4.87615064441,4.87615064491,3.27115472651,4.83947712241,4.87615064441,4.87615064441,4.87615064441,4.87615064447,4.87615064437,4.87615064437,4.87615064451,4.87615064471,4.87615064471,3.88177228191,4.57284466471,4.29827638801,3.78217598821,4.76722452151,1.98855457256,3.47978222195,4.34267269372,4.84829401095,4.95148151565,4.27758598615,4.07661174065,2.51777114776
"t28",8.22389301826,8.86913544176,12.12457007496,10.14983662266,10.54653520976,10.31824530586,12.12457007512,12.12457007512,11.29584024566,10.67068770506,9.19307368476,10.50096908813,10.59092388208,10.59092388206,10.54250142746,6.95788089816,6.58280227566,8.72254841164,8.72254841164,8.72254841126,8.72254841126,7.37109297027,8.06378867526,8.0055869182,8.1782414821,7.4380261787,8.72254841126,8.72254841126,8.62499335186,8.72254841126,7.53685931326,8.72254841096,8.72254841096,8.72254841096,8.72254841086,8.72254841086,8.72254841096,8.72254841095,8.28149344368,8.72254841085,8.19841136226,8.72254841126,8.72254841122,8.02234198402,8.09712643656,7.26805264846,8.722548411057,8.722548411057,8.72254841106,8.72254841102,8.72254841102,8.50685965436,8.72254841106,7.87550223156,8.72254841136,8.72254841056,8.72254841056,8.21577031676,6.48153824476,8.72254841134,8.72254841134,8.72254841111,8.72254841111,7.6918420168,8.139637654021,8.72254841116,8.72254841156,5.92432957834,8.72254841102,8.72254841106,8.72254841106,8.72254841102,7.94348269834,8.72254841126,8.72254841086,8.72254841086,8.72254841096,8.72254841064,5.53338921256,8.72254841106,8.72254841106,8.24352009449,8.72254841084,8.72254841084,8.72254841084,8.72254841094,8.72254841084,8.20906719414,8.72254841084,8.72254841084,8.72254841084,8.72254841136,8.72254841085,8.72254841075,8.72254841075,8.72254841085,8.72254841085,8.63754715341,8.25018729645,8.72254841075,7.5825646043,6.45738900716,7.05313433126,6.085550236473,6.29738809596,5.78735573597,8.72254841077,8.72254841077,7.66937921406,8.72254841126,8.72254841068,8.72254841068,5.08197299826,8.72254841096,8.72254841086,8.72254841086,8.32933911256,8.57235817781,8.59334336096,8.72254841106,8.06113536176,6.92044553376,5.40177004897,3.97464675246,4.23939666866,7.21287274876,5.45946935573,7.21287274793,6.01614619073,6.47103842805,7.21287274836,7.21287274836,7.21287274836,7.21287274837,7.21287274837,7.21287274836,7.21287274846,7.21287274846,7.21287274829,7.21287274829,4.71568148831,4.87615064431,0,4.1613078045,4.1613078045,5.9302204075,5.9302204075,5.930220408,4.3252244896,5.8935468855,5.9302204075,5.9302204075,5.9302204075,5.93022040756,5.93022040746,5.93022040746,5.9302204076,5.9302204078,5.9302204078,4.935842045,5.6269144278,5.3523461511,4.8362457513,6.0427305428,3.41121550955,4.93651366266,5.79940413443,6.30502545166,6.40821295636,5.73431742686,5.53334318136,3.97450258847
"t87",8.22389301876,8.86913544226,12.12457007546,10.14983662316,10.54653521026,10.31824530636,12.12457007562,12.12457007562,11.29584024616,10.67068770556,9.19307368526,10.50096908863,10.59092388258,10.59092388256,10.54250142796,6.95788089866,6.58280227616,8.72254841214,8.72254841214,8.72254841176,8.72254841176,7.37109297077,8.06378867576,8.0055869187,8.1782414826,7.4380261792,8.72254841176,8.72254841176,8.62499335236,8.72254841176,7.53685931376,8.72254841146,8.72254841146,8.72254841146,8.72254841136,8.72254841136,8.72254841146,8.72254841145,8.28149344418,8.72254841135,8.19841136276,8.72254841176,8.72254841172,8.02234198452,8.09712643706,7.26805264896,8.722548411557,8.722548411557,8.72254841156,8.72254841152,8.72254841152,8.50685965486,8.72254841156,7.87550223206,8.72254841186,8.72254841106,8.72254841106,8.21577031726,6.48153824526,8.72254841184,8.72254841184,8.72254841161,8.72254841161,7.6918420173,8.139637654521,8.72254841166,8.72254841206,5.92432957884,8.72254841152,8.72254841156,8.72254841156,8.72254841152,7.94348269884,8.72254841176,8.72254841136,8.72254841136,8.72254841146,8.72254841114,5.53338921306,8.72254841156,8.72254841156,8.24352009499,8.72254841134,8.72254841134,8.72254841134,8.72254841144,8.72254841134,8.20906719464,8.72254841134,8.72254841134,8.72254841134,8.72254841186,8.72254841135,8.72254841125,8.72254841125,8.72254841135,8.72254841135,8.63754715391,8.25018729695,8.72254841125,7.5825646048,6.45738900766,7.05313433176,6.085550236973,6.29738809646,5.78735573647,8.72254841127,8.72254841127,7.66937921456,8.72254841176,8.72254841118,8.72254841118,5.08197299876,8.72254841146,8.72254841136,8.72254841136,8.32933911306,8.57235817831,8.59334336146,8.72254841156,8.06113536226,6.92044553426,5.40177004947,3.97464675296,4.23939666916,7.21287274926,5.45946935623,7.21287274843,6.01614619123,6.47103842855,7.21287274886,7.21287274886,7.21287274886,7.21287274887,7.21287274887,7.21287274886,7.21287274896,7.21287274896,7.21287274879,7.21287274879,4.71568148881,4.87615064481,4.1613078045,0,1.528167125,5.930220408,5.930220408,5.9302204085,4.3252244901,5.893546886,5.930220408,5.930220408,5.930220408,5.93022040806,5.93022040796,5.93022040796,5.9302204081,5.9302204083,5.9302204083,4.9358420455,5.6269144283,5.3523461516,4.8362457518,6.0427305433,3.41121551005,4.93651366316,5.79940413493,6.30502545216,6.40821295686,5.73431742736,5.53334318186,3.97450258897
"t88",8.22389301876,8.86913544226,12.12457007546,10.14983662316,10.54653521026,10.31824530636,12.12457007562,12.12457007562,11.29584024616,10.67068770556,9.19307368526,10.50096908863,10.59092388258,10.59092388256,10.54250142796,6.95788089866,6.58280227616,8.72254841214,8.72254841214,8.72254841176,8.72254841176,7.37109297077,8.06378867576,8.0055869187,8.1782414826,7.4380261792,8.72254841176,8.72254841176,8.62499335236,8.72254841176,7.53685931376,8.72254841146,8.72254841146,8.72254841146,8.72254841136,8.72254841136,8.72254841146,8.72254841145,8.28149344418,8.72254841135,8.19841136276,8.72254841176,8.72254841172,8.02234198452,8.09712643706,7.26805264896,8.722548411557,8.722548411557,8.72254841156,8.72254841152,8.72254841152,8.50685965486,8.72254841156,7.87550223206,8.72254841186,8.72254841106,8.72254841106,8.21577031726,6.48153824526,8.72254841184,8.72254841184,8.72254841161,8.72254841161,7.6918420173,8.139637654521,8.72254841166,8.72254841206,5.92432957884,8.72254841152,8.72254841156,8.72254841156,8.72254841152,7.94348269884,8.72254841176,8.72254841136,8.72254841136,8.72254841146,8.72254841114,5.53338921306,8.72254841156,8.72254841156,8.24352009499,8.72254841134,8.72254841134,8.72254841134,8.72254841144,8.72254841134,8.20906719464,8.72254841134,8.72254841134,8.72254841134,8.72254841186,8.72254841135,8.72254841125,8.72254841125,8.72254841135,8.72254841135,8.63754715391,8.25018729695,8.72254841125,7.5825646048,6.45738900766,7.05313433176,6.085550236973,6.29738809646,5.78735573647,8.72254841127,8.72254841127,7.66937921456,8.72254841176,8.72254841118,8.72254841118,5.08197299876,8.72254841146,8.72254841136,8.72254841136,8.32933911306,8.57235817831,8.59334336146,8.72254841156,8.06113536226,6.92044553426,5.40177004947,3.97464675296,4.23939666916,7.21287274926,5.45946935623,7.21287274843,6.01614619123,6.47103842855,7.21287274886,7.21287274886,7.21287274886,7.21287274887,7.21287274887,7.21287274886,7.21287274896,7.21287274896,7.21287274879,7.21287274879,4.71568148881,4.87615064481,4.1613078045,1.528167125,0,5.930220408,5.930220408,5.9302204085,4.3252244901,5.893546886,5.930220408,5.930220408,5.930220408,5.93022040806,5.93022040796,5.93022040796,5.9302204081,5.9302204083,5.9302204083,4.9358420455,5.6269144283,5.3523461516,4.8362457518,6.0427305433,3.41121551005,4.93651366316,5.79940413493,6.30502545216,6.40821295686,5.73431742736,5.53334318186,3.97450258897
"t76",8.22389301836,8.86913544186,12.12457007506,10.14983662276,10.54653520986,10.31824530596,12.12457007522,12.12457007522,11.29584024576,10.67068770516,9.19307368486,10.50096908823,10.59092388218,10.59092388216,10.54250142756,6.95788089826,6.58280227576,8.72254841174,8.72254841174,8.72254841136,8.72254841136,7.37109297037,8.06378867536,8.0055869183,8.1782414822,7.4380261788,8.72254841136,8.72254841136,8.62499335196,8.72254841136,7.53685931336,8.72254841106,8.72254841106,8.72254841106,8.72254841096,8.72254841096,8.72254841106,8.72254841105,8.28149344378,8.72254841095,8.19841136236,8.72254841136,8.72254841132,8.02234198412,8.09712643666,7.26805264856,8.722548411157,8.722548411157,8.72254841116,8.72254841112,8.72254841112,8.50685965446,8.72254841116,7.87550223166,8.72254841146,8.72254841066,8.72254841066,8.21577031686,6.48153824486,8.72254841144,8.72254841144,8.72254841121,8.72254841121,7.6918420169,8.139637654121,8.72254841126,8.72254841166,5.92432957844,8.72254841112,8.72254841116,8.72254841116,8.72254841112,7.94348269844,8.72254841136,8.72254841096,8.72254841096,8.72254841106,8.72254841074,5.53338921266,8.72254841116,8.72254841116,8.24352009459,8.72254841094,8.72254841094,8.72254841094,8.72254841104,8.72254841094,8.20906719424,8.72254841094,8.72254841094,8.72254841094,8.72254841146,8.72254841095,8.72254841085,8.72254841085,8.72254841095,8.72254841095,8.63754715351,8.25018729655,8.72254841085,7.5825646044,6.45738900726,7.05313433136,6.085550236573,6.29738809606,5.78735573607,8.72254841087,8.72254841087,7.66937921416,8.72254841136,8.72254841078,8.72254841078,5.08197299836,8.72254841106,8.72254841096,8.72254841096,8.32933911266,8.57235817791,8.59334336106,8.72254841116,8.06113536186,6.92044553386,5.40177004907,3.97464675256,4.23939666876,7.21287274886,5.45946935583,7.21287274803,6.01614619083,6.47103842815,7.21287274846,7.21287274846,7.21287274846,7.21287274847,7.21287274847,7.21287274846,7.21287274856,7.21287274856,7.21287274839,7.21287274839,4.71568148841,4.87615064441,5.9302204075,5.930220408,5.930220408,0,1.7159937388,2.0632390895,1.6951878811,4.3093373812,4.3460109032,4.3460109032,4.3460109032,4.34601090326,4.34601090316,4.34601090316,4.3460109033,4.3460109035,4.3460109035,3.3516325407,4.0427049235,3.7681366468,3.252036247,6.0427305429,3.41121550965,4.93651366276,5.79940413453,6.30502545176,6.40821295646,5.73431742696,5.53334318146,3.97450258857
"t77",8.22389301836,8.86913544186,12.12457007506,10.14983662276,10.54653520986,10.31824530596,12.12457007522,12.12457007522,11.29584024576,10.67068770516,9.19307368486,10.50096908823,10.59092388218,10.59092388216,10.54250142756,6.95788089826,6.58280227576,8.72254841174,8.72254841174,8.72254841136,8.72254841136,7.37109297037,8.06378867536,8.0055869183,8.1782414822,7.4380261788,8.72254841136,8.72254841136,8.62499335196,8.72254841136,7.53685931336,8.72254841106,8.72254841106,8.72254841106,8.72254841096,8.72254841096,8.72254841106,8.72254841105,8.28149344378,8.72254841095,8.19841136236,8.72254841136,8.72254841132,8.02234198412,8.09712643666,7.26805264856,8.722548411157,8.722548411157,8.72254841116,8.72254841112,8.72254841112,8.50685965446,8.72254841116,7.87550223166,8.72254841146,8.72254841066,8.72254841066,8.21577031686,6.48153824486,8.72254841144,8.72254841144,8.72254841121,8.72254841121,7.6918420169,8.139637654121,8.72254841126,8.72254841166,5.92432957844,8.72254841112,8.72254841116,8.72254841116,8.72254841112,7.94348269844,8.72254841136,8.72254841096,8.72254841096,8.72254841106,8.72254841074,5.53338921266,8.72254841116,8.72254841116,8.24352009459,8.72254841094,8.72254841094,8.72254841094,8.72254841104,8.72254841094,8.20906719424,8.72254841094,8.72254841094,8.72254841094,8.72254841146,8.72254841095,8.72254841085,8.72254841085,8.72254841095,8.72254841095,8.63754715351,8.25018729655,8.72254841085,7.5825646044,6.45738900726,7.05313433136,6.085550236573,6.29738809606,5.78735573607,8.72254841087,8.72254841087,7.66937921416,8.72254841136,8.72254841078,8.72254841078,5.08197299836,8.72254841106,8.72254841096,8.72254841096,8.32933911266,8.57235817791,8.59334336106,8.72254841116,8.06113536186,6.92044553386,5.40177004907,3.97464675256,4.23939666876,7.21287274886,5.45946935583,7.21287274803,6.01614619083,6.47103842815,7.21287274846,7.21287274846,7.21287274846,7.21287274847,7.21287274847,7.21287274846,7.21287274856,7.21287274856,7.21287274839,7.21287274839,4.71568148841,4.87615064441,5.9302204075,5.930220408,5.930220408,1.7159937388,0,2.0632390895,1.6951878811,4.3093373812,4.3460109032,4.3460109032,4.3460109032,4.34601090326,4.34601090316,4.34601090316,4.3460109033,4.3460109035,4.3460109035,3.3516325407,4.0427049235,3.7681366468,3.252036247,6.0427305429,3.41121550965,4.93651366276,5.79940413453,6.30502545176,6.40821295646,5.73431742696,5.53334318146,3.97450258857
"t68",8.22389301886,8.86913544236,12.12457007556,10.14983662326,10.54653521036,10.31824530646,12.12457007572,12.12457007572,11.29584024626,10.67068770566,9.19307368536,10.50096908873,10.59092388268,10.59092388266,10.54250142806,6.95788089876,6.58280227626,8.72254841224,8.72254841224,8.72254841186,8.72254841186,7.37109297087,8.06378867586,8.0055869188,8.1782414827,7.4380261793,8.72254841186,8.72254841186,8.62499335246,8.72254841186,7.53685931386,8.72254841156,8.72254841156,8.72254841156,8.72254841146,8.72254841146,8.72254841156,8.72254841155,8.28149344428,8.72254841145,8.19841136286,8.72254841186,8.72254841182,8.02234198462,8.09712643716,7.26805264906,8.722548411657,8.722548411657,8.72254841166,8.72254841162,8.72254841162,8.50685965496,8.72254841166,7.87550223216,8.72254841196,8.72254841116,8.72254841116,8.21577031736,6.48153824536,8.72254841194,8.72254841194,8.72254841171,8.72254841171,7.6918420174,8.139637654621,8.72254841176,8.72254841216,5.92432957894,8.72254841162,8.72254841166,8.72254841166,8.72254841162,7.94348269894,8.72254841186,8.72254841146,8.72254841146,8.72254841156,8.72254841124,5.53338921316,8.72254841166,8.72254841166,8.24352009509,8.72254841144,8.72254841144,8.72254841144,8.72254841154,8.72254841144,8.20906719474,8.72254841144,8.72254841144,8.72254841144,8.72254841196,8.72254841145,8.72254841135,8.72254841135,8.72254841145,8.72254841145,8.63754715401,8.25018729705,8.72254841135,7.5825646049,6.45738900776,7.05313433186,6.085550237073,6.29738809656,5.78735573657,8.72254841137,8.72254841137,7.66937921466,8.72254841186,8.72254841128,8.72254841128,5.08197299886,8.72254841156,8.72254841146,8.72254841146,8.32933911316,8.57235817841,8.59334336156,8.72254841166,8.06113536236,6.92044553436,5.40177004957,3.97464675306,4.23939666926,7.21287274936,5.45946935633,7.21287274853,6.01614619133,6.47103842865,7.21287274896,7.21287274896,7.21287274896,7.21287274897,7.21287274897,7.21287274896,7.21287274906,7.21287274906,7.21287274889,7.21287274889,4.71568148891,4.87615064491,5.930220408,5.9302204085,5.9302204085,2.0632390895,2.0632390895,0,1.6951878816,4.3093373817,4.3460109037,4.3460109037,4.3460109037,4.34601090376,4.34601090366,4.34601090366,4.3460109038,4.346010904,4.346010904,3.3516325412,4.042704924,3.7681366473,3.2520362475,6.0427305434,3.41121551015,4.93651366326,5.79940413503,6.30502545226,6.40821295696,5.73431742746,5.53334318196,3.97450258907
"t42",6.61889710046,7.26413952396,10.51957415716,8.54484070486,8.94153929196,8.71324938806,10.51957415732,10.51957415732,9.69084432786,9.06569178726,7.58807776696,8.89597317033,8.98592796428,8.98592796426,8.93750550966,5.35288498036,4.97780635786,7.11755249384,7.11755249384,7.11755249346,7.11755249346,5.76609705247,6.45879275746,6.4005910004,6.5732455643,5.8330302609,7.11755249346,7.11755249346,7.01999743406,7.11755249346,5.93186339546,7.11755249316,7.11755249316,7.11755249316,7.11755249306,7.11755249306,7.11755249316,7.11755249315,6.67649752588,7.11755249305,6.59341544446,7.11755249346,7.11755249342,6.41734606622,6.49213051876,5.66305673066,7.117552493257,7.117552493257,7.11755249326,7.11755249322,7.11755249322,6.90186373656,7.11755249326,6.27050631376,7.11755249356,7.11755249276,7.11755249276,6.61077439896,4.87654232696,7.11755249354,7.11755249354,7.11755249331,7.11755249331,6.086846099,6.534641736221,7.11755249336,7.11755249376,4.31933366054,7.11755249322,7.11755249326,7.11755249326,7.11755249322,6.33848678054,7.11755249346,7.11755249306,7.11755249306,7.11755249316,7.11755249284,3.92839329476,7.11755249326,7.11755249326,6.63852417669,7.11755249304,7.11755249304,7.11755249304,7.11755249314,7.11755249304,6.60407127634,7.11755249304,7.11755249304,7.11755249304,7.11755249356,7.11755249305,7.11755249295,7.11755249295,7.11755249305,7.11755249305,7.03255123561,6.64519137865,7.11755249295,5.9775686865,4.85239308936,5.44813841346,4.480554318673,4.69239217816,4.18235981817,7.11755249297,7.11755249297,6.06438329626,7.11755249346,7.11755249288,7.11755249288,3.47697708046,7.11755249316,7.11755249306,7.11755249306,6.72434319476,6.96736226001,6.98834744316,7.11755249326,6.45613944396,5.31544961596,3.79677413117,2.36965083466,2.63440075086,5.60787683096,3.85447343793,5.60787683013,4.41115027293,4.86604251025,5.60787683056,5.60787683056,5.60787683056,5.60787683057,5.60787683057,5.60787683056,5.60787683066,5.60787683066,5.60787683049,5.60787683049,3.11068557051,3.27115472651,4.3252244896,4.3252244901,4.3252244901,1.6951878811,1.6951878811,1.6951878816,0,2.7043414633,2.7410149853,2.7410149853,2.7410149853,2.74101498536,2.74101498526,2.74101498526,2.7410149854,2.7410149856,2.7410149856,1.7466366228,2.4377090056,2.1631407289,1.6470403291,4.437734625,1.80621959175,3.33151774486,4.19440821663,4.70002953386,4.80321703856,4.12932150906,3.92834726356,2.36950667067
"t124",8.18721949636,8.83246191986,12.08789655306,10.11316310076,10.50986168786,10.28157178396,12.08789655322,12.08789655322,11.25916672376,10.63401418316,9.15640016286,10.46429556623,10.55425036018,10.55425036016,10.50582790556,6.92120737626,6.54612875376,8.68587488974,8.68587488974,8.68587488936,8.68587488936,7.33441944837,8.02711515336,7.9689133963,8.1415679602,7.4013526568,8.68587488936,8.68587488936,8.58831982996,8.68587488936,7.50018579136,8.68587488906,8.68587488906,8.68587488906,8.68587488896,8.68587488896,8.68587488906,8.68587488905,8.24481992178,8.68587488895,8.16173784036,8.68587488936,8.68587488932,7.98566846212,8.06045291466,7.23137912656,8.685874889157,8.685874889157,8.68587488916,8.68587488912,8.68587488912,8.47018613246,8.68587488916,7.83882870966,8.68587488946,8.68587488866,8.68587488866,8.17909679486,6.44486472286,8.68587488944,8.68587488944,8.68587488921,8.68587488921,7.6551684949,8.102964132121,8.68587488926,8.68587488966,5.88765605644,8.68587488912,8.68587488916,8.68587488916,8.68587488912,7.90680917644,8.68587488936,8.68587488896,8.68587488896,8.68587488906,8.68587488874,5.49671569066,8.68587488916,8.68587488916,8.20684657259,8.68587488894,8.68587488894,8.68587488894,8.68587488904,8.68587488894,8.17239367224,8.68587488894,8.68587488894,8.68587488894,8.68587488946,8.68587488895,8.68587488885,8.68587488885,8.68587488895,8.68587488895,8.60087363151,8.21351377455,8.68587488885,7.5458910824,6.42071548526,7.01646080936,6.048876714573,6.26071457406,5.75068221407,8.68587488887,8.68587488887,7.63270569216,8.68587488936,8.68587488878,8.68587488878,5.04529947636,8.68587488906,8.68587488896,8.68587488896,8.29266559066,8.53568465591,8.55666983906,8.68587488916,8.02446183986,6.88377201186,5.36509652707,3.93797323056,4.20272314676,7.17619922686,5.42279583383,7.17619922603,5.97947266883,6.43436490615,7.17619922646,7.17619922646,7.17619922646,7.17619922647,7.17619922647,7.17619922646,7.17619922656,7.17619922656,7.17619922639,7.17619922639,4.67900796641,4.83947712241,5.8935468855,5.893546886,5.893546886,4.3093373812,4.3093373812,4.3093373817,2.7043414633,0,0.4594393986,0.4594393986,2.8612495526,2.86124955266,2.86124955256,2.86124955256,3.9061615413,3.9061615415,3.9061615415,2.9117831787,3.6028555615,3.3282872848,2.812186885,6.0060570209,3.37454198765,4.89984014076,5.76273061253,6.26835192976,6.37153943446,5.69764390496,5.49666965946,3.93782906657
"t155",8.22389301836,8.86913544186,12.12457007506,10.14983662276,10.54653520986,10.31824530596,12.12457007522,12.12457007522,11.29584024576,10.67068770516,9.19307368486,10.50096908823,10.59092388218,10.59092388216,10.54250142756,6.95788089826,6.58280227576,8.72254841174,8.72254841174,8.72254841136,8.72254841136,7.37109297037,8.06378867536,8.0055869183,8.1782414822,7.4380261788,8.72254841136,8.72254841136,8.62499335196,8.72254841136,7.53685931336,8.72254841106,8.72254841106,8.72254841106,8.72254841096,8.72254841096,8.72254841106,8.72254841105,8.28149344378,8.72254841095,8.19841136236,8.72254841136,8.72254841132,8.02234198412,8.09712643666,7.26805264856,8.722548411157,8.722548411157,8.72254841116,8.72254841112,8.72254841112,8.50685965446,8.72254841116,7.87550223166,8.72254841146,8.72254841066,8.72254841066,8.21577031686,6.48153824486,8.72254841144,8.72254841144,8.72254841121,8.72254841121,7.6918420169,8.139637654121,8.72254841126,8.72254841166,5.92432957844,8.72254841112,8.72254841116,8.72254841116,8.72254841112,7.94348269844,8.72254841136,8.72254841096,8.72254841096,8.72254841106,8.72254841074,5.53338921266,8.72254841116,8.72254841116,8.24352009459,8.72254841094,8.72254841094,8.72254841094,8.72254841104,8.72254841094,8.20906719424,8.72254841094,8.72254841094,8.72254841094,8.72254841146,8.72254841095,8.72254841085,8.72254841085,8.72254841095,8.72254841095,8.63754715351,8.25018729655,8.72254841085,7.5825646044,6.45738900726,7.05313433136,6.085550236573,6.29738809606,5.78735573607,8.72254841087,8.72254841087,7.66937921416,8.72254841136,8.72254841078,8.72254841078,5.08197299836,8.72254841106,8.72254841096,8.72254841096,8.32933911266,8.57235817791,8.59334336106,8.72254841116,8.06113536186,6.92044553386,5.40177004907,3.97464675256,4.23939666876,7.21287274886,5.45946935583,7.21287274803,6.01614619083,6.47103842815,7.21287274846,7.21287274846,7.21287274846,7.21287274847,7.21287274847,7.21287274846,7.21287274856,7.21287274856,7.21287274839,7.21287274839,4.71568148841,4.87615064441,5.9302204075,5.930220408,5.930220408,4.3460109032,4.3460109032,4.3460109037,2.7410149853,0.4594393986,0,0.208318004,2.8979230746,2.89792307466,2.89792307456,2.89792307456,3.9428350633,3.9428350635,3.9428350635,2.9484567007,3.6395290835,3.3649608068,2.848860407,6.0427305429,3.41121550965,4.93651366276,5.79940413453,6.30502545176,6.40821295646,5.73431742696,5.53334318146,3.97450258857
"t156",8.22389301836,8.86913544186,12.12457007506,10.14983662276,10.54653520986,10.31824530596,12.12457007522,12.12457007522,11.29584024576,10.67068770516,9.19307368486,10.50096908823,10.59092388218,10.59092388216,10.54250142756,6.95788089826,6.58280227576,8.72254841174,8.72254841174,8.72254841136,8.72254841136,7.37109297037,8.06378867536,8.0055869183,8.1782414822,7.4380261788,8.72254841136,8.72254841136,8.62499335196,8.72254841136,7.53685931336,8.72254841106,8.72254841106,8.72254841106,8.72254841096,8.72254841096,8.72254841106,8.72254841105,8.28149344378,8.72254841095,8.19841136236,8.72254841136,8.72254841132,8.02234198412,8.09712643666,7.26805264856,8.722548411157,8.722548411157,8.72254841116,8.72254841112,8.72254841112,8.50685965446,8.72254841116,7.87550223166,8.72254841146,8.72254841066,8.72254841066,8.21577031686,6.48153824486,8.72254841144,8.72254841144,8.72254841121,8.72254841121,7.6918420169,8.139637654121,8.72254841126,8.72254841166,5.92432957844,8.72254841112,8.72254841116,8.72254841116,8.72254841112,7.94348269844,8.72254841136,8.72254841096,8.72254841096,8.72254841106,8.72254841074,5.53338921266,8.72254841116,8.72254841116,8.24352009459,8.72254841094,8.72254841094,8.72254841094,8.72254841104,8.72254841094,8.20906719424,8.72254841094,8.72254841094,8.72254841094,8.72254841146,8.72254841095,8.72254841085,8.72254841085,8.72254841095,8.72254841095,8.63754715351,8.25018729655,8.72254841085,7.5825646044,6.45738900726,7.05313433136,6.085550236573,6.29738809606,5.78735573607,8.72254841087,8.72254841087,7.66937921416,8.72254841136,8.72254841078,8.72254841078,5.08197299836,8.72254841106,8.72254841096,8.72254841096,8.32933911266,8.57235817791,8.59334336106,8.72254841116,8.06113536186,6.92044553386,5.40177004907,3.97464675256,4.23939666876,7.21287274886,5.45946935583,7.21287274803,6.01614619083,6.47103842815,7.21287274846,7.21287274846,7.21287274846,7.21287274847,7.21287274847,7.21287274846,7.21287274856,7.21287274856,7.21287274839,7.21287274839,4.71568148841,4.87615064441,5.9302204075,5.930220408,5.930220408,4.3460109032,4.3460109032,4.3460109037,2.7410149853,0.4594393986,0.208318004,0,2.8979230746,2.89792307466,2.89792307456,2.89792307456,3.9428350633,3.9428350635,3.9428350635,2.9484567007,3.6395290835,3.3649608068,2.848860407,6.0427305429,3.41121550965,4.93651366276,5.79940413453,6.30502545176,6.40821295646,5.73431742696,5.53334318146,3.97450258857
