"","c1","c2","c3","c4","c5","c6","c7","c8","c9","c10","c11","c12","c13","c14","c15","c16","c17","c18","c19","c20","c21","c22","c23","c24","c25","c26","c27","c28","c29","c30","c31","c32","c33","c34","c35","c36","c37","c38","c39","c40","c41","c42","c43","c44","c45","c46","c47","c48","c49","c50","c51","c52","c53","c54","c55","c56","c57","c58","c59","c60","c61","c62","c63","c64","c65","c66","c67","c68","c69","c70","c71","c72","c73","c74","c75","c76","c77","c78","c79","c80","c81","c82","c83","c84","c85","c86","c87","c88","c89","c90","c91","c92","c93","c94","c95","c96","c97","c98","c99","c100","c101","c102","c103","c104","c105","c106","c107","c108","c109","c110","c111","c112","c113","c114","c115","c116","c117","c118","c119","c120","c121"
"t65",-0.0776557563504676,0.0778147578629874,0.00731819091416024,-0.250621839161644,0.000116368812421929,-0.00273904971783846,-0.000358194033929303,0.000937162805915502,-0.00269539202448649,0.0108368801483309,-0.0269186717315205,-0.000206311334663189,0.00402210368041036,-0.00190432736621643,-9.5941506400569e-05,0.0024488701457041,-0.00174668098959374,0.311085926426586,0.00686584025243489,-0.000283961409067897,0.00412795718300098,-0.00260005243042552,-0.0145673271976599,0.00503307907928318,0.000400082098978597,-0.0105674184407432,0.00457946452271038,-0.00655517045278172,-0.00755531549438201,0.0415991069488176,-0.000650905827384578,-0.045842238852859,-0.00109276557823117,-1.22450860190236e-05,0.000171282311056827,-8.50844560476352e-06,2.73998593931817e-07,-1.12330460562646e-06,1.85360547501259e-06,-8.72887108656201e-08,-0.00903454201494133,1.03519382747249e-05,1.65021759939056e-05,1.56010819978219e-07,-2.34301077376223e-07,1.49268890106992e-06,5.0263910150566e-16,-9.06087375992358e-06,-6.42190368144826e-08,-6.60407072572178e-07,5.87722296755052e-16,2.91616223828281e-15,9.21116038328751e-06,-2.54768133910162e-16,-0.530201202116968,2.08352241879377e-14,0.000252060022733887,-2.73041215274698e-05,3.78672732033593e-05,-7.29557425636449e-05,4.21937509667535e-05,0.000322358100946402,6.71007962133639e-06,3.31606939247674e-05,-1.49441848390212e-15,-0.000131339839498993,6.06070174577994e-16,-7.07879286821538e-05,-2.08315456382402e-07,-1.08882048635293e-05,2.40773529168653e-07,9.23946400785132e-06,-7.65828367042403e-15,-2.6888817123277e-06,5.02620976675264e-07,-0.18335668753189,-2.59134722345759e-06,-5.7297589051091e-15,-5.6310896817406e-06,-0.000323614563934965,1.02644660468792e-06,8.4545681218085e-05,-0.000144876234542267,7.37259591824782e-06,2.86994363096949e-05,0.707106781186547,0.000443973258710386,0.00120688853930395,1.38155074171927e-15,-5.91839532799822e-05,5.29168799794234e-05,-2.78994941898283e-15,-7.75004027112424e-07,-2.89998961015899e-07,1.7274068959742e-15,2.06618497221895e-15,-5.09198059768035e-07,-1.70613115170389e-06,3.86529519146643e-16,-6.46019312620708e-08,-1.44015612192679e-05,3.44167128744329e-15,-3.84189022551196e-17,4.01323144881836e-16,-1.03514358645821e-07,1.7566103667248e-15,-3.29988683277393e-16,-2.08108321831746e-17,-6.41420546395858e-16,-1.07192309560507e-16,3.68424156103606e-16,1.94858815955174e-15,-3.67187921308522e-06,8.15772413795586e-08,4.5857519401849e-08,8.06155169179605e-16,4.70678654227105e-16,-1.24552374014629e-15,1.25938781415133e-15,-1.22996019319472e-15,1.55613553610234e-13
"t66",-0.0776557563504676,0.0778147578629874,0.00731819091416023,-0.250621839161644,0.000116368812421914,-0.00273904971783846,-0.000358194033929294,0.000937162805915512,-0.00269539202448656,0.010836880148331,-0.0269186717315205,-0.000206311334663034,0.00402210368041048,-0.00190432736621637,-9.59415064005794e-05,0.00244887014570412,-0.00174668098959372,0.311085926426586,0.00686584025243479,-0.000283961409067908,0.00412795718300046,-0.0026000524304254,-0.0145673271976601,0.00503307907928331,0.000400082098978509,-0.0105674184407431,0.00457946452271023,-0.00655517045278162,-0.00755531549438239,0.0415991069488175,-0.000650905827384622,-0.0458422388528588,-0.00109276557823104,-1.22450860183236e-05,0.000171282311057529,-8.50844560504011e-06,2.73998593798068e-07,-1.12330460559861e-06,1.85360547451472e-06,-8.72887109049487e-08,-0.00903454201494049,1.03519382743826e-05,1.65021759938406e-05,1.56010819854759e-07,-2.34301077518136e-07,1.49268890143926e-06,1.41816618502215e-16,-9.06087375975231e-06,-6.42190367944435e-08,-6.60407071765019e-07,1.08385321088441e-15,3.57752556349896e-15,9.21116038330445e-06,1.06921710838452e-16,-0.530201202116968,1.97527567389198e-14,0.000252060022733996,-2.73041215286636e-05,3.78672732060362e-05,-7.29557425636719e-05,4.21937509673331e-05,0.000322358100946539,6.71007962023258e-06,3.31606939260057e-05,1.37828359231096e-15,-0.000131339839496754,4.77705565137094e-17,-7.07879286777626e-05,-2.08315453105343e-07,-1.08882048616864e-05,2.40773527349423e-07,9.23946400973012e-06,-3.88179066287338e-15,-2.6888817120969e-06,5.02620974709223e-07,-0.183356687531887,-2.59134721163025e-06,-5.44506123142661e-15,-5.63108968319851e-06,-0.000323614563936952,1.02644658421852e-06,8.45456812386706e-05,-0.00014487623452426,7.37259590049963e-06,2.8699436307335e-05,-0.707106781186548,0.000443973258770278,0.00120688853929519,-1.88053379240652e-15,-5.91839532658974e-05,5.29168799825975e-05,1.19297565565636e-15,-7.75004022485665e-07,-2.89998963058771e-07,-1.62060941265908e-15,-3.02739683411748e-15,-5.09198062148859e-07,-1.7061311522672e-06,-3.07359871250011e-16,-6.46019242036964e-08,-1.44015612151712e-05,-1.4502489148113e-15,-9.39300534284786e-17,1.10314126413183e-16,-1.03514353783086e-07,7.47001303706285e-16,9.98192720201432e-17,6.45471554477158e-16,-8.97825865758096e-16,-6.06791587995132e-16,-3.67098588215461e-16,3.34534420751663e-17,-3.67187921270132e-06,8.15772361611282e-08,4.58575195542993e-08,9.05034406992475e-16,2.34756288704324e-16,-1.63696728298774e-15,1.57163947617949e-15,-9.08986424871086e-16,1.55304013890535e-13
"t9",-0.0732272824036428,0.0720802406903717,0.00635270135307853,-0.21003382692341,7.90885758237991e-05,-0.00180094618591333,-0.000185561711074145,0.000437365881471689,-0.000789374869813485,0.0029816878401597,-0.00669482645513898,-1.11957862335146e-05,-0.000355986909317781,0.000361118575213931,2.22215845485427e-05,-0.00112644725990172,0.00115339018727547,-0.00318824749304926,-0.0102446776291031,0.000454632150500449,-0.0101001326288686,0.00813628352543845,0.0517802079162762,-0.018205158765421,-0.00155416634585155,0.0421069663286173,-0.0251853176438635,0.038825384275909,0.0544247224268868,-0.451467016057308,0.00741926155116022,0.841440905213821,0.020133262283981,0.000388181424295904,-0.00634517200844986,0.000420366036733639,-5.09093092604784e-05,0.000340775101615565,0.000107121617775296,-4.31743402035541e-06,-0.117065348580709,0.000100977021122084,0.00107947510860071,8.16735472501212e-06,-1.1989130587855e-05,7.46626355337233e-05,-4.50027044083897e-16,-0.000483332316983044,-9.58454027040613e-06,-0.000115112794458064,-1.42514344628175e-16,-2.21238503444314e-16,-0.000114352766512025,-1.78667576419859e-16,0.0266444604123068,-8.67630815143223e-16,9.09680267268871e-05,-1.75180290957332e-05,4.49940199449841e-05,-9.89167940098578e-05,7.75972823914176e-05,0.000790167407621814,1.74739730602319e-05,8.66583056720582e-05,-1.74872039196677e-15,-0.000363936463403486,-1.96893069374326e-17,-0.000210144160089071,-5.95152062629065e-07,-3.04600826903983e-05,6.53953028302545e-07,2.40924830306487e-05,-1.04821300137367e-16,-4.61080647389057e-06,1.54059075137046e-07,-0.00681130850993791,5.08007963127775e-06,-1.76660927199184e-16,6.83473071717665e-05,-0.00277362725092986,7.28641658803294e-06,0.000217501569466264,-0.000776187274555202,3.86306663058667e-05,0.000149757753756695,-1.06134833209091e-16,0.00210947047922541,0.00571777836347947,-3.61913723883142e-18,-0.000272998831230908,0.000243564774419984,-7.04427257040293e-17,-3.50195756978794e-06,-1.27024192320404e-06,-8.26437593698031e-17,3.79281615048454e-16,-2.17818684515355e-06,-7.23055862258815e-06,5.51426235221053e-17,-2.72824966881884e-07,-5.9785112446595e-05,1.52812929871368e-15,-3.43531888974109e-16,-1.45848438598545e-16,-4.25712467482447e-07,9.93721368219829e-16,-9.82088699274022e-17,3.58199510458262e-16,-6.43755948162111e-16,-1.73825074604678e-16,1.69330739740195e-16,5.34556488095761e-16,-1.47636085260715e-05,3.26334961873695e-07,1.83226717417369e-07,7.90589899797687e-16,2.61198140475354e-16,-1.6484632714016e-15,1.08988050210121e-15,-5.49864496032748e-16,1.55243708875978e-13
"t42",-0.0898816163580384,0.0996973257183564,-0.0581822752198479,0.0801557157885719,3.3837411647007e-05,-0.000766013500020847,-4.13503852600453e-05,1.32318235287371e-05,0.00211605900572357,-0.0107878595381685,0.0400527714684338,-0.000150216986951016,-0.00144505656616243,0.120066509432008,-0.000120570798973139,-0.00202218223878668,0.00398717167905641,-0.000542320572561484,-0.659305578278651,0.03062131413871,0.0310787743769419,-0.182541759907222,-0.0544064284887359,0.0190845978209862,0.0172560111689216,-0.0391918498311385,0.015067841181213,-0.0207454533330331,-0.021244749829631,0.0754730610664483,-0.00107596931920508,0.037567498552938,0.000926664348017855,9.39824116300965e-05,-0.00190054071857164,0.000172097973244831,-4.86331858237121e-05,0.000386628485050485,-0.000163580811459173,5.27406397690371e-06,0.00026071240756505,4.0309303522339e-05,-0.0151288117293917,-3.66353060289568e-06,5.12972822815796e-06,-2.9897274758984e-05,-1.60298055006601e-16,0.0141549978424936,0.000501951812289307,1.42787645980971e-05,6.98341002940731e-16,1.44202713121042e-15,0.00710641629780899,-1.94837023278911e-16,3.16297126571473e-05,-2.92265274800695e-16,7.90221399637086e-06,-1.55096355852732e-06,4.47443428436113e-06,-1.02757215418767e-05,9.28976527843587e-06,0.000118834502869244,2.82626074707596e-06,1.40821327141812e-05,1.77546493726699e-15,-6.46753791065864e-05,-1.06143862011631e-15,-7.09566966334333e-05,-2.19708413964182e-07,-0.00194200099489695,2.58588197723758e-07,9.99795176477173e-06,4.56758511838406e-16,-2.36470520813964e-06,8.21984618913921e-08,-0.000104682553756235,3.45678611236366e-06,3.61734705285728e-15,5.1281822686997e-05,-6.28454392882719e-05,1.01460131095124e-05,2.75732716758398e-05,-0.431163973693568,-0.000804223863086351,-0.527157737171515,-5.26327771990967e-15,-0.0145273505303609,-0.0053447098109778,-2.27142907046557e-15,-5.75643064638756e-06,-2.4661146874421e-06,-1.14824324847634e-15,0.00014285523650275,4.63676742825175e-06,-7.64182458439496e-16,5.68988601952537e-15,-8.63877207600078e-08,-4.35573659238714e-07,1.68726126524072e-16,-1.84294501145741e-08,-5.982397389465e-06,2.40140186798621e-15,2.65955744032762e-16,-4.3836090950489e-16,-4.92295761859528e-08,6.85136250488936e-16,-5.1882241616583e-16,-8.66919536739468e-16,-5.30745176750266e-16,-1.4059499399883e-16,3.83970917345579e-16,4.34261086487663e-16,-2.18607241562626e-06,5.04345853403673e-08,2.85879183063557e-08,4.39897561047782e-16,5.57817796888365e-16,-1.72597515044959e-15,1.01813053263878e-15,-5.81426942587879e-16,1.55356422955027e-13
"t43",-0.0896391472626778,0.0993512305877067,-0.0578259087236022,0.0795574921240182,3.33564567727987e-05,-0.000754433466467153,-4.04982706008811e-05,1.29335148976318e-05,0.00205512132266532,-0.0104705861000246,0.0388385284496093,-0.000144703884903752,-0.00138564902780847,0.11476990753819,-0.000115104630641264,-0.00191737734282487,0.00375254389930304,-0.000508819687083784,-0.611643816705652,0.0283416105242412,0.0283310933362087,-0.164742701532716,-0.0488309441384036,0.017115617557745,0.015426326490156,-0.034995950594066,0.0132530720786123,-0.0181818942866528,-0.0184436427094599,0.0642469422839474,-0.000913834648352268,0.0312481040623274,0.00077066854776837,7.66365202823291e-05,-0.00154242854572212,0.000138598567582109,-3.83681965501012e-05,0.000303983671020539,-0.00012347752453736,3.96402570797986e-06,0.000193945691148247,2.99759657585277e-05,-0.0110575003651998,-2.63404986457026e-06,3.67438647634102e-06,-2.13037631294747e-05,-1.88709560707297e-16,0.00968324636299132,0.00032593015294675,9.24635663375174e-06,-7.3013515229889e-16,1.71565712624028e-15,0.00410341897174521,-1.60000157402149e-16,1.50795207571206e-05,8.32205614778385e-17,3.67514560999417e-06,-7.06939127763013e-07,1.93978164948087e-06,-4.36909718005392e-06,3.67047165136657e-06,3.95803363457206e-05,8.72947212392489e-07,4.32642629370078e-06,-2.18938274501625e-15,-1.77188209593146e-05,8.06652322825063e-16,4.27070463420335e-06,2.45669255789938e-08,0.000258284986509988,-4.07829694826761e-08,-1.85080650101845e-06,-2.1428951003157e-16,7.26748504306692e-07,-3.13879531246778e-08,4.08592793099872e-05,-1.48640412556515e-06,-3.72966642937243e-15,-2.47077566028049e-05,3.44719769119976e-05,-7.11181436578447e-06,-2.50998411260148e-05,0.44147532347888,0.000878477909058357,0.583540214706888,5.46930988098676e-15,0.0265695894310621,0.0100365644127641,2.09863249016772e-15,1.47968882208119e-05,6.55076205879404e-06,9.70096176503938e-16,-0.000543519027833712,-9.10751689384669e-05,6.98939227937753e-16,-6.12297277058983e-15,-7.67304209488977e-07,-2.52121870053866e-06,2.67242826036035e-16,-9.48084820066349e-08,-2.0533761144009e-05,1.73935759011656e-15,-2.93535149426352e-17,6.44728214712008e-16,-1.4581262704747e-07,-5.73933089302839e-16,5.51332757456568e-16,1.12776201661701e-15,-5.77485998042753e-16,-1.71515412469051e-16,-1.66297941290649e-16,8.75937109745135e-16,-5.06826611228223e-06,1.12241425158737e-07,6.30516201785164e-08,1.08268276099085e-15,3.97921697633377e-16,-1.81718455251151e-15,1.6137854359692e-15,-9.41636153237444e-16,1.55387253956465e-13
"t53",-0.0998153361823423,0.11445199587768,-0.0758280232780165,0.112398976895355,8.05047584603274e-05,-0.0020236057325208,-0.000371049936630903,0.00110608522627923,-0.00655848073366742,0.0303087316379413,-0.0988871787241216,0.000207506260126976,0.00172676937449278,-0.162366039831616,0.000199022109764025,-0.00027184933966135,-0.000388448269535657,5.44898447744008e-05,0.0316340954631423,-0.334231642108065,0.000118818600187551,-0.0402347815512288,-0.000442192190721905,0.000502497522122822,0.10704537616274,0.00529290213328274,0.000529298648537508,-0.000898792189134618,-0.00129173301032739,0.00660166976507817,-9.6939715344995e-05,0.00418512510542244,0.000103365210809751,1.21326669718367e-05,-0.000253099546935461,2.40567269226893e-05,-7.70137248804863e-06,6.25243780649542e-05,-3.7132298229688e-05,1.27354845371965e-06,7.81770682681213e-05,1.22088206396924e-05,-0.0434583915219517,7.22954158169096e-08,9.63110852100749e-08,-1.61040817482089e-06,4.08717080228774e-17,0.00522875940390371,0.501399534017928,-1.10676529306404e-05,4.77393182291853e-15,4.58716576415775e-15,0.000920070200606972,4.92384175790083e-16,5.12531784185326e-06,-1.38599435872335e-16,1.2989032066423e-06,-2.57651524626942e-07,7.6078395711476e-07,-1.76121835330427e-06,1.63480157718517e-06,2.1883595420781e-05,5.2851360894367e-07,2.6360177905286e-06,-9.65197502166568e-16,-1.23440793347416e-05,5.11133890140549e-18,-1.5646949492641e-05,-4.94820077160128e-08,-0.000899825905840503,5.86297813416111e-08,2.29208884782366e-06,-1.22360922942785e-15,-5.6412107761848e-07,2.00565423663317e-08,-2.56067314624823e-05,8.5544892254404e-07,-0.707106781186546,1.28795936909425e-05,-1.60749688453043e-05,2.69131269643573e-06,7.33174993351602e-06,-0.0965193144599362,-2.65533295596457e-05,0.0767695159304155,-5.50663256452061e-15,-0.0796709188031971,0.0227966711143301,4.07714232210626e-16,-4.30199299283178e-07,-2.23304998262558e-07,6.60251455883804e-15,-0.109400213861872,0.000107944962580124,1.68833031366467e-15,-2.17213710145956e-15,8.2723767118125e-09,-6.62215567211789e-09,3.51253630029457e-16,-7.16374000949681e-10,-6.24666145943207e-07,8.81146124396912e-16,-1.62297591178663e-16,-3.82999529653678e-16,-6.09666344384756e-09,1.76557338354696e-15,-1.87138330760527e-16,3.99388412764007e-16,-4.09333392852484e-16,-5.15434405987509e-17,2.08318622352368e-16,9.18003674013741e-16,-3.34583412265562e-07,7.95525011697539e-09,4.53869430593957e-09,6.63972473079109e-16,6.45703635065167e-16,-1.87594599874762e-15,1.42364975237505e-15,-1.69169534061141e-15,1.55041779546471e-13
"t54",-0.0998153361823423,0.11445199587768,-0.0758280232780164,0.112398976895355,8.05047584603089e-05,-0.00202360573252074,-0.000371049936630855,0.00110608522627928,-0.00655848073366753,0.0303087316379414,-0.0988871787241216,0.000207506260127013,0.00172676937449277,-0.162366039831616,0.000199022109763834,-0.000271849339661421,-0.000388448269535797,5.44898447744447e-05,0.0316340954631421,-0.334231642108065,0.000118818600187336,-0.0402347815512287,-0.000442192190721568,0.000502497522122703,0.107045376162739,0.00529290213328339,0.000529298648537669,-0.000898792189135126,-0.00129173301032753,0.00660166976507783,-9.69397153450767e-05,0.0041851251054221,0.000103365210809877,1.21326669720631e-05,-0.000253099546933861,2.40567269227712e-05,-7.70137248809514e-06,6.25243780649195e-05,-3.71322982284355e-05,1.2735484531269e-06,7.81770682677309e-05,1.22088206401184e-05,-0.0434583915219521,7.22954154657903e-08,9.63110846719995e-08,-1.61040817528087e-06,1.1026064706138e-16,0.005228759403904,0.501399534017927,-1.10676529285591e-05,5.19113281889095e-15,5.31228017711605e-15,0.000920070200608022,9.29534491861507e-16,5.12531784134127e-06,-1.47706734410843e-16,1.29890320626424e-06,-2.57651528968656e-07,7.60783947319644e-07,-1.76121835311922e-06,1.63480157767035e-06,2.18835954213565e-05,5.28513609191004e-07,2.6360177901147e-06,2.06319600600164e-15,-1.23440793260029e-05,-1.19156067068717e-15,-1.56469494883264e-05,-4.94820023558507e-08,-0.000899825905833778,5.86297705248868e-08,2.2920888473413e-06,2.82130747279517e-16,-5.6412106674897e-07,2.00564572317957e-08,-2.56067315045442e-05,8.55448907747605e-07,0.707106781186549,1.28795937519543e-05,-1.60749689030665e-05,2.69131271134863e-06,7.33174992797152e-06,-0.0965193144599264,-2.65533295603564e-05,0.076769515930417,-5.36785468103361e-15,-0.0796709188031919,0.0227966711143276,-1.54704506846978e-15,-4.30199300530219e-07,-2.23304993555177e-07,7.49069297817307e-15,-0.109400213861876,0.000107944962581504,-5.32115735576876e-16,-2.34907889600858e-15,8.2723780030228e-09,-6.62215538246634e-09,-5.12022164729141e-17,-7.16372109886369e-10,-6.24666143250454e-07,4.76866143406094e-15,2.54036042938949e-16,4.72091521126188e-16,-6.09666679083323e-09,2.61568129875078e-16,2.5707423075477e-16,-5.38298586391847e-16,-9.15778866166688e-16,-4.12364799366745e-16,1.28521347377182e-16,-1.57524881089679e-16,-3.34583410001286e-07,7.95524792923031e-09,4.53869435520184e-09,8.37444820645924e-16,4.68761628948782e-16,-1.54513361881626e-15,1.31264617335488e-15,-4.10625636826932e-16,1.55471990965322e-13
"t35",-0.0989939545703793,0.113240183942136,-0.074412156992031,0.109842333386868,7.70216622607215e-05,-0.00193050275427692,-0.000347802476958719,0.0010302965289317,-0.00598511469347459,0.0276029800594371,-0.0897888303175946,0.000184420209414777,0.00151174763145352,-0.14068281200486,0.000171713555248281,-0.000229256867144396,-0.000319434164429971,4.43326035670285e-05,0.0247463908660017,-0.25931654366339,8.7270861865754e-05,-0.0284718646658813,-0.000306442261202739,0.000347210470207906,0.0730650657992725,0.00359673772247311,0.000338929591055824,-0.000567304279917788,-0.000784140931369582,0.00368359774291458,-5.35448116027039e-05,0.00209990266752444,5.18261569229375e-05,5.51781972444339e-06,-0.000112308304869945,1.02462994925703e-05,-2.91959594654277e-06,2.3224736236537e-05,-1.04840884182934e-05,3.47913721621889e-07,1.96514886622492e-05,3.06003228587608e-06,-0.0093203705671701,1.30578776792012e-08,1.66532464753279e-08,-2.61282290941181e-07,9.44037877133959e-17,0.000412228048922916,-0.0294570040091935,8.13667673506399e-07,-2.10143103325992e-16,-1.84925100217766e-15,-0.000163059033486727,-4.36474704537163e-16,-2.27043771268553e-06,-5.02258994530909e-17,-6.13920351516126e-07,1.27818365047326e-07,-4.19990644134199e-07,1.00893468197769e-06,-1.05830284512503e-06,-1.74716095426485e-05,-4.52617377040917e-07,-2.26780470240738e-06,1.25456087890424e-15,1.15935742134055e-05,1.18986915726232e-18,2.63669723950312e-05,8.87422463550873e-08,0.00165330830946405,-1.10708805826807e-07,-4.45643308538529e-06,2.64271136147317e-15,1.23454454056008e-06,-4.67928300789494e-08,6.01571329229049e-05,-2.07430536252576e-06,-1.63146315982597e-15,-3.24844819882911e-05,4.25256248528671e-05,-7.85537376836216e-06,-2.40247988948003e-05,0.334300338529692,9.48934289652663e-05,-0.276141828689531,2.34311976328211e-14,0.374475882582074,-0.108939571812439,1.09191845931548e-15,2.17842237675259e-06,1.17216470255444e-06,-4.79609690353484e-14,0.712607758912975,-0.00125274785533406,-2.3145939790225e-15,1.20910528046458e-14,-3.77101171149248e-07,-1.20773339403872e-06,-1.57271767770036e-16,-4.49774980458409e-08,-9.2997711227851e-06,8.89784018606113e-16,-1.41584603384864e-16,8.39752221713861e-16,-6.44987499430701e-08,-1.46881593433563e-15,-1.20009070564787e-16,1.2560605382781e-15,-4.64861402625643e-16,6.07444977508662e-17,-3.54761546461794e-16,1.19056855776168e-17,-2.1327827635826e-06,4.6771241358724e-08,2.62154951373268e-08,1.39543151868102e-15,8.45842698127592e-16,-1.52390400433256e-15,1.51420215702756e-15,-4.72888043099778e-16,1.55513405779736e-13
"t56",-0.099686546372722,0.114261776710106,-0.0756049210847436,0.111995336215925,7.9949375839008e-05,-0.00200874046982842,-0.000367307494208233,0.00109384869807898,-0.00646501575491368,0.0298672455961211,-0.0974005499371169,0.000203696081919483,0.00169103067339995,-0.158744527711071,0.000194451974086661,-0.000264644641488456,-0.00037663503564969,5.27424453821564e-05,0.0304270100764069,-0.321051412621532,0.000113122062220653,-0.0380727305443341,-0.000416990397020565,0.000473628007423547,0.100690891402153,0.00497503502676577,0.00049258675323973,-0.000834419054531537,-0.00119127608645428,0.00599980323563519,-8.79444167682999e-05,0.00373172203206032,9.21546610911891e-05,1.06212045997729e-05,-0.00022052334555801,2.07935472858314e-05,-6.50127585439591e-06,5.25555483579559e-05,-2.93108286343498e-05,9.96988291016185e-07,5.98847087135236e-05,9.34481708301669e-06,-0.0318261387118843,5.01388376473384e-08,6.58079354224156e-08,-1.0758487585012e-06,-3.47739329535761e-16,0.00250693774228293,-0.437358660549709,1.3044200504806e-05,-4.00313784988845e-15,2.79169813380227e-16,0.00117223326728473,-7.13840766924762e-16,5.10471240913005e-06,1.07286777030048e-16,1.27428513812453e-06,-2.49923080701711e-07,7.19522328474029e-07,-1.65089331262432e-06,1.48642119148228e-06,1.877730216539e-05,4.43694590508139e-07,2.2097065945857e-06,5.40241460192753e-15,-1.00423462261261e-05,1.31986831401887e-15,-8.81162896828922e-06,-2.57417023763956e-08,-0.000451798575837168,2.81740071410013e-08,1.04543398814214e-06,5.01042536361372e-16,-1.91517899189461e-07,5.24297525457711e-09,-6.45727192980725e-06,1.77714823700569e-07,-4.20852397278726e-15,1.89168710717447e-06,-1.01690599736461e-06,-4.13522103729972e-07,-3.87248643397265e-06,0.0754862999471273,2.54264471746929e-05,-0.0765874869857741,1.96621114934707e-14,0.466251897783136,-0.153441967396823,9.63889008216471e-15,-9.07830716426145e-06,-3.58197810682298e-06,4.59735779922473e-14,-0.595360324962516,0.000311988581613415,-3.56874343295859e-15,-1.60764864230974e-15,2.54582623120656e-08,1.69417653266083e-08,1.40183904653392e-17,-1.97505331793146e-10,-7.85171559298732e-07,-2.04617414298771e-15,3.25059876400353e-17,-1.75240690860151e-15,-7.88590818942459e-09,-1.61323914867807e-15,-2.76240471439166e-16,8.29185729984928e-17,-7.37146489764897e-16,-4.45313763419675e-16,5.37943778451894e-17,1.99461050955633e-15,-4.2823611245307e-07,1.01223488060433e-08,5.76694984989716e-09,7.83388787879308e-16,5.91709803978536e-16,-9.66119779872324e-16,1.21876892504204e-15,-6.13248676135014e-16,1.55314337670515e-13
"t57",-0.0998439427254858,0.114494048538828,-0.0758765425725678,0.112486021092259,8.06193306743957e-05,-0.00202665348327998,-0.00037178803686304,0.00110846441916802,-0.00657579900615549,0.030390134881003,-0.0991592906026947,0.000208167052761587,0.00173272533705236,-0.162952628623829,0.000199753577734727,-0.000272927887771556,-0.000390080935812706,5.47228007280349e-05,0.0317732207347643,-0.335700648110121,0.000119308482997257,-0.0403830241086842,-0.000443672508607991,0.000504153240899444,0.107373135884148,0.00530863174195215,0.000530081455410761,-0.000899723748188893,-0.0012913172696855,0.00657485065488364,-9.64950243005535e-05,0.00414172269609948,0.000102288136527319,1.1916409793408e-05,-0.00024805301889419,2.3487066854935e-05,-7.42527761122775e-06,6.01349093101962e-05,-3.42715960191722e-05,1.16836144237971e-06,7.05584705184626e-05,1.10124212332359e-05,-0.0378455868789704,6.01307385133736e-08,7.90756741387403e-08,-1.29622953193786e-06,-1.03085823528509e-16,0.003083905896271,-0.552211049195615,1.64918025261913e-05,-5.81995900714957e-15,-3.90467865294136e-15,0.00156591676646016,-3.50820005257427e-16,7.42674641337022e-06,1.61225771915166e-16,1.87338490708878e-06,-3.70513777965338e-07,1.08873661386821e-06,-2.51752091669552e-06,2.33246067773436e-06,3.13480477221169e-05,7.59745163818315e-07,3.79032316069236e-06,-6.58114932651427e-15,-1.78584800824671e-05,-5.638254217727e-16,-2.50734733820066e-05,-8.08751848538232e-08,-0.00148302511615036,9.75901570712979e-08,3.85810625020657e-06,-1.28628532536229e-15,-1.00067667597622e-06,3.68107096858821e-08,-4.71842822810648e-05,1.60637432007587e-06,4.28197726025429e-15,2.48075800058028e-05,-3.20312716623676e-05,5.82804179894544e-06,1.80655632336682e-05,-0.257325661024892,-7.44953897324866e-05,0.21781979669039,-2.66249152799859e-14,-0.53119388069661,0.167748699330626,-9.34441248881231e-15,6.22837385451648e-06,2.34507333369461e-06,-2.08689733644953e-14,0.23589266951415,-3.30671678208928e-06,3.84653003972021e-15,-2.59477546843185e-15,5.716337355901e-09,5.09310739346591e-09,2.78625525851877e-16,-6.45412585985469e-11,-3.43079411490283e-07,5.98644147975287e-15,5.89604722174026e-18,1.13109581344132e-15,-3.83096638771044e-09,3.41018979985422e-15,3.33554262987466e-16,1.33587014750666e-17,-6.44912713072332e-16,1.14137282611808e-16,2.78348049397929e-16,2.1243998509332e-16,-2.4758460057522e-07,6.0225140296554e-09,3.45283691070329e-09,6.82803434282977e-16,5.065737899318e-16,-2.26785553667378e-15,1.51023562017502e-15,-7.85508758027784e-16,1.55292453825292e-13
