"","t27","t91","t92","t69","t77","t78","t105","t106","t43","t10","t32","t33","t66","t67","t51","t7","t6","t16","t55","t56","t46","t28","t40","t73","t74","t75","t89","t90","t96","t97","t44","t63","t64","t53","t54","t107","t108","t88","t111","t112","t86","t3","t2","t4","t17","t61","t62","t11","t12","t24","t93","t102","t103","t37","t71","t72","t38","t109","t110","t65","t100","t101","t70","t57","t58","t5","t30","t31","t15","t19","t34","t36","t82","t83","t22","t115","t116","t42","t47","t48","t81","t119","t120","t84","t85","t45","t8","t20","t21","t29","t59","t60","t23","t14","t98","t99","t87","t39","t113","t114","t25","t26","t94","t95","t52","t76","t79","t80","t35","t49","t50","t9","t13","t41","t68","t117","t118","t104","t18","t1"
"t70",6.76552005854,7.64425132029,7.64425132029,7.64425132029,7.64425132022,7.64425132022,7.64425132014,7.64425132014,7.6442513202,6.8717765282,7.6442513198,7.6442513198,7.6442513197,7.6442513197,7.6442513198,5.74323851015,5.71565657492,7.64425131982,7.64425131964,7.64425131964,7.64425131954,7.64425131954,7.25287156782,7.64425131962,7.64425131957,7.58744102147,6.28016110799,6.28016110799,6.28016110789,6.28016110789,6.28016110789,6.28016110739,6.28016110739,6.280161108,6.280161108,6.28016110797,6.28016110797,6.280161108,6.28016110807,6.28016110807,6.2801611081,3.7687937602,3.81455533752,5.04635137169,4.83444690349,6.23373094679,6.23373094679,6.23373094729,5.60721849129,4.89365730644,4.89365730634,4.89365730633,4.89365730633,4.60723555214,3.10453204691,3.10453204691,1.51142068001,0.80771892624,0.80771892624,0.80771892628,0.62005972299,0.62005972299,0,0.83357954344,0.83357954344,4.47531794791,4.20347794231,4.15424802041,4.8034607512,4.80346075162,4.80346075142,4.14637249419,4.80346075139,4.80346075139,5.21456685471,5.21456685507,5.21456685507,5.21456685488,5.2145668549,5.2145668549,5.21456685488,5.214566854787,5.214566854787,5.21456685488,5.21456685488,5.21456685488,5.21456685471,5.21456685458,5.21456685458,5.21456685484,5.21456685484,5.21456685484,5.21456685484,5.60625858254,5.60625858254,5.60625858254,5.60625858254,5.47150535574,5.60625858262,5.60625858262,4.73680433654,5.60625858294,6.09085456144,6.09085456144,6.09085456114,6.09085456114,6.090854561146,6.090854561146,6.09085456114,6.09085456124,6.09085456124,5.24506807904,6.09085456074,5.61123293024,6.09085456114,6.090854561109,6.090854561109,6.09085456111,6.09085456064,3.74929678372
"t57",6.76552005856,7.64425132031,7.64425132031,7.64425132031,7.64425132024,7.64425132024,7.64425132016,7.64425132016,7.64425132022,6.87177652822,7.64425131982,7.64425131982,7.64425131972,7.64425131972,7.64425131982,5.74323851017,5.71565657494,7.64425131984,7.64425131966,7.64425131966,7.64425131956,7.64425131956,7.25287156784,7.64425131964,7.64425131959,7.58744102149,6.28016110801,6.28016110801,6.28016110791,6.28016110791,6.28016110791,6.28016110741,6.28016110741,6.28016110802,6.28016110802,6.28016110799,6.28016110799,6.28016110802,6.28016110809,6.28016110809,6.28016110812,3.76879376022,3.81455533754,5.04635137171,4.83444690351,6.23373094681,6.23373094681,6.23373094731,5.60721849131,4.89365730646,4.89365730636,4.89365730635,4.89365730635,4.60723555216,3.10453204693,3.10453204693,1.51142068003,0.83357954346,0.83357954346,0.8335795435,0.83357954343,0.83357954343,0.83357954344,0,0.8117178738,4.47531794793,4.20347794233,4.15424802043,4.80346075122,4.80346075164,4.80346075144,4.14637249421,4.80346075141,4.80346075141,5.21456685473,5.21456685509,5.21456685509,5.2145668549,5.21456685492,5.21456685492,5.2145668549,5.214566854807,5.214566854807,5.2145668549,5.2145668549,5.2145668549,5.21456685473,5.2145668546,5.2145668546,5.21456685486,5.21456685486,5.21456685486,5.21456685486,5.60625858256,5.60625858256,5.60625858256,5.60625858256,5.47150535576,5.60625858264,5.60625858264,4.73680433656,5.60625858296,6.09085456146,6.09085456146,6.09085456116,6.09085456116,6.090854561166,6.090854561166,6.09085456116,6.09085456126,6.09085456126,5.24506807906,6.09085456076,5.61123293026,6.09085456116,6.090854561129,6.090854561129,6.09085456113,6.09085456066,3.74929678374
"t58",6.76552005856,7.64425132031,7.64425132031,7.64425132031,7.64425132024,7.64425132024,7.64425132016,7.64425132016,7.64425132022,6.87177652822,7.64425131982,7.64425131982,7.64425131972,7.64425131972,7.64425131982,5.74323851017,5.71565657494,7.64425131984,7.64425131966,7.64425131966,7.64425131956,7.64425131956,7.25287156784,7.64425131964,7.64425131959,7.58744102149,6.28016110801,6.28016110801,6.28016110791,6.28016110791,6.28016110791,6.28016110741,6.28016110741,6.28016110802,6.28016110802,6.28016110799,6.28016110799,6.28016110802,6.28016110809,6.28016110809,6.28016110812,3.76879376022,3.81455533754,5.04635137171,4.83444690351,6.23373094681,6.23373094681,6.23373094731,5.60721849131,4.89365730646,4.89365730636,4.89365730635,4.89365730635,4.60723555216,3.10453204693,3.10453204693,1.51142068003,0.83357954346,0.83357954346,0.8335795435,0.83357954343,0.83357954343,0.83357954344,0.8117178738,0,4.47531794793,4.20347794233,4.15424802043,4.80346075122,4.80346075164,4.80346075144,4.14637249421,4.80346075141,4.80346075141,5.21456685473,5.21456685509,5.21456685509,5.2145668549,5.21456685492,5.21456685492,5.2145668549,5.214566854807,5.214566854807,5.2145668549,5.2145668549,5.2145668549,5.21456685473,5.2145668546,5.2145668546,5.21456685486,5.21456685486,5.21456685486,5.21456685486,5.60625858256,5.60625858256,5.60625858256,5.60625858256,5.47150535576,5.60625858264,5.60625858264,4.73680433656,5.60625858296,6.09085456146,6.09085456146,6.09085456116,6.09085456116,6.090854561166,6.090854561166,6.09085456116,6.09085456126,6.09085456126,5.24506807906,6.09085456076,5.61123293026,6.09085456116,6.090854561129,6.090854561129,6.09085456113,6.09085456066,3.74929678374
"t5",6.76552005863,7.64425132038,7.64425132038,7.64425132038,7.64425132031,7.64425132031,7.64425132023,7.64425132023,7.64425132029,6.87177652829,7.64425131989,7.64425131989,7.64425131979,7.64425131979,7.64425131989,5.74323851024,5.71565657501,7.64425131991,7.64425131973,7.64425131973,7.64425131963,7.64425131963,7.25287156791,7.64425131971,7.64425131966,7.58744102156,6.28016110808,6.28016110808,6.28016110798,6.28016110798,6.28016110798,6.28016110748,6.28016110748,6.28016110809,6.28016110809,6.28016110806,6.28016110806,6.28016110809,6.28016110816,6.28016110816,6.28016110819,3.76879376029,3.81455533761,5.04635137178,4.83444690358,6.23373094688,6.23373094688,6.23373094738,5.60721849138,4.89365730653,4.89365730643,4.89365730642,4.89365730642,4.60723555223,4.4753179478,4.4753179478,4.4753179479,4.47531794793,4.47531794793,4.47531794797,4.4753179479,4.4753179479,4.47531794791,4.47531794793,4.47531794793,0,4.2034779424,4.1542480205,4.80346075129,4.80346075171,4.80346075151,4.14637249428,4.80346075148,4.80346075148,5.2145668548,5.21456685516,5.21456685516,5.21456685497,5.21456685499,5.21456685499,5.21456685497,5.214566854877,5.214566854877,5.21456685497,5.21456685497,5.21456685497,5.2145668548,5.21456685467,5.21456685467,5.21456685493,5.21456685493,5.21456685493,5.21456685493,5.60625858263,5.60625858263,5.60625858263,5.60625858263,5.47150535583,5.60625858271,5.60625858271,4.73680433663,5.60625858303,6.09085456153,6.09085456153,6.09085456123,6.09085456123,6.090854561236,6.090854561236,6.09085456123,6.09085456133,6.09085456133,5.24506807913,6.09085456083,5.61123293033,6.09085456123,6.090854561199,6.090854561199,6.0908545612,6.09085456073,3.74929678381
"t30",6.16553724943,7.04426851118,7.04426851118,7.04426851118,7.04426851111,7.04426851111,7.04426851103,7.04426851103,7.04426851109,6.27179371909,7.04426851069,7.04426851069,7.04426851059,7.04426851059,7.04426851069,5.14325570104,5.11567376581,7.04426851071,7.04426851053,7.04426851053,7.04426851043,7.04426851043,6.65288875871,7.04426851051,7.04426851046,6.98745821236,5.68017829888,5.68017829888,5.68017829878,5.68017829878,5.68017829878,5.68017829828,5.68017829828,5.68017829889,5.68017829889,5.68017829886,5.68017829886,5.68017829889,5.68017829896,5.68017829896,5.68017829899,3.16881095109,3.21457252841,4.44636856258,4.23446409438,5.63374813768,5.63374813768,5.63374813818,5.00723568218,4.29367449733,4.29367449723,4.29367449722,4.29367449722,4.00725274303,4.2034779422,4.2034779422,4.2034779423,4.20347794233,4.20347794233,4.20347794237,4.2034779423,4.2034779423,4.20347794231,4.20347794233,4.20347794233,4.2034779424,0,0.6637068303,2.45749109249,2.45749109291,2.45749109271,1.80040283548,2.45749109268,2.45749109268,4.6145840456,4.61458404596,4.61458404596,4.61458404577,4.61458404579,4.61458404579,4.61458404577,4.614584045677,4.614584045677,4.61458404577,4.61458404577,4.61458404577,4.6145840456,4.61458404547,4.61458404547,4.61458404573,4.61458404573,4.61458404573,4.61458404573,5.00627577343,5.00627577343,5.00627577343,5.00627577343,4.87152254663,5.00627577351,5.00627577351,4.13682152743,5.00627577383,5.49087175233,5.49087175233,5.49087175203,5.49087175203,5.490871752036,5.490871752036,5.49087175203,5.49087175213,5.49087175213,4.64508526993,5.49087175163,5.01125012113,5.49087175203,5.490871751999,5.490871751999,5.490871752,5.49087175153,3.14931397461
"t31",6.11630732753,6.99503858928,6.99503858928,6.99503858928,6.99503858921,6.99503858921,6.99503858913,6.99503858913,6.99503858919,6.22256379719,6.99503858879,6.99503858879,6.99503858869,6.99503858869,6.99503858879,5.09402577914,5.06644384391,6.99503858881,6.99503858863,6.99503858863,6.99503858853,6.99503858853,6.60365883681,6.99503858861,6.99503858856,6.93822829046,5.63094837698,5.63094837698,5.63094837688,5.63094837688,5.63094837688,5.63094837638,5.63094837638,5.63094837699,5.63094837699,5.63094837696,5.63094837696,5.63094837699,5.63094837706,5.63094837706,5.63094837709,3.11958102919,3.16534260651,4.39713864068,4.18523417248,5.58451821578,5.58451821578,5.58451821628,4.95800576028,4.24444457543,4.24444457533,4.24444457532,4.24444457532,3.95802282113,4.1542480203,4.1542480203,4.1542480204,4.15424802043,4.15424802043,4.15424802047,4.1542480204,4.1542480204,4.15424802041,4.15424802043,4.15424802043,4.1542480205,0.6637068303,0,2.40826117059,2.40826117101,2.40826117081,1.75117291358,2.40826117078,2.40826117078,4.5653541237,4.56535412406,4.56535412406,4.56535412387,4.56535412389,4.56535412389,4.56535412387,4.565354123777,4.565354123777,4.56535412387,4.56535412387,4.56535412387,4.5653541237,4.56535412357,4.56535412357,4.56535412383,4.56535412383,4.56535412383,4.56535412383,4.95704585153,4.95704585153,4.95704585153,4.95704585153,4.82229262473,4.95704585161,4.95704585161,4.08759160553,4.95704585193,5.44164183043,5.44164183043,5.44164183013,5.44164183013,5.441641830136,5.441641830136,5.44164183013,5.44164183023,5.44164183023,4.59585534803,5.44164182973,4.96202019923,5.44164183013,5.441641830099,5.441641830099,5.4416418301,5.44164182963,3.10008405271
"t15",6.76552005832,7.64425132007,7.64425132007,7.64425132007,7.64425132,7.64425132,7.64425131992,7.64425131992,7.64425131998,6.87177652798,7.64425131958,7.64425131958,7.64425131948,7.64425131948,7.64425131958,5.74323850993,5.7156565747,7.6442513196,7.64425131942,7.64425131942,7.64425131932,7.64425131932,7.2528715676,7.6442513194,7.64425131935,7.58744102125,6.28016110777,6.28016110777,6.28016110767,6.28016110767,6.28016110767,6.28016110717,6.28016110717,6.28016110778,6.28016110778,6.28016110775,6.28016110775,6.28016110778,6.28016110785,6.28016110785,6.28016110788,3.76879375998,3.8145553373,5.04635137147,4.83444690327,6.23373094657,6.23373094657,6.23373094707,5.60721849107,4.89365730622,4.89365730612,4.89365730611,4.89365730611,4.60723555192,4.80346075109,4.80346075109,4.80346075119,4.80346075122,4.80346075122,4.80346075126,4.80346075119,4.80346075119,4.8034607512,4.80346075122,4.80346075122,4.80346075129,2.45749109249,2.40826117059,0,2.99970540842,2.99970540822,2.34261715099,2.99970540819,2.99970540819,5.21456685449,5.21456685485,5.21456685485,5.21456685466,5.21456685468,5.21456685468,5.21456685466,5.214566854567,5.214566854567,5.21456685466,5.21456685466,5.21456685466,5.21456685449,5.21456685436,5.21456685436,5.21456685462,5.21456685462,5.21456685462,5.21456685462,5.60625858232,5.60625858232,5.60625858232,5.60625858232,5.47150535552,5.6062585824,5.6062585824,4.73680433632,5.60625858272,6.09085456122,6.09085456122,6.09085456092,6.09085456092,6.090854560926,6.090854560926,6.09085456092,6.09085456102,6.09085456102,5.24506807882,6.09085456052,5.61123293002,6.09085456092,6.090854560889,6.090854560889,6.09085456089,6.09085456042,3.7492967835
"t19",6.76552005874,7.64425132049,7.64425132049,7.64425132049,7.64425132042,7.64425132042,7.64425132034,7.64425132034,7.6442513204,6.8717765284,7.64425132,7.64425132,7.6442513199,7.6442513199,7.64425132,5.74323851035,5.71565657512,7.64425132002,7.64425131984,7.64425131984,7.64425131974,7.64425131974,7.25287156802,7.64425131982,7.64425131977,7.58744102167,6.28016110819,6.28016110819,6.28016110809,6.28016110809,6.28016110809,6.28016110759,6.28016110759,6.2801611082,6.2801611082,6.28016110817,6.28016110817,6.2801611082,6.28016110827,6.28016110827,6.2801611083,3.7687937604,3.81455533772,5.04635137189,4.83444690369,6.23373094699,6.23373094699,6.23373094749,5.60721849149,4.89365730664,4.89365730654,4.89365730653,4.89365730653,4.60723555234,4.80346075151,4.80346075151,4.80346075161,4.80346075164,4.80346075164,4.80346075168,4.80346075161,4.80346075161,4.80346075162,4.80346075164,4.80346075164,4.80346075171,2.45749109291,2.40826117101,2.99970540842,0,2.7997287598,2.14264050257,2.79972875977,2.79972875977,5.21456685491,5.21456685527,5.21456685527,5.21456685508,5.2145668551,5.2145668551,5.21456685508,5.214566854987,5.214566854987,5.21456685508,5.21456685508,5.21456685508,5.21456685491,5.21456685478,5.21456685478,5.21456685504,5.21456685504,5.21456685504,5.21456685504,5.60625858274,5.60625858274,5.60625858274,5.60625858274,5.47150535594,5.60625858282,5.60625858282,4.73680433674,5.60625858314,6.09085456164,6.09085456164,6.09085456134,6.09085456134,6.090854561346,6.090854561346,6.09085456134,6.09085456144,6.09085456144,5.24506807924,6.09085456094,5.61123293044,6.09085456134,6.090854561309,6.090854561309,6.09085456131,6.09085456084,3.74929678392
"t34",6.76552005854,7.64425132029,7.64425132029,7.64425132029,7.64425132022,7.64425132022,7.64425132014,7.64425132014,7.6442513202,6.8717765282,7.6442513198,7.6442513198,7.6442513197,7.6442513197,7.6442513198,5.74323851015,5.71565657492,7.64425131982,7.64425131964,7.64425131964,7.64425131954,7.64425131954,7.25287156782,7.64425131962,7.64425131957,7.58744102147,6.28016110799,6.28016110799,6.28016110789,6.28016110789,6.28016110789,6.28016110739,6.28016110739,6.280161108,6.280161108,6.28016110797,6.28016110797,6.280161108,6.28016110807,6.28016110807,6.2801611081,3.7687937602,3.81455533752,5.04635137169,4.83444690349,6.23373094679,6.23373094679,6.23373094729,5.60721849129,4.89365730644,4.89365730634,4.89365730633,4.89365730633,4.60723555214,4.80346075131,4.80346075131,4.80346075141,4.80346075144,4.80346075144,4.80346075148,4.80346075141,4.80346075141,4.80346075142,4.80346075144,4.80346075144,4.80346075151,2.45749109271,2.40826117081,2.99970540822,2.7997287598,0,1.17811390057,1.83520215777,1.83520215777,5.21456685471,5.21456685507,5.21456685507,5.21456685488,5.2145668549,5.2145668549,5.21456685488,5.214566854787,5.214566854787,5.21456685488,5.21456685488,5.21456685488,5.21456685471,5.21456685458,5.21456685458,5.21456685484,5.21456685484,5.21456685484,5.21456685484,5.60625858254,5.60625858254,5.60625858254,5.60625858254,5.47150535574,5.60625858262,5.60625858262,4.73680433654,5.60625858294,6.09085456144,6.09085456144,6.09085456114,6.09085456114,6.090854561146,6.090854561146,6.09085456114,6.09085456124,6.09085456124,5.24506807904,6.09085456074,5.61123293024,6.09085456114,6.090854561109,6.090854561109,6.09085456111,6.09085456064,3.74929678372
"t36",6.10843180131,6.98716306306,6.98716306306,6.98716306306,6.98716306299,6.98716306299,6.98716306291,6.98716306291,6.98716306297,6.21468827097,6.98716306257,6.98716306257,6.98716306247,6.98716306247,6.98716306257,5.08615025292,5.05856831769,6.98716306259,6.98716306241,6.98716306241,6.98716306231,6.98716306231,6.59578331059,6.98716306239,6.98716306234,6.93035276424,5.62307285076,5.62307285076,5.62307285066,5.62307285066,5.62307285066,5.62307285016,5.62307285016,5.62307285077,5.62307285077,5.62307285074,5.62307285074,5.62307285077,5.62307285084,5.62307285084,5.62307285087,3.11170550297,3.15746708029,4.38926311446,4.17735864626,5.57664268956,5.57664268956,5.57664269006,4.95013023406,4.23656904921,4.23656904911,4.2365690491,4.2365690491,3.95014729491,4.14637249408,4.14637249408,4.14637249418,4.14637249421,4.14637249421,4.14637249425,4.14637249418,4.14637249418,4.14637249419,4.14637249421,4.14637249421,4.14637249428,1.80040283548,1.75117291358,2.34261715099,2.14264050257,1.17811390057,0,0.9896001478,0.9896001478,4.55747859748,4.55747859784,4.55747859784,4.55747859765,4.55747859767,4.55747859767,4.55747859765,4.557478597557,4.557478597557,4.55747859765,4.55747859765,4.55747859765,4.55747859748,4.55747859735,4.55747859735,4.55747859761,4.55747859761,4.55747859761,4.55747859761,4.94917032531,4.94917032531,4.94917032531,4.94917032531,4.81441709851,4.94917032539,4.94917032539,4.07971607931,4.94917032571,5.43376630421,5.43376630421,5.43376630391,5.43376630391,5.433766303916,5.433766303916,5.43376630391,5.43376630401,5.43376630401,4.58797982181,5.43376630351,4.95414467301,5.43376630391,5.433766303879,5.433766303879,5.43376630388,5.43376630341,3.09220852649
"t82",6.76552005851,7.64425132026,7.64425132026,7.64425132026,7.64425132019,7.64425132019,7.64425132011,7.64425132011,7.64425132017,6.87177652817,7.64425131977,7.64425131977,7.64425131967,7.64425131967,7.64425131977,5.74323851012,5.71565657489,7.64425131979,7.64425131961,7.64425131961,7.64425131951,7.64425131951,7.25287156779,7.64425131959,7.64425131954,7.58744102144,6.28016110796,6.28016110796,6.28016110786,6.28016110786,6.28016110786,6.28016110736,6.28016110736,6.28016110797,6.28016110797,6.28016110794,6.28016110794,6.28016110797,6.28016110804,6.28016110804,6.28016110807,3.76879376017,3.81455533749,5.04635137166,4.83444690346,6.23373094676,6.23373094676,6.23373094726,5.60721849126,4.89365730641,4.89365730631,4.8936573063,4.8936573063,4.60723555211,4.80346075128,4.80346075128,4.80346075138,4.80346075141,4.80346075141,4.80346075145,4.80346075138,4.80346075138,4.80346075139,4.80346075141,4.80346075141,4.80346075148,2.45749109268,2.40826117078,2.99970540819,2.79972875977,1.83520215777,0.9896001478,0,0.463829058,5.21456685468,5.21456685504,5.21456685504,5.21456685485,5.21456685487,5.21456685487,5.21456685485,5.214566854757,5.214566854757,5.21456685485,5.21456685485,5.21456685485,5.21456685468,5.21456685455,5.21456685455,5.21456685481,5.21456685481,5.21456685481,5.21456685481,5.60625858251,5.60625858251,5.60625858251,5.60625858251,5.47150535571,5.60625858259,5.60625858259,4.73680433651,5.60625858291,6.09085456141,6.09085456141,6.09085456111,6.09085456111,6.090854561116,6.090854561116,6.09085456111,6.09085456121,6.09085456121,5.24506807901,6.09085456071,5.61123293021,6.09085456111,6.090854561079,6.090854561079,6.09085456108,6.09085456061,3.74929678369
"t83",6.76552005851,7.64425132026,7.64425132026,7.64425132026,7.64425132019,7.64425132019,7.64425132011,7.64425132011,7.64425132017,6.87177652817,7.64425131977,7.64425131977,7.64425131967,7.64425131967,7.64425131977,5.74323851012,5.71565657489,7.64425131979,7.64425131961,7.64425131961,7.64425131951,7.64425131951,7.25287156779,7.64425131959,7.64425131954,7.58744102144,6.28016110796,6.28016110796,6.28016110786,6.28016110786,6.28016110786,6.28016110736,6.28016110736,6.28016110797,6.28016110797,6.28016110794,6.28016110794,6.28016110797,6.28016110804,6.28016110804,6.28016110807,3.76879376017,3.81455533749,5.04635137166,4.83444690346,6.23373094676,6.23373094676,6.23373094726,5.60721849126,4.89365730641,4.89365730631,4.8936573063,4.8936573063,4.60723555211,4.80346075128,4.80346075128,4.80346075138,4.80346075141,4.80346075141,4.80346075145,4.80346075138,4.80346075138,4.80346075139,4.80346075141,4.80346075141,4.80346075148,2.45749109268,2.40826117078,2.99970540819,2.79972875977,1.83520215777,0.9896001478,0.463829058,0,5.21456685468,5.21456685504,5.21456685504,5.21456685485,5.21456685487,5.21456685487,5.21456685485,5.214566854757,5.214566854757,5.21456685485,5.21456685485,5.21456685485,5.21456685468,5.21456685455,5.21456685455,5.21456685481,5.21456685481,5.21456685481,5.21456685481,5.60625858251,5.60625858251,5.60625858251,5.60625858251,5.47150535571,5.60625858259,5.60625858259,4.73680433651,5.60625858291,6.09085456141,6.09085456141,6.09085456111,6.09085456111,6.090854561116,6.090854561116,6.09085456111,6.09085456121,6.09085456121,5.24506807901,6.09085456071,5.61123293021,6.09085456111,6.090854561079,6.090854561079,6.09085456108,6.09085456061,3.74929678369
"t22",6.76552005837,7.64425132012,7.64425132012,7.64425132012,7.64425132005,7.64425132005,7.64425131997,7.64425131997,7.64425132003,6.87177652803,7.64425131963,7.64425131963,7.64425131953,7.64425131953,7.64425131963,5.74323850998,5.71565657475,7.64425131965,7.64425131947,7.64425131947,7.64425131937,7.64425131937,7.25287156765,7.64425131945,7.6442513194,7.5874410213,6.28016110782,6.28016110782,6.28016110772,6.28016110772,6.28016110772,6.28016110722,6.28016110722,6.28016110783,6.28016110783,6.2801611078,6.2801611078,6.28016110783,6.2801611079,6.2801611079,6.28016110793,3.76879376003,3.81455533735,5.04635137152,4.83444690332,6.23373094662,6.23373094662,6.23373094712,5.60721849112,5.21456685427,5.21456685417,5.21456685416,5.21456685416,4.92814509997,5.2145668546,5.2145668546,5.2145668547,5.21456685473,5.21456685473,5.21456685477,5.2145668547,5.2145668547,5.21456685471,5.21456685473,5.21456685473,5.2145668548,4.6145840456,4.5653541237,5.21456685449,5.21456685491,5.21456685471,4.55747859748,5.21456685468,5.21456685468,0,2.63436213436,2.63436213436,2.63436213417,2.63436213419,2.63436213419,2.63436213417,2.634362134077,2.634362134077,2.63436213417,2.63436213417,2.63436213417,3.786167276,3.90618835661,3.90618835661,3.90618835687,3.90618835687,3.90618835687,3.90618835687,5.60625858237,5.60625858237,5.60625858237,5.60625858237,5.47150535557,5.60625858245,5.60625858245,4.73680433637,5.60625858277,6.09085456127,6.09085456127,6.09085456097,6.09085456097,6.090854560976,6.090854560976,6.09085456097,6.09085456107,6.09085456107,5.24506807887,6.09085456057,5.61123293007,6.09085456097,6.090854560939,6.090854560939,6.09085456094,6.09085456047,3.74929678355
"t115",6.76552005873,7.64425132048,7.64425132048,7.64425132048,7.64425132041,7.64425132041,7.64425132033,7.64425132033,7.64425132039,6.87177652839,7.64425131999,7.64425131999,7.64425131989,7.64425131989,7.64425131999,5.74323851034,5.71565657511,7.64425132001,7.64425131983,7.64425131983,7.64425131973,7.64425131973,7.25287156801,7.64425131981,7.64425131976,7.58744102166,6.28016110818,6.28016110818,6.28016110808,6.28016110808,6.28016110808,6.28016110758,6.28016110758,6.28016110819,6.28016110819,6.28016110816,6.28016110816,6.28016110819,6.28016110826,6.28016110826,6.28016110829,3.76879376039,3.81455533771,5.04635137188,4.83444690368,6.23373094698,6.23373094698,6.23373094748,5.60721849148,5.21456685463,5.21456685453,5.21456685452,5.21456685452,4.92814510033,5.21456685496,5.21456685496,5.21456685506,5.21456685509,5.21456685509,5.21456685513,5.21456685506,5.21456685506,5.21456685507,5.21456685509,5.21456685509,5.21456685516,4.61458404596,4.56535412406,5.21456685485,5.21456685527,5.21456685507,4.55747859784,5.21456685504,5.21456685504,2.63436213436,0,0.05984005672,2.12284532453,2.12284532455,2.12284532455,2.12284532453,2.122845324437,2.122845324437,2.12284532453,2.12284532453,2.12284532453,3.78616727636,3.90618835697,3.90618835697,3.90618835723,3.90618835723,3.90618835723,3.90618835723,5.60625858273,5.60625858273,5.60625858273,5.60625858273,5.47150535593,5.60625858281,5.60625858281,4.73680433673,5.60625858313,6.09085456163,6.09085456163,6.09085456133,6.09085456133,6.090854561336,6.090854561336,6.09085456133,6.09085456143,6.09085456143,5.24506807923,6.09085456093,5.61123293043,6.09085456133,6.090854561299,6.090854561299,6.0908545613,6.09085456083,3.74929678391
"t116",6.76552005873,7.64425132048,7.64425132048,7.64425132048,7.64425132041,7.64425132041,7.64425132033,7.64425132033,7.64425132039,6.87177652839,7.64425131999,7.64425131999,7.64425131989,7.64425131989,7.64425131999,5.74323851034,5.71565657511,7.64425132001,7.64425131983,7.64425131983,7.64425131973,7.64425131973,7.25287156801,7.64425131981,7.64425131976,7.58744102166,6.28016110818,6.28016110818,6.28016110808,6.28016110808,6.28016110808,6.28016110758,6.28016110758,6.28016110819,6.28016110819,6.28016110816,6.28016110816,6.28016110819,6.28016110826,6.28016110826,6.28016110829,3.76879376039,3.81455533771,5.04635137188,4.83444690368,6.23373094698,6.23373094698,6.23373094748,5.60721849148,5.21456685463,5.21456685453,5.21456685452,5.21456685452,4.92814510033,5.21456685496,5.21456685496,5.21456685506,5.21456685509,5.21456685509,5.21456685513,5.21456685506,5.21456685506,5.21456685507,5.21456685509,5.21456685509,5.21456685516,4.61458404596,4.56535412406,5.21456685485,5.21456685527,5.21456685507,4.55747859784,5.21456685504,5.21456685504,2.63436213436,0.05984005672,0,2.12284532453,2.12284532455,2.12284532455,2.12284532453,2.122845324437,2.122845324437,2.12284532453,2.12284532453,2.12284532453,3.78616727636,3.90618835697,3.90618835697,3.90618835723,3.90618835723,3.90618835723,3.90618835723,5.60625858273,5.60625858273,5.60625858273,5.60625858273,5.47150535593,5.60625858281,5.60625858281,4.73680433673,5.60625858313,6.09085456163,6.09085456163,6.09085456133,6.09085456133,6.090854561336,6.090854561336,6.09085456133,6.09085456143,6.09085456143,5.24506807923,6.09085456093,5.61123293043,6.09085456133,6.090854561299,6.090854561299,6.0908545613,6.09085456083,3.74929678391
"t42",6.76552005854,7.64425132029,7.64425132029,7.64425132029,7.64425132022,7.64425132022,7.64425132014,7.64425132014,7.6442513202,6.8717765282,7.6442513198,7.6442513198,7.6442513197,7.6442513197,7.6442513198,5.74323851015,5.71565657492,7.64425131982,7.64425131964,7.64425131964,7.64425131954,7.64425131954,7.25287156782,7.64425131962,7.64425131957,7.58744102147,6.28016110799,6.28016110799,6.28016110789,6.28016110789,6.28016110789,6.28016110739,6.28016110739,6.280161108,6.280161108,6.28016110797,6.28016110797,6.280161108,6.28016110807,6.28016110807,6.2801611081,3.7687937602,3.81455533752,5.04635137169,4.83444690349,6.23373094679,6.23373094679,6.23373094729,5.60721849129,5.21456685444,5.21456685434,5.21456685433,5.21456685433,4.92814510014,5.21456685477,5.21456685477,5.21456685487,5.2145668549,5.2145668549,5.21456685494,5.21456685487,5.21456685487,5.21456685488,5.2145668549,5.2145668549,5.21456685497,4.61458404577,4.56535412387,5.21456685466,5.21456685508,5.21456685488,4.55747859765,5.21456685485,5.21456685485,2.63436213417,2.12284532453,2.12284532453,0,1.20783444042,1.20783444042,1.6465350196,1.646535019507,1.646535019507,2.0840467196,2.0840467196,2.0840467196,3.78616727617,3.90618835678,3.90618835678,3.90618835704,3.90618835704,3.90618835704,3.90618835704,5.60625858254,5.60625858254,5.60625858254,5.60625858254,5.47150535574,5.60625858262,5.60625858262,4.73680433654,5.60625858294,6.09085456144,6.09085456144,6.09085456114,6.09085456114,6.090854561146,6.090854561146,6.09085456114,6.09085456124,6.09085456124,5.24506807904,6.09085456074,5.61123293024,6.09085456114,6.090854561109,6.090854561109,6.09085456111,6.09085456064,3.74929678372
