"","c1","c2","c3","c4","c5","c6","c7","c8","c9","c10","c11","c12","c13","c14","c15","c16","c17","c18","c19","c20","c21","c22","c23","c24","c25","c26","c27","c28","c29","c30","c31","c32","c33","c34","c35","c36","c37","c38","c39","c40","c41","c42","c43","c44","c45","c46","c47","c48","c49","c50","c51","c52","c53","c54","c55","c56","c57","c58","c59","c60","c61","c62","c63","c64","c65","c66","c67","c68","c69","c70","c71","c72","c73","c74","c75","c76","c77","c78","c79","c80","c81","c82","c83","c84","c85","c86","c87","c88","c89","c90","c91","c92","c93","c94","c95","c96","c97","c98","c99","c100","c101","c102","c103","c104","c105","c106","c107","c108","c109","c110","c111","c112","c113","c114","c115","c116","c117","c118","c119","c120","c121","c122","c123"
"t76",-0.114348673073836,-0.00981064020711313,0.0121709332778822,0.015842657226019,0.156245901621899,0.000679439199834238,-0.00068408365371361,0.0509151745761051,0.00221385779347815,0.00286079704503505,0.00358923598486367,0.0926519326495563,0.205288268351016,-0.000135215753951228,-9.36369280987194e-07,-0.00556997015529593,-0.319369863255666,0.0117556638506392,-0.000245347874728687,-1.86528464318276e-05,0.00279722254108245,0.00031483555654264,-0.00201975716242068,0.0123278461063217,-5.16192286980274e-05,0.000170438703760956,-0.00590504318200235,-0.00827806868980507,-0.0003505724917504,-0.000127502545985871,4.57127218005095e-06,-0.000368597554735969,4.57329331303679e-06,0.00136613966350913,1.09561031164769e-05,-0.00497944067166142,9.68128536479231e-06,2.07715224071518e-05,-0.000623340304709458,-0.000869228969363587,0.00210511506636683,0.000696060360169626,8.23829294127532e-05,0.00902738736823387,-0.00199370445207623,0.00344144641174426,0.000888234102917364,4.56891967931162e-06,-6.84186883770702e-07,0.000219375828733034,-1.83991314548094e-05,0.373011718103296,1.5830708085463e-06,1.17220184352521e-07,1.23339733082206e-05,-7.62012363843604e-06,-1.59898898915136e-05,1.40716845148036e-16,-5.87512284003596e-06,4.63807222029378e-05,-6.64177894316296e-06,1.26968813786442e-06,7.23155009490977e-07,-4.29840448251556e-05,-1.84611242005726e-05,3.59140382655077e-05,5.15972244639994e-09,-7.58960042523324e-16,0.000119046584826414,-0.000321428155510757,-0.00312881029405715,5.59101905015143e-08,2.12912622172938e-15,-3.46679353214821e-08,3.3703407991804e-07,1.36348955488135e-15,1.65332367703278e-08,6.24677932501174e-05,5.40030848702102e-16,2.34186386810982e-07,0.0036936570107092,-3.44935469889547e-15,8.81263862270367e-16,3.21230064816962e-16,0.00793419127055579,1.29985728313202e-14,-1.53837896213867e-07,-0.000160936845437491,-0.000951050335863455,2.11900457141269e-15,0.398515532252718,2.45429642555518e-07,2.91958448884993e-09,1.31107664860999e-14,-1.60891885050828e-14,-0.000158378219551464,-3.57259684227862e-10,0.70710678118655,1.61521041694834e-14,1.18889894566779e-14,-1.72243069385886e-14,-8.89293828645752e-15,3.24367851178882e-08,7.01121778127732e-15,1.03426186366534e-15,4.09987023895376e-09,-7.93128560075177e-16,1.41855049610283e-15,1.11971745331857e-08,6.6696480239766e-17,-3.49267447072478e-09,-1.80029556900943e-16,-3.83360873693483e-07,6.21757711380557e-16,6.33070642164791e-16,-1.43842397676585e-16,3.45511839288057e-06,-1.88431141538192e-15,1.92780733264787e-15,-9.324293851415e-16,1.12106878448127e-15,-3.54605398680409e-15,-2.1942528798439e-14
"t77",-0.114348673073836,-0.00981064020711312,0.0121709332778822,0.015842657226019,0.156245901621899,0.000679439199834248,-0.000684083653713671,0.0509151745761051,0.00221385779347812,0.00286079704503505,0.00358923598486359,0.0926519326495563,0.205288268351016,-0.000135215753951382,-9.36369281194124e-07,-0.00556997015529618,-0.319369863255666,0.0117556638506391,-0.000245347874728865,-1.86528464322536e-05,0.00279722254108234,0.000314835556542502,-0.00201975716242075,0.0123278461063219,-5.16192286981417e-05,0.000170438703761421,-0.00590504318200238,-0.00827806868980502,-0.000350572491749801,-0.000127502545985776,4.5712721800328e-06,-0.000368597554735388,4.5732933129348e-06,0.0013661396635088,1.09561031167227e-05,-0.00497944067166103,9.68128536464761e-06,2.07715224069405e-05,-0.000623340304708839,-0.000869228969363407,0.00210511506636696,0.000696060360169699,8.238292941264e-05,0.00902738736823405,-0.00199370445207594,0.00344144641174394,0.000888234102917385,4.56891967894453e-06,-6.84186883804421e-07,0.000219375828733701,-1.83991314549447e-05,0.373011718103294,1.58307080839576e-06,1.17220184354255e-07,1.23339733079724e-05,-7.62012363768972e-06,-1.59898898909115e-05,-5.43959753420074e-16,-5.87512283912431e-06,4.63807222021904e-05,-6.64177894256442e-06,1.26968813769616e-06,7.23155010202343e-07,-4.29840448242067e-05,-1.84611242030882e-05,3.59140382653262e-05,5.15972216840749e-09,1.13412495492577e-17,0.000119046584827932,-0.000321428155508891,-0.0031288102940593,5.5910190769995e-08,-2.33674371019139e-16,-3.46679354596857e-08,3.37034082924153e-07,-1.99825629670519e-15,1.65332366537049e-08,6.24677932461368e-05,6.97860444074593e-16,2.34186385703155e-07,0.00369365701070667,-4.14172738770297e-15,2.10326131452151e-15,9.12577315330243e-16,0.00793419127055905,8.15739329073743e-15,-1.5383789439219e-07,-0.00016093684542743,-0.000951050335871473,-8.55791971653661e-15,0.398515532252728,2.45429642343521e-07,2.91959080790926e-09,-6.82684410417073e-15,2.48740058233998e-14,-0.00015837821974024,-3.57269980593543e-10,-0.707106781186545,-1.75994182023972e-14,-3.11616430466382e-14,2.43257897580078e-14,6.38647628827715e-15,3.24367894776968e-08,-4.38564677460168e-15,-2.89208676441197e-15,4.09986555736057e-09,1.14515155672106e-15,-8.84549765963154e-16,1.11971751312406e-08,-1.19618221036192e-15,-3.49267768990285e-09,-1.80029556868294e-16,-3.83360872667574e-07,1.31830351061833e-15,7.16337369012503e-16,-1.10471677328629e-15,3.4551183909306e-06,-1.0620524877686e-15,-1.12530598517906e-15,-1.27364722559846e-15,-2.66709996546411e-16,-3.02065003305243e-15,-2.24109041369527e-14
"t70",-0.114305194035706,-0.00980498540100656,0.0121580223452335,0.0158164072269266,0.155934047656075,0.000677802421564967,-0.000681579777986883,0.0506934954011098,0.00220393662040853,0.00284662636004194,0.00357003407263985,0.0921111292203196,0.203939852569355,-0.000134213322029793,-9.28955643236383e-07,-0.00552453691286892,-0.316636553260711,0.0116460274332578,-0.000242600663943455,-1.84001089374192e-05,0.00275693145483259,0.000309934737203207,-0.00198628643837273,0.0121202655817469,-5.07462305312627e-05,0.00016742687865728,-0.00579502573427109,-0.00812069091620608,-0.000343109649970524,-0.000124489924080505,4.44220632000125e-06,-0.000355856310206762,4.39070503001471e-06,0.00130988650711113,1.05011906415504e-05,-0.00476867129896416,9.25664402468848e-06,1.97513918338261e-05,-0.000590412364143602,-0.000822320059656251,0.00199102746340706,0.000658129077404087,7.77545513224395e-05,0.00850304157768194,-0.00187439974387416,0.00322130748318375,0.000830457599194104,4.25433877236276e-06,-6.35936984827871e-07,0.000203571901975383,-1.70560580981791e-05,0.344244510073277,1.45960599062708e-06,1.07897617730203e-07,1.11529035325123e-05,-6.88456421668864e-06,-1.4386528948737e-05,-1.42685742264738e-15,-5.27953570100847e-06,4.15747409397533e-05,-5.9499650521759e-06,1.13030393503368e-06,6.40082195737749e-07,-3.79244716456003e-05,-1.62696309152524e-05,3.15763099276488e-05,4.35604363782305e-09,1.92770794137882e-16,9.99868442332667e-05,-0.000259027518689933,-0.00246909397650651,4.33720185501608e-08,-1.47803320728294e-15,-2.66130462221276e-08,2.50880910465307e-07,8.8154436734958e-16,1.18677907537459e-08,4.4572312339575e-05,-1.29756882371837e-15,1.50509758710028e-07,0.00223761976557254,8.72586573039644e-15,-3.12055505217433e-15,-2.27818395207627e-15,0.00243504475355186,-1.92455887950552e-14,7.6755138999534e-09,4.56967452300283e-05,0.000691803038515664,5.71872927496422e-15,-0.825872737869654,-7.05525429413679e-07,1.10169687671166e-08,-6.81493079369902e-15,-7.34514606151918e-15,-0.00034375963941505,-7.37587598022903e-10,-5.82179097602467e-15,7.31965428233608e-16,2.05387659835835e-14,-8.18838301681674e-15,2.15076613410235e-15,4.95424367966996e-08,-1.87401423031602e-15,5.75719078071276e-16,5.92009557176023e-09,3.51626220231915e-16,2.10314886918837e-17,1.44943495990914e-08,6.6344673881479e-16,-4.35643742455884e-09,-5.56486736432191e-16,-4.68522617254815e-07,-1.49271493968567e-15,1.35849866820503e-16,-1.07510715276061e-15,4.12502857081491e-06,2.13200594785614e-15,-1.71831388327049e-15,-2.05068443881728e-15,1.28073607189353e-15,-1.98909127079383e-15,-2.72681631580475e-14
"t53",-0.114094609354523,-0.00977762939645565,0.0120957770526482,0.0156905348987762,0.154444334891469,0.000670026528958229,-0.000669980097566788,0.0496897242730822,0.00215924971388605,0.00278428946600348,0.00348778096831041,0.0898987076043729,0.199071655498655,-0.000131963081102653,-9.31623513152249e-07,-0.00570627376282809,0.299688929361723,0.0105260012308109,-0.000223416375228241,-1.67805081605082e-05,0.00250194510352857,0.000279244137852628,-0.00177777824106297,0.0108283682803721,-4.53143396105847e-05,0.000148721534479351,-0.00511244713159172,-0.00714435148553485,-0.00029670119527852,-0.000105643599080191,3.6204078488309e-06,-0.000272129258377003,3.1532210113585e-06,0.00092569469709507,7.38761074103782e-06,-0.00331876459644078,6.30662502930883e-06,1.24071526682509e-05,-0.000346779857909329,-0.000472165352477035,0.00113787798435505,0.000373807781698776,4.25850885647484e-05,0.00445400883107914,-0.000938551796990838,0.00142205996216649,0.0003524804994035,1.51724123434151e-06,-2.04067690512172e-07,5.75511343668678e-05,-4.33796483676092e-06,0.000191308309271999,-2.54092440314614e-07,-5.3990578261897e-07,3.92687835818893e-07,-1.15212678602236e-07,1.06475703776814e-06,9.68677034419353e-16,5.34649557313975e-07,-6.57000869277828e-06,1.02314208091744e-06,-3.66223411269082e-07,-3.04683687926499e-07,2.15197791373098e-05,9.77895095700525e-06,-2.12528916664137e-05,-1.18520588515767e-08,-7.88339546874973e-16,-0.00031740724412137,0.00379537475875238,0.883377891110303,1.19136823376174e-06,-3.56242387986598e-14,-4.75644877790788e-07,2.5095481709916e-06,2.92405161387712e-15,8.26718406272207e-08,-0.18266107343357,-6.39680989503766e-16,8.4087259630396e-07,0.0118869085008955,1.74785797228027e-16,2.71798938271762e-15,1.17302597618169e-16,0.0171510717450679,-1.88824114175281e-15,-2.59115919869436e-07,-0.000233310985093552,-0.00100737635359279,-3.69310878067418e-15,0.000731398219956066,-1.47825744184297e-07,1.19686868135383e-08,-5.44912276640136e-15,-1.69115410521445e-15,-0.000448944280544203,-9.79839709859255e-10,-1.91128780255311e-16,-1.10278913027936e-15,1.29276707261634e-15,-2.698027443275e-15,2.26461921426234e-16,7.1719561481613e-08,-3.29078351292279e-16,-1.21814048160227e-15,8.64267501526223e-09,-8.33550153896742e-17,1.39371316409875e-16,2.11458158419494e-08,-1.00286004559957e-15,-6.30184084453054e-09,-1.22226677178413e-15,-6.72778630484515e-07,-3.23339219512603e-16,-1.87838911571025e-15,1.27520243636684e-15,5.85619020229294e-06,1.0665765726391e-15,1.71223276264304e-15,-8.84289185460369e-16,7.84013039360141e-17,-3.88750565435351e-15,-2.23181276073716e-14
"t73",-0.114419080245207,-0.00981986679018706,0.0121924254767778,0.0158875816258934,0.156789046624662,0.00068235745748012,-0.00068896481242625,0.0513771225807505,0.00223482620372213,0.00289255908120175,0.00363489419852334,0.0940578999536699,0.209519646970956,-0.000139853772676873,-9.91451598870269e-07,-0.00608482146980835,0.320643426848595,0.0113350284210905,-0.000244481717655327,-1.87489579945405e-05,0.00281716642726213,0.000317806894835376,-0.00204240104869916,0.0124715506109528,-5.22272463087385e-05,0.000172653836454036,-0.00599044573187855,-0.00840244245142323,-0.000356959562666197,-0.00013021595641165,4.69390392027595e-06,-0.000380909153498088,4.74529223336432e-06,0.00141850932131787,1.13780472133981e-05,-0.00517309282914048,1.00631603913554e-05,2.15855522714425e-05,-0.000645800732605241,-0.000899077051017577,0.00217657938707603,0.000719316991344941,8.48338210457187e-05,0.00924468080390029,-0.00202748072510455,0.0034046668696311,0.000868967042553672,4.18633863261193e-06,-5.94755332156361e-07,0.000176896909544477,-1.38130042965454e-05,0.000723394539311848,-1.00107389383098e-06,-2.29933123627353e-06,1.89672247853085e-05,-1.16846935937219e-05,-2.43464560306947e-05,6.27321444865832e-17,-8.9420388764303e-06,7.06614197030556e-05,-1.01243501351305e-05,1.95748807579471e-06,1.1342607369929e-06,-6.82234837933631e-05,-2.94343715216048e-05,5.78342284317766e-05,1.10641617800985e-08,-3.02428711849751e-16,0.000269963848172627,-0.00174244889131141,-0.312749191721374,-3.46606640341506e-07,1.29118704716706e-14,1.23529168737737e-07,-4.88686703986913e-07,9.98743907548698e-15,-2.58247177287393e-08,-0.444001802954716,-9.71313642980075e-16,1.51788975224799e-08,0.000567790586793491,3.10089671112516e-15,-3.04718094563347e-15,1.84166825550421e-15,0.00276573901452555,-3.86494515521433e-15,-5.30234736230225e-08,-5.10898271190718e-05,-0.00023662040239357,-2.74807208679864e-15,0.000185896971182395,-3.83067434658973e-08,3.61295594140929e-09,-1.16780290196501e-11,0.707106781186548,-0.00014933311863469,-3.30836922151236e-10,2.21759020239801e-14,5.06595637217019e-15,3.16360485793126e-15,-9.6455488028559e-15,4.87781706368707e-16,2.79321358616038e-08,4.09268268277105e-15,4.13868003148736e-16,3.51534388147126e-09,4.44202221877208e-16,5.40244835459342e-16,9.64644918218108e-09,-7.99947417097097e-17,-3.02932664370038e-09,-3.17290996396846e-15,-3.34204970454438e-07,-9.51601031507009e-17,5.08969038571765e-15,-1.20860027305621e-15,3.03402938333614e-06,-4.10706005078916e-15,1.6781814393019e-15,-2.20843635442404e-15,1.1034560941977e-15,-2.45683482695297e-15,-2.479947825219e-14
"t74",-0.114419080245207,-0.00981986679018706,0.0121924254767778,0.0158875816258935,0.156789046624662,0.000682357457480157,-0.000688964812426306,0.0513771225807508,0.00223482620372214,0.00289255908120183,0.00363489419852341,0.0940578999536698,0.209519646970956,-0.000139853772676857,-9.91451598888306e-07,-0.0060848214698085,0.320643426848595,0.0113350284210905,-0.000244481717655572,-1.87489579943985e-05,0.00281716642726162,0.000317806894835199,-0.00204240104869935,0.0124715506109522,-5.22272463087206e-05,0.000172653836454128,-0.00599044573187903,-0.00840244245142294,-0.000356959562666063,-0.00013021595641191,4.69390392051384e-06,-0.000380909153498199,4.74529223340478e-06,0.00141850932131751,1.13780472135571e-05,-0.0051730928291404,1.00631603913163e-05,2.1585552271578e-05,-0.00064580073260563,-0.000899077051017329,0.00217657938707565,0.000719316991344908,8.48338210454623e-05,0.00924468080390043,-0.00202748072510514,0.00340466686963174,0.000868967042553978,4.18633863288263e-06,-5.94755332055164e-07,0.000176896909546073,-1.38130042966617e-05,0.00072339453931234,-1.00107389382838e-06,-2.29933123630562e-06,1.89672247852872e-05,-1.16846935936074e-05,-2.43464560306179e-05,4.17877146472215e-16,-8.94203887642124e-06,7.06614197033264e-05,-1.01243501361571e-05,1.95748807607536e-06,1.1342607368675e-06,-6.82234837915418e-05,-2.94343715225118e-05,5.78342284308058e-05,1.1064161869934e-08,7.54359884126675e-16,0.000269963848172988,-0.00174244889130729,-0.312749191721377,-3.46606640253314e-07,1.25323800601354e-14,1.23529168140793e-07,-4.88686706191435e-07,1.0734316548371e-14,-2.58247180961246e-08,-0.444001802954716,-8.09192479866024e-16,1.51788991752681e-08,0.000567790586792059,2.06954492743821e-16,-5.16721499314057e-16,-1.26814311872099e-15,0.00276573901452638,-1.38168849935419e-15,-5.30234722373846e-08,-5.10898271345525e-05,-0.000236620402387344,1.41030533269215e-17,0.000185896971195663,-3.83067434568406e-08,3.612959296089e-09,1.16869623456432e-11,-0.707106781186547,-0.000149333118512797,-3.30860734271011e-10,-1.76602878783909e-14,-3.9439901737906e-15,-4.65479384829637e-15,2.09505968255514e-15,-5.60709177774993e-16,2.793212972571e-08,-1.26081992093091e-15,-2.78132123428722e-15,3.51534253052078e-09,-2.10598426753563e-16,-5.34638308603713e-16,9.64644808635905e-09,1.15512837308437e-15,-3.02932672198464e-09,7.85729008254456e-16,-3.342049708213e-07,1.13636563088511e-15,1.16921533001148e-15,-9.19385327498966e-16,3.0340293831208e-06,2.26804872342609e-15,-2.47127711538561e-15,-1.22112113301414e-15,1.41570631957773e-15,-2.37681070492414e-15,-2.22667819772639e-14
"t68",-0.114368569173125,-0.00981329144991403,0.0121773787744372,0.0158569022025607,0.156423968891724,0.000680437402943009,-0.000686008239716785,0.051114314129931,0.00222305515121434,0.00287569507971766,0.00361197881034434,0.0934099955603746,0.207891946110958,-0.00013862434448347,-9.82129344470166e-07,-0.00602583537039523,0.317378085924982,0.011208945268842,-0.000241197988044511,-1.84420154126924e-05,0.00276800804468373,0.000311792145965974,-0.00200112144890753,0.0122152145974392,-5.11488238780746e-05,0.000168919981451104,-0.00585344471555072,-0.00820612238363581,-0.000347553516148698,-0.000126379060791173,4.52616907409041e-06,-0.000363895928530838,4.49608073550627e-06,0.00134135196968482,1.07532507695911e-05,-0.00488271585685541,9.47475955103051e-06,2.01466193421908e-05,-0.000598891358165538,-0.000832090838381636,0.00201359120308379,0.000665098355685752,7.82019398291958e-05,0.00849241201140123,-0.00185643187000247,0.00309299022896351,0.000787755171700237,3.76632875843155e-06,-5.3325533165876e-07,0.000158104117545556,-1.23207128313887e-05,0.000639517150146159,-8.83297876873095e-07,-2.02182760620107e-06,1.60258617634794e-05,-9.85223566544861e-06,-2.03175190294259e-05,-4.79702194125381e-16,-7.43904981054212e-06,5.84047701370246e-05,-8.35496276551281e-06,1.58803545606757e-06,9.05108640977486e-07,-5.39184037176069e-05,-2.31816428929879e-05,4.52144205576406e-05,7.35078147815528e-09,-2.99095330943245e-17,0.00017454901501274,-0.000818184487019498,-0.108749750029835,-7.76406121016891e-08,3.26941084187716e-15,1.65596886838015e-08,1.09569627842516e-07,-1.30029691082649e-14,2.58959071614399e-08,0.534957651457142,2.03505443378922e-15,1.2121262793091e-07,0.00210651394310521,-1.62563002418637e-15,-1.10579092505643e-15,9.46749754218159e-16,0.00487324844678453,2.33771864014862e-14,-8.3582321560951e-08,-7.81954567171464e-05,-0.000351637910751721,-0.707106781186545,0.000267582070807117,-5.4719993061411e-08,4.87300494684652e-09,7.6370382744145e-15,-4.27808481619847e-16,-0.0001946801926458,-4.29130259609145e-10,4.47137032651918e-15,-4.61610779930011e-16,-3.1129076770135e-15,-6.85375063937234e-17,-5.49602177710978e-16,3.45960467341594e-08,1.77632292701847e-16,6.78050223431908e-16,4.29676810371829e-09,7.23651922981618e-16,1.9830386294778e-16,1.14052234551375e-08,4.26862827996859e-16,-3.53061018030419e-09,6.51055217242648e-16,-3.86115790617813e-07,-1.16644330076192e-16,-1.20063466209702e-15,-1.0896323267898e-15,3.46723083791164e-06,3.38654269136548e-16,2.57496758882559e-15,-1.40054820207133e-15,3.09867690040586e-16,-2.61707803403664e-15,-2.40273868624973e-14
"t69",-0.114368569173125,-0.00981329144991402,0.0121773787744372,0.0158569022025607,0.156423968891724,0.000680437402943023,-0.000686008239716767,0.0511143141299309,0.00222305515121437,0.00287569507971775,0.00361197881034418,0.0934099955603747,0.207891946110959,-0.000138624344483451,-9.82129344453196e-07,-0.00602583537039555,0.317378085924982,0.011208945268842,-0.000241197988044266,-1.84420154127295e-05,0.00276800804468417,0.000311792145965987,-0.00200112144890733,0.012215214597439,-5.11488238780322e-05,0.000168919981451114,-0.0058534447155508,-0.00820612238363572,-0.000347553516148527,-0.000126379060791593,4.52616907438912e-06,-0.00036389592853137,4.49608073515647e-06,0.00134135196968513,1.07532507701184e-05,-0.00488271585685555,9.47475955059548e-06,2.0146619341819e-05,-0.000598891358166036,-0.000832090838382012,0.00201359120308418,0.000665098355686128,7.82019398291684e-05,0.00849241201140181,-0.0018564318700034,0.00309299022896405,0.000787755171700471,3.76632875826014e-06,-5.33255331467751e-07,0.000158104117545452,-1.23207128314086e-05,0.000639517150146519,-8.83297876841382e-07,-2.02182760650725e-06,1.60258617634412e-05,-9.85223566544666e-06,-2.03175190289692e-05,1.82156358551766e-16,-7.43904980996245e-06,5.84047701354495e-05,-8.35496276715971e-06,1.58803545617201e-06,9.05108641403842e-07,-5.39184037171925e-05,-2.31816428929636e-05,4.52144205576874e-05,7.35078186866873e-09,3.71600567479234e-16,0.00017454901501747,-0.000818184487019257,-0.108749750029831,-7.76406115587901e-08,5.24725588390861e-15,1.65596891609284e-08,1.09569624596754e-07,-1.22719121652946e-14,2.58959084079116e-08,0.534957651457135,1.654237452036e-16,1.21212628459088e-07,0.0021065139431092,-7.6612413919699e-17,2.24336342509532e-15,-2.56398588244541e-15,0.00487324844677149,-1.08653876525582e-14,-8.35823179461935e-08,-7.81954566865563e-05,-0.000351637910717247,0.70710678118655,0.000267582070817406,-5.47200102418072e-08,4.87299912345795e-09,-1.04743421765217e-14,2.52122142757651e-15,-0.000194680192649285,-4.29134988860865e-10,-6.23534296719773e-15,-9.57114746433202e-16,6.08980036304375e-15,6.52341170231814e-15,8.84240394827064e-17,3.45960492489644e-08,-5.21387847245362e-16,3.81323595706411e-16,4.29676897373937e-09,8.76142914207844e-17,4.75239580695926e-16,1.14052247717616e-08,1.56245965764518e-16,-3.53061006183834e-09,1.34494460761648e-15,-3.86115791634972e-07,-6.78509923335896e-16,3.53677572378279e-16,-1.03329753020809e-15,3.46723082701129e-06,-1.78811671241119e-15,-1.74102441934255e-15,-8.38118915213033e-16,1.85030213678915e-15,-2.29117639842569e-15,-2.34792142440886e-14
"t117",-0.109465711716076,-0.00915110598482445,0.0105104976980867,0.011997550260414,0.106774806213727,0.000391393034538339,-4.31044299615812e-05,-0.0232607068016578,-0.00129831983928369,-0.00349221047774272,-0.00742715576462057,-0.380752056557164,-0.0386837683673162,-0.00403670197579351,-1.10736512949796e-05,-0.0547776562560943,0.000679242049678048,0.0681747505150068,-0.00116887748451498,-9.3598586825977e-05,0.0155489772262222,0.00234853491933053,-0.031574835406181,0.32950885184841,-0.00176647499564048,-0.00200643740236248,0.0146297235317753,0.0120193741146262,-0.000258904293600559,-0.000178876478934015,9.05243092721192e-06,-0.000925174316862634,1.36938591982984e-05,0.00417348718386536,3.3141670355284e-05,-0.00524778006823926,3.76099321864008e-05,0.000107433843821384,-0.00465239742377852,-0.00762391632030499,0.0191561849973654,0.00666310604560399,0.00113565641863927,0.268616931386534,0.354467517456071,-0.0300539934875324,-0.0059902030543805,-1.53758451667164e-05,1.76498088110101e-06,-0.000440446194627284,3.10027021090419e-05,-0.000165896720339521,1.38616319239149e-06,2.76178349185169e-06,-4.49957431453054e-06,2.48610588515899e-06,2.62016078195356e-06,-6.40496033262178e-16,7.19431423412339e-07,-2.08493786847241e-06,1.82842916458787e-07,1.66408298303565e-07,1.79511093815886e-07,-1.3125873394963e-05,-5.98916521193657e-06,1.30093057903995e-05,4.18288041367077e-09,2.99492503976765e-16,0.000101539864212246,-0.000125498369255163,-0.000878646279026052,8.62316042650984e-08,9.93994804088045e-16,-5.53689531505396e-08,6.20864643164363e-07,-5.31890312995082e-16,3.67916934751555e-08,3.36960097401946e-05,-8.06880247702549e-16,1.20136555345804e-06,0.0629608654554069,3.47874464350433e-16,-4.61344407673745e-16,1.155063263741e-16,0.00598942427535203,5.19150129645525e-15,-5.25919175167823e-06,0.000594096773424646,0.0011572657209075,-5.16159374608597e-16,-5.23841719848462e-05,8.73990579306144e-08,-2.76768355407578e-09,-3.17170698714739e-15,6.19407965302774e-16,4.08120482139221e-05,7.04337663122913e-11,2.7221016733586e-16,-2.13980524140977e-16,-1.23690627595081e-16,-9.53578510819275e-18,6.85831780434874e-16,6.45718413145398e-09,4.57594207220547e-16,-8.94147272762889e-16,1.16950525404364e-09,4.43295772412007e-16,7.22506528064301e-16,5.34286074254965e-09,2.41191788246799e-16,-1.93281738583266e-09,-2.4942264025593e-16,-2.29546461184643e-07,1.40602229589836e-15,-3.0907675838941e-15,-1.86910681942876e-15,2.26224782437303e-06,-4.74939992717303e-14,-4.42985679027601e-15,0.707106781186546,-1.65489600651229e-14,-3.22222302984232e-15,-2.46878004042145e-14
"t118",-0.109465711716076,-0.00915110598482444,0.0105104976980867,0.0119975502604139,0.106774806213727,0.000391393034538367,-4.31044299616207e-05,-0.023260706801658,-0.00129831983928379,-0.0034922104777428,-0.00742715576462087,-0.380752056557164,-0.0386837683673162,-0.00403670197579349,-1.10736512950089e-05,-0.0547776562560944,0.000679242049677985,0.0681747505150066,-0.00116887748451501,-9.35985868260436e-05,0.015548977226222,0.00234853491933048,-0.0315748354061808,0.32950885184841,-0.00176647499564046,-0.00200643740236335,0.0146297235317751,0.0120193741146267,-0.000258904293600437,-0.000178876478933919,9.05243092738758e-06,-0.00092517431686221,1.36938591983477e-05,0.00417348718386584,3.3141670354877e-05,-0.00524778006823905,3.76099321869154e-05,0.000107433843821826,-0.00465239742377946,-0.0076239163203052,0.0191561849973653,0.00666310604560477,0.00113565641863927,0.268616931386535,0.35446751745607,-0.0300539934875318,-0.00599020305438015,-1.53758451663897e-05,1.76498088091602e-06,-0.00044044619462931,3.10027021089179e-05,-0.000165896720340406,1.38616319266709e-06,2.76178349142408e-06,-4.4995743143794e-06,2.48610588485091e-06,2.620160782379e-06,-1.52516200802894e-16,7.19431423038019e-07,-2.08493786859297e-06,1.82842914355854e-07,1.66408298038477e-07,1.7951109363084e-07,-1.31258733949726e-05,-5.98916521094043e-06,1.30093057913129e-05,4.18288019618087e-09,-1.94945363449377e-16,0.000101539864211226,-0.00012549836925598,-0.000878646279025036,8.62316043600025e-08,4.50275606206123e-16,-5.53689528828577e-08,6.20864643812173e-07,3.53672927322432e-16,3.67916931816823e-08,3.36960097409442e-05,-1.57743583559405e-16,1.20136555302328e-06,0.0629608654554094,3.73885279096344e-16,-7.94317182629169e-16,4.30312706894832e-16,0.00598942427534848,-1.33105897321696e-15,-5.25919175163375e-06,0.000594096773426277,0.00115726572091302,1.41300819755356e-16,-5.2384171983731e-05,8.73990584566003e-08,-2.76768438698001e-09,1.78266326024141e-15,-3.79792793716725e-16,4.08120482202241e-05,7.04335014026709e-11,5.32418689319134e-16,4.2027895536871e-16,6.39587701835412e-16,-1.20558087570725e-16,-4.06918085946217e-16,6.45718496689231e-09,8.90271944605121e-16,8.45348709744307e-17,1.16950787480823e-09,1.15728718765937e-16,-2.00553822050906e-16,5.34286579708726e-09,1.75272301664511e-16,-1.93282012599818e-09,-3.18811579858981e-16,-2.29546461998213e-07,-1.68365394435445e-15,1.96074717814891e-15,4.65970546105923e-16,2.26224774967917e-06,4.51541121332366e-14,5.50663928135619e-15,-0.707106781186549,1.81420400171077e-14,-2.12338715116998e-15,-2.35151273344542e-14
