"","c1","c2","c3","c4","c5","c6","c7","c8","c9","c10","c11","c12","c13","c14","c15","c16","c17","c18","c19","c20","c21","c22","c23","c24","c25","c26","c27","c28","c29","c30","c31","c32","c33","c34","c35","c36","c37","c38","c39","c40","c41","c42","c43","c44","c45","c46","c47","c48","c49","c50","c51","c52","c53","c54","c55","c56","c57","c58","c59","c60","c61","c62","c63","c64","c65","c66","c67","c68","c69","c70","c71","c72","c73","c74","c75","c76","c77","c78","c79","c80","c81","c82","c83","c84","c85","c86","c87","c88","c89","c90","c91","c92","c93","c94","c95","c96","c97","c98","c99","c100","c101","c102","c103","c104","c105","c106","c107","c108","c109","c110","c111","c112","c113","c114","c115","c116","c117","c118","c119","c120","c121","c122","c123"
"t80",0.0914001348905476,-0.0925888444868111,0.0735206689152017,0.0127539064941307,3.59037625099923e-06,-0.213107636382373,-0.318251204904878,0.00724164921695442,0.000147678949397037,-0.0346473650882901,-0.00245303998325218,-0.00012860293679239,4.78746607795593e-06,-0.00189087638052377,-0.000336426836590566,-0.000337092975091689,5.63194414306255e-07,0.000756541408497148,-0.00141592558169998,-0.000111495445266582,0.000423458224766332,0.000667583339045508,-0.0185855994513457,-0.0011429517260768,-1.71058464310322e-05,2.28450095977217e-05,-0.00158018564266136,-0.00271412935780625,0.00716925654511421,0.00529722500943929,-0.000446356646870032,3.47728437315825e-05,-0.0095692111351138,2.40284006570521e-05,0.0270716731221888,1.04442916272319e-05,0.233509673705058,-0.000372472835158837,0.0035633012800872,0.00779526356377155,0.00031954720505211,-0.00299779189210448,0.00274590123201666,-0.000321629187867225,0.000523053790967517,0.0013693365365398,0.000348566697927073,-6.51498407024556e-06,9.30314743900437e-07,0.000414358365659936,-1.02120236633251e-05,-9.7792578776604e-08,0.000139510688290205,-0.000408548927407248,-0.00194906808038047,0.0127609341617855,-0.00174433209656035,-1.89356160471799e-16,-0.000555527073887334,0.00215903473553108,1.88676331412477e-06,-1.07394089599271e-05,-1.90150503191185e-06,-1.65939362816391e-06,5.08641029115034e-08,-3.49260863666363e-05,-9.04747805013881e-06,-4.48036351315079e-16,-3.5128945759549e-09,1.72733653683717e-09,1.12828336794391e-08,-3.00991018351722e-07,-9.35379492900174e-16,2.64223973844194e-07,-0.00051081019897797,-2.05505595963961e-16,0.00035174060964006,-1.81838371800972e-11,3.55502584805045e-16,2.32930498481855e-07,2.8660272644726e-08,-9.64359716073802e-16,-8.50963847842708e-16,-7.29832733761665e-16,-3.71909158699348e-07,-5.1068079883662e-15,-0.000257315404521546,4.75028884184756e-06,1.38915843970935e-05,3.45505966882957e-15,4.00767230512906e-08,-6.28569213050006e-05,0.872734081964097,-1.03453879643847e-13,2.25878474648759e-15,-6.08821496018759e-07,-7.97119639349274e-08,4.06230890480762e-15,4.70588171951667e-16,-6.00163627569339e-14,-1.78104261820103e-15,-2.3713569378302e-15,1.26264360250896e-06,3.68216682350758e-15,-9.43941409086872e-16,0.0612852997210461,2.95684746986036e-15,6.3254940900307e-15,1.85522291862375e-07,-1.26535769164776e-15,-2.14079376722469e-06,3.07247885981281e-15,-4.48751970821425e-06,-1.75240240123184e-16,1.89476872686052e-16,-1.32491574859162e-15,1.95579007808761e-08,2.41483187442429e-15,-1.70126031140484e-15,-1.77735772085645e-15,5.28042183739964e-16,-1.88153457808788e-15,-2.13328490544113e-14
"t9",0.0911632898641529,-0.0926670396263788,0.0762933327596384,0.0163436729975641,8.20347859460739e-06,0.140154524110233,-0.00797429673556431,0.00428786306176762,8.47099320799099e-05,-0.0284726772025364,0.00089695459069702,-2.17569847251776e-06,-4.68105377044651e-08,0.00023850315238951,2.66599845595888e-05,8.74424920314543e-05,-1.92323224167309e-07,-0.000392615337685075,0.00155134100855314,0.000265606783559077,-0.0013645451416831,-0.00359393501317354,0.222102048894527,0.0210596481990715,0.00037428039482108,0.000352737009915778,-0.00265960993645868,0.000185537433655035,-0.275777995040252,-0.851894431059311,0.118160774570591,0.000105791658636518,-0.229531504520574,3.57758467804855e-06,0.00703026034242123,3.04075466210266e-06,0.0170867502208125,0.000465742317589599,-0.00836175190305965,-0.015139769381547,0.00134272073110305,0.0125243774770637,-0.00487279677784377,0.00164803461899227,-0.00315117887790267,-0.0120816495840162,-0.00339010350506838,8.91634628086439e-05,-1.48200233708634e-05,-0.00760186785821812,0.000205211809283344,2.9996509790858e-06,-0.00294044857009991,0.0169937849163509,-0.0170398043216188,0.0282881623235659,0.0623591915612969,-9.35418367083512e-16,0.0140079004680172,-0.123543020545478,-0.000120161195495464,0.00185230967927359,0.000981069959674332,-0.0243142909847905,-1.20807803275664e-05,0.0610057881011941,0.0018599093787817,-2.76035990071253e-16,3.05973985652392e-07,-2.08024319427755e-08,4.96585800813006e-08,-5.5229789166798e-06,6.43050499681639e-16,7.63296058829802e-06,-0.0482141277166138,-3.23636289999973e-15,-0.0225715853523178,-1.25525533214157e-09,-4.16866246887093e-17,-1.91898277030407e-05,-2.15879141823439e-06,8.26016487311409e-16,-3.09314954988899e-16,-5.25147857511268e-16,-1.95540937208578e-06,-6.3550168489518e-15,0.0352544826428436,9.02358182540731e-05,9.60167749244623e-05,-5.99116116595766e-16,1.1475832269057e-07,-0.00231393411228254,6.07122920860214e-05,8.14213134308027e-16,1.44280429916815e-16,2.40203302234379e-07,3.33321260795408e-08,4.29282532894777e-16,-2.57106866787963e-16,1.31926594118619e-15,-1.2690917990263e-15,2.78334427981411e-17,-4.11279590694478e-07,3.16798051452939e-16,-2.63241125130397e-16,-1.34785054727313e-06,2.32942369995012e-16,7.86197418061281e-17,2.77792155056941e-08,5.80410642513259e-16,-0.00102811367879846,-7.03833325752179e-16,-2.14580721513846e-06,4.23840351991404e-17,7.04686179586903e-16,-6.03468292834257e-16,1.26100941753412e-08,-6.90662979760515e-17,-1.01247480042262e-15,-1.29847529243998e-15,5.15671846159057e-16,-2.77973306848353e-15,-2.46889078769214e-14
"t58",0.0966400405844113,-0.10142840170994,0.0909501135824798,0.0219677883949484,1.19135873185757e-05,0.226203981355824,-0.0199259396714187,0.0158028316858154,0.000342876159178217,-0.183082408691665,0.0117171871514162,9.3886425687046e-05,2.61786470896318e-07,-0.0006481185796594,-5.48721801158663e-05,-0.000160961261977421,2.99736579788008e-07,0.000468858296345352,-0.00113994778916347,-0.000124672630447395,0.000557708467973011,0.0012334082754777,-0.0661745583869155,-0.00605122413433123,-0.000106478177328527,-9.07652881482626e-05,0.000605413047417375,-4.02808337637861e-05,0.0456593752232111,0.10977263906767,0.301386505776848,2.61616236564416e-06,-0.0642475013344565,-4.53408194402199e-06,-0.00350850008133145,-6.13116329629154e-07,-0.00148909460193692,-4.85844021904719e-06,-6.96991778637964e-05,-0.000191359399070643,1.80601838002815e-05,0.000181391128263952,-9.68094068170471e-05,4.15600861399053e-05,-9.34530037679051e-05,-0.000469019918479655,-0.000139068941427946,4.31984640556288e-06,-7.65321565994329e-07,-0.000414819723950952,1.15819369678402e-05,1.95121954190833e-07,-0.000197126013239883,0.00120308433282461,-0.0036559412336404,0.00700208818261786,0.112115102948274,1.97924219125619e-16,-0.0215358505717214,0.0358327335330954,2.86116488453411e-05,-0.000126729860851527,-3.13134502195169e-05,0.000518767319916539,2.22729252873155e-07,-0.00081853817307582,0.000770288365806332,4.81361492578704e-16,1.52874464321478e-09,2.81781565506832e-11,-3.61546104617126e-10,6.99709801888176e-08,-9.25751258715109e-16,-1.23167024122869e-07,0.00129382514180212,-7.81784516816493e-16,0.000904460301141706,5.30756082038961e-11,9.79118515015459e-16,1.56543286550319e-06,2.23662038175394e-07,1.18008177650005e-15,-1.48388219629216e-15,8.56815828500382e-16,6.07856379430602e-07,-2.92816597219826e-15,-0.0219985971139714,-7.91890895206482e-05,-0.000144981765811078,1.0057957820099e-14,-8.72370842256733e-07,0.840910792791586,6.18441071636699e-05,1.32428688247892e-15,2.57732407941372e-16,1.53493075017336e-07,2.01898324921751e-08,7.11800678104204e-16,-3.06186965796825e-15,-4.33708180117495e-15,6.90672911763282e-15,-1.5279434116048e-15,-1.72317223097806e-07,5.02324153529236e-16,-1.3698673810077e-15,-5.2531712992458e-07,4.78555459255247e-16,-5.86014152583074e-16,1.03250807416641e-08,-6.45060468269819e-16,-0.206278027361523,6.37069045907215e-15,-3.9352184582724e-07,-3.24993594196605e-16,-5.87365447652392e-15,-9.54778260557442e-16,2.88084889766708e-09,-6.20906226720972e-15,3.66571854327552e-15,-5.51585019349663e-16,8.47702679182091e-16,-2.97482530756791e-15,-2.01885712274509e-14
"t83",0.0968035771611911,-0.101688932042024,0.0913814561077768,0.0221311712033813,1.20205643976497e-05,0.228662358636908,-0.0202577450649255,0.0161173189656285,0.000349905498094508,-0.18724436503727,0.0120056407635794,9.64164712712462e-05,2.69764560575556e-07,-0.000670540095126821,-5.69064420982937e-05,-0.000167118984879223,3.11800835381891e-07,0.000489530638705821,-0.00120106981580052,-0.000132893831163004,0.000597036010840423,0.00132816362281683,-0.0716247334399498,-0.00655857046679327,-0.000115449335718575,-9.87981790463112e-05,0.000662285901277346,-4.41524163073859e-05,0.0506529545477628,0.123321751090143,0.347339652278037,3.12786318648565e-06,-0.0793619258048817,-5.64481161513213e-06,-0.00437748956772292,-7.68891949728363e-07,-0.0018858499559328,-6.36934818954224e-06,-9.37257383661785e-05,-0.000259384252033915,2.45197439378862e-05,0.000246788001292935,-0.000133300558547523,5.80170606558157e-05,-0.000132150866873955,-0.000684171354950729,-0.000204558882171828,6.54769105645845e-06,-1.17577781637485e-06,-0.000645289431210824,1.81603531433853e-05,3.16876325941641e-07,-0.000322565151428555,0.00199556464960808,-0.00709418073440576,0.0136984969643941,0.228434331123009,4.06857128333e-16,-0.0444217906659987,0.0758259593570447,6.09255092272814e-05,-0.000288718989965292,-7.61813919127436e-05,0.00131163591552497,5.7106387106148e-07,-0.00216170052994627,0.00413454691287247,-1.78731668009009e-17,9.4111025286969e-09,-1.19261588714555e-09,3.16806649868919e-09,-3.75987962222194e-07,-3.27893389572346e-16,5.37240458282626e-07,-0.00367364489105682,-3.98506774489971e-16,-0.00184607427144319,-1.03706398313383e-10,1.11838390894032e-16,-1.81378802366199e-06,-2.15706409863443e-07,5.33056212303197e-16,-2.2860440389498e-16,1.05898333068333e-15,-2.73422924732686e-07,-5.80441652357513e-16,0.00681020515795996,2.12518972181573e-05,3.2694817272234e-05,-2.02529466440276e-15,1.54866284318521e-07,-0.139473074552688,-4.81997311519058e-06,-4.85053594053644e-15,3.68102227759885e-16,-4.65581266073350e-09,-4.86279794392485e-10,-1.29227771944716e-15,6.56574290288832e-16,2.00335280569263e-15,-8.91591840317921e-15,-1.25346923448075e-16,-2.1226218099085e-10,9.17972780990412e-16,-5.9537794932653e-16,9.29393258232977e-09,3.17078183994037e-16,-1.08049587151284e-15,-4.27651783425657e-09,2.91656949407884e-15,0.803502709880923,-4.11978519937851e-14,-1.03659603967651e-06,4.95784992631333e-16,1.16906900157031e-14,-1.22960694510974e-15,3.44827074353697e-09,1.81729316175412e-14,-1.81570814076563e-15,-2.8551121369363e-15,1.09763638677026e-15,-3.43898195125598e-15,-2.93067499122357e-14
"t84",0.0969667297104826,-0.101948664541304,0.0918107199960077,0.0222934155934594,1.21266660358564e-05,0.231096991344413,-0.0205848766965454,0.0164266126858713,0.000356815628327006,-0.191328915856767,0.0122883342409274,9.88917542529971e-05,2.77550018905717e-07,-0.000692356017715853,-5.88823111975054e-05,-0.000173095012260014,3.23492929755361e-07,0.00050951259683814,-0.00125977632739052,-0.000140728234856056,0.000634407479208558,0.00141786297349098,-0.0767672179150908,-0.00703686043011422,-0.000123904678636234,-0.000106350662338318,0.000715592826561892,-4.77768409542607e-05,0.0552941614173237,0.135823206390919,0.389148909114657,3.58484251863217e-06,-0.0926571002331932,-6.61846920453782e-06,-0.00513851692552238,-9.05012682496062e-07,-0.00223109954847924,-7.66583946178143e-06,-0.000114145064670466,-0.00031702785653138,2.99903199911265e-05,0.000302130327099836,-0.000164050039760155,7.18188680723262e-05,-0.000164464633375969,-0.000862037384872212,-0.000258559922925783,8.36829336776958e-06,-1.50990713746865e-06,-0.000832247605059261,2.34851574057414e-05,4.14517743260045e-07,-0.000422967662699707,0.0026277226874213,-0.00974492039034737,0.0188531675274835,0.317310502010982,-4.18507415512063e-16,-0.0618706214905151,0.106185188716691,8.54297135180319e-05,-0.000410256282538161,-0.000109529627834355,0.00189792444464827,8.28179181436924e-07,-0.00314947668153942,0.00647149687474264,-4.22003422024806e-16,1.48512398904861e-08,-1.9967705606478e-09,5.44566301454454e-09,-6.59313261078145e-07,9.10997669375399e-16,9.5304463110247e-07,-0.0067256600846061,-3.78526912317862e-16,-0.00349340786872669,-1.97243726014299e-10,-1.58197554668149e-15,-3.71773941869408e-06,-4.57100536497434e-07,-6.20557261002783e-16,9.48556416021178e-16,-2.21980435039013e-15,-6.9608086298106e-07,2.05062387204208e-15,0.0195074389686869,6.39947125100453e-05,0.000105009447032577,-6.32002494763685e-15,5.46955235001976e-07,-0.50671877195777,-2.4879179783942e-05,2.08412047395503e-15,3.89896773695281e-16,-4.07614076488645e-08,-4.91604632436757e-09,1.85889032976868e-15,8.4636078305705e-16,3.84140746745488e-16,1.26852768366177e-15,1.11371498636262e-15,1.79049550557667e-09,1.76673244490963e-16,1.98394630340988e-16,-4.05970102515618e-08,-4.56029419064826e-19,2.00579433744761e-15,5.35214570801295e-09,-1.78194375323167e-15,-0.557981095006608,3.08966841287753e-14,4.58282701812519e-07,-1.53321769336296e-16,-5.10710007904128e-15,6.76753202876828e-16,-6.50236369668106e-10,-1.257144505098e-14,1.3235270190812e-15,-4.74488536455506e-16,1.02056013772231e-15,-2.01352049402313e-15,-1.78168886569754e-14
"t36",0.0964509593941209,-0.10112636182165,0.0904466994345318,0.0217755332886746,1.17871156929438e-05,0.223280992064973,-0.0195245432843509,0.01541871320955,0.000334275256372181,-0.17795651298747,0.0113599653400757,9.07319371208325e-05,2.51737577586296e-07,-0.000619542764770058,-5.22612569255051e-05,-0.000153031514080721,2.84113103690958e-07,0.000441797910312376,-0.00105780833249173,-0.000113251334152178,0.000502406491953563,0.00109794247951186,-0.0582701471992417,-0.00531260533336727,-9.34037149493778e-05,-7.89302455104522e-05,0.000520456683895632,-3.44657122738083e-05,0.0379077987124579,0.0880092056055728,0.222363351783011,1.64738214209e-06,-0.0331260591405712,-2.20082590848597e-06,-0.00167292602232161,-2.79765257187566e-07,-0.000618642581916388,-1.24130504803761e-06,-8.38783040283203e-06,-1.42647539068585e-05,1.17534995114077e-06,9.54319982274629e-06,2.00830401624167e-06,-4.56777936925796e-06,1.85826185356141e-05,0.000204573110364653,7.03237503035707e-05,-3.36724251340364e-06,7.00657521863877e-07,0.000435106194628831,-1.31798499353286e-05,-3.07052065223655e-07,0.000330675687238247,-0.0022535913081729,0.0197743548881835,-0.0398006642085772,-0.814170579917464,-3.6952863964431e-16,0.168350747460778,-0.326594998247882,-0.000270802776075451,0.00181794666836913,0.000694592183111059,-0.0152746082826709,-7.32370760844234e-06,0.034647206063382,0.039956396683884,-3.98724361915629e-16,8.08614137920351e-08,-6.26813744578728e-09,1.47180816654171e-08,-1.62062518924318e-06,5.43938739251456e-16,2.2290784087427e-06,-0.0139459287397914,-1.20905736571e-15,-0.00649351415090697,-3.60950460141744e-10,7.61026467241771e-16,-5.53006023915977e-06,-6.2570247947879e-07,2.00526424478193e-16,-1.35636059424707e-16,-5.64160546209636e-16,-6.16288636014092e-07,-2.16754050242031e-16,0.0126508620220857,3.56266001273649e-05,4.65652318846002e-05,-1.97776059518265e-15,1.55582654676464e-07,-0.120855828302468,7.46874618723167e-06,3.42694785292393e-16,2.59237532120721e-16,4.26629489146358e-08,6.08191899211998e-09,5.08918110922855e-16,-3.10622470590284e-17,2.73416632963516e-15,-1.1391079535627e-15,8.44219475375213e-20,-8.68185656048553e-08,2.92815130289706e-17,-4.10733677835451e-16,-2.91902954876225e-07,-8.43455165636041e-17,1.85038397563492e-16,6.41627113990941e-09,1.15397190952536e-17,-0.0206671727355212,2.65421002232523e-15,-4.74680568958457e-07,-9.85257017272097e-17,1.5775881126868e-15,-8.59371391134592e-16,2.89551654963941e-09,-3.11196264059319e-16,-1.25983216086189e-15,-1.42386554286657e-15,1.0208552220457e-15,-2.37662552332198e-15,-2.58125964955902e-14
"t46",0.0964110472846592,-0.101061289737702,0.0903327065689147,0.0217293041365983,1.17556648242911e-05,0.222524067788417,-0.0194073615790718,0.0152990479872158,0.000331563873187537,-0.176268566394475,0.0112379749398351,8.96057608368011e-05,2.4790439184135e-07,-0.000607781531069822,-5.11370242146348e-05,-0.000149543112997783,2.76988711874115e-07,0.000428580654694505,-0.00101032681525558,-0.000105046720248717,0.000459307625200048,0.000979633137917782,-0.0506251420778446,-0.00457814950739199,-8.03019910412343e-05,-6.60723483722367e-05,0.000417792965004671,-2.71250904375355e-05,0.0249101466045575,0.0361159495320685,-0.39734626681021,6.90920962933575e-06,-0.112893526695366,-7.59773849002554e-06,-0.00581089615587776,-9.89967115368944e-07,-0.00230459431121862,-6.73830860433999e-06,-9.09115604424808e-05,-0.000245213524931476,2.30614119224508e-05,0.000230563742426676,-0.000119936537139452,5.00237697464091e-05,-0.000109490827551656,-0.000514140446713813,-0.00014964961791448,4.33120965586171e-06,-7.4144768222133e-07,-0.000388678101715306,1.06135264641856e-05,1.60373988789185e-07,-0.0001578452827928,0.000916783796979082,-0.000943104756559359,0.00161673456793369,0.0115025211359032,2.79023427044815e-16,-0.00145305366689072,0.000131912296563495,-2.70017357789204e-07,4.95289706220024e-06,-1.12490714853804e-05,0.000548920688912009,3.27126070572275e-07,-0.00228567124668177,-0.840487564786716,1.15699150115534e-14,5.79962186779974e-07,-8.09346690049575e-09,1.65551427801013e-08,-1.70682078678076e-06,1.9386207391959e-15,2.2799163576795e-06,-0.013445290614882,-1.54363835684683e-15,-0.00600098058660844,-3.31788552414749e-10,-1.18523689482978e-15,-4.78771921934615e-06,-5.30792778810281e-07,6.31421648081063e-16,4.08653646013697e-18,-2.41284646888094e-16,-4.68956407831156e-07,-2.55649265152412e-15,0.00861958752966619,2.2535315326179e-05,2.5341105880811e-05,-2.57454443717149e-16,4.66877528027648e-08,-0.0203575313604868,1.22813299863008e-05,-2.13120040166099e-15,1.70615689321699e-16,5.06631810285742e-08,7.05603947948219e-09,6.31276664705869e-16,-5.32209301809015e-16,5.97930262090783e-16,7.23593186458027e-16,-2.37284818218936e-16,-8.91030125532587e-08,3.35154433069739e-16,-4.34362316201252e-16,-2.9364730457216e-07,-4.84250136632803e-16,3.09693282336015e-17,6.1655337350139e-09,6.36308459566833e-16,-0.00453782386047022,-6.77607206735683e-17,-4.75675001786909e-07,-1.77718668307861e-16,1.43262784758379e-15,-1.23022846704065e-15,2.83400095021732e-09,-3.19909452860762e-15,-8.10764496399615e-16,-1.06377754147428e-15,9.89398393436088e-16,-2.3603206610379e-15,-2.16141826461574e-14
"t64",0.0965494956827628,-0.101281677931839,0.0906968488706532,0.0218668668099719,1.18455921814638e-05,0.224586440444011,-0.0196838351704511,0.0155599883949287,0.000337391601499037,-0.179708310163296,0.0114757161796504,9.16835507014466e-05,2.54418512913982e-07,-0.000625954080797306,-5.27779084297828e-05,-0.000154498245156928,2.86656435809403e-07,0.000445004492595768,-0.0010576824455842,-0.000111148623937946,0.000487920946142754,0.00104638881681607,-0.0543368282168497,-0.00492017354011931,-8.63322566854342e-05,-7.12987868516071e-05,0.000452998802786387,-2.94671198953023e-05,0.0273795396581714,0.0401962447915959,-0.453974105753962,8.21460277092386e-06,-0.139386370160468,-9.46957744384522e-06,-0.00726165768782318,-1.24488453209195e-06,-0.00293358914470708,-8.97218916370367e-06,-0.000125397948940533,-0.00034214337870849,3.22529876529969e-05,0.000323454715441825,-0.000171286183263189,7.29623190083913e-05,-0.000162992861669495,-0.000806253421032391,-0.000238139903899703,7.28694173380233e-06,-1.28106507775905e-06,-0.000688910610925436,1.91296782224666e-05,3.12877921760135e-07,-0.00031363294251247,0.00188461451657284,-0.00341759521602227,0.00612059528145372,0.0564042653375668,8.22822342219648e-17,-0.00784308857882898,0.000905185078600452,-1.98681797862519e-06,0.000190067742000557,0.000128256470052411,-0.00347854794568467,-1.77906840870811e-06,0.00951329061391355,0.381635515711441,-4.89427593708873e-15,-2.10178785697038e-07,-1.96736128324678e-10,1.94872070101596e-09,-2.94741791621278e-07,-5.56625874297995e-16,4.55944258763486e-07,-0.00351601606378472,-9.41700363608641e-16,-0.00186792635239108,-1.05477889361165e-10,1.6264554038883e-15,-1.88590828477065e-06,-2.22102094924703e-07,2.74307705199399e-15,4.46897461927363e-15,-0.707106781186547,-2.35663279324436e-07,-3.82684123805631e-14,0.00459256165789923,1.22290569482403e-05,1.40265518552944e-05,-2.01603636571646e-15,2.64505255944575e-08,-0.0116013352958538,7.34767940389178e-06,-8.26201581986177e-15,1.79730275262118e-15,3.13297045632475e-08,4.3864162532145e-09,3.53221255568907e-16,-4.68146341707111e-16,6.84443031142296e-16,-5.68066398336591e-15,3.66858250186825e-16,-5.83494281832972e-08,2.06847743219843e-16,-9.59819552489289e-16,-1.95501236417186e-07,-5.0366689263338e-16,3.81195037007247e-16,4.29480173332231e-09,-1.05833705278802e-16,-0.00322928206844155,-1.97022666045625e-15,-3.43157566894148e-07,6.90033334250398e-17,1.35490969511763e-15,-9.00102082002957e-16,2.08104057054042e-09,1.99356050545407e-15,-1.30541288439575e-15,-1.36704592277968e-15,8.93419369009329e-16,-2.61632458802614e-15,-2.69877897769495e-14
"t65",0.0965494956827628,-0.101281677931839,0.0906968488706533,0.0218668668099719,1.18455921814395e-05,0.224586440444011,-0.0196838351704511,0.0155599883949287,0.000337391601498939,-0.179708310163296,0.0114757161796501,9.16835507014935e-05,2.54418512870885e-07,-0.000625954080797242,-5.27779084297036e-05,-0.000154498245156648,2.86656435781261e-07,0.00044500449259562,-0.00105768244558423,-0.000111148623937991,0.000487920946142757,0.00104638881681629,-0.0543368282168496,-0.00492017354011959,-8.63322566851876e-05,-7.12987868515391e-05,0.000452998802786299,-2.9467119895811e-05,0.027379539658171,0.0401962447915956,-0.453974105753961,8.21460277127488e-06,-0.139386370160468,-9.46957744450051e-06,-0.00726165768782302,-1.24488453222416e-06,-0.00293358914470704,-8.97218916351174e-06,-0.000125397948940905,-0.000342143378708444,3.2252987651832e-05,0.000323454715442914,-0.000171286183263449,7.29623190086528e-05,-0.000162992861670235,-0.000806253421031801,-0.000238139903899281,7.28694173364713e-06,-1.28106507732092e-06,-0.000688910610925006,1.9129678222555e-05,3.12877922249039e-07,-0.000313632942512173,0.00188461451657289,-0.00341759521602284,0.00612059528145381,0.0564042653375667,2.08445651371529e-16,-0.00784308857882911,0.00090518507859979,-1.9868179791467e-06,0.000190067742000615,0.000128256470051871,-0.00347854794568257,-1.77906840878597e-06,0.00951329061391123,0.381635515711441,-5.72694320295964e-15,-2.10178791150921e-07,-1.96730131696059e-10,1.94872029232426e-09,-2.94741793334257e-07,-1.33378199153347e-15,4.55944259367979e-07,-0.00351601606378153,1.68522661022068e-16,-0.00186792635238599,-1.05476369420257e-10,-5.45451624110948e-16,-1.88590828382193e-06,-2.22102099583283e-07,-2.55823789059425e-15,-5.06680032792692e-15,0.707106781186548,-2.3566325738032e-07,3.9044743496771e-14,0.00459256165791169,1.22290569367529e-05,1.40265518571731e-05,1.0960575501861e-15,2.6450522144123e-08,-0.011601335295856,7.34767940487688e-06,1.15138318062739e-14,-1.27662724685821e-15,3.13297068200905e-08,4.38641409612521e-09,3.09853168673109e-16,-6.56904952828038e-17,1.54486587522683e-15,1.95732348135996e-15,-1.25803216991242e-16,-5.83494269119477e-08,8.72981557992378e-16,-4.90897215956548e-17,-1.95501236266836e-07,1.25616108327837e-15,1.38871951980741e-16,4.29479889345383e-09,1.09272005743396e-16,-0.00322928206844425,9.02475415754131e-16,-3.43157566165375e-07,6.98394070830871e-17,7.02653668150783e-16,3.81858566217346e-16,2.0810400818274e-09,-5.56483004231871e-16,1.65055591869736e-15,-1.08949016977396e-15,9.00954574129391e-16,-3.01074073219606e-15,-2.18530082880581e-14
"t16",0.0944399490829511,-0.0979133178950158,0.0850886444369368,0.0197278010888092,1.04394506663516e-05,0.192116011968952,-0.0152363832214365,0.0113100480340714,0.000242255048929589,-0.123065021506062,0.00753153357252915,5.68898394280731e-05,1.43755491854327e-07,-0.000311863779316904,-2.41141749225009e-05,-6.74931288515983e-05,1.15408345736559e-07,0.000149002346863814,-0.000164461577898103,1.17667741975288e-05,-0.000104212988698219,-0.000391665602769809,0.028779700918618,0.00282385810277614,5.06307772326117e-05,5.14907542511883e-05,-0.000415088624059525,2.9524471535842e-05,-0.0463053865329329,-0.138066154433792,-0.0587570135531079,-2.57204015827509e-05,0.93138507727947,7.58629568631544e-05,0.0612627524274993,1.19011820490765e-05,0.0363312904699738,0.00051333277955326,-0.0077670676431124,-0.0135656057771723,0.00119520049527951,0.0110561331340605,-0.00412657903003376,0.0013436031675983,-0.00249607931350491,-0.00909312249091824,-0.00252484425120217,6.4424320707747e-05,-1.05951633837555e-05,-0.00538879704741148,0.000144768314447524,2.08057564394295e-06,-0.0020337391443013,0.0117016017051497,-0.0121267491847642,0.0204500019084899,0.0804661948117276,-2.43113227771806e-16,0.00084058601364166,-0.0639679530164965,-6.4463204097017e-05,0.00110207332501729,0.000594110825335504,-0.0147874864730968,-7.35524512224782e-06,0.0372081110613084,0.0144889648504099,-2.97015869498195e-16,1.76934824394018e-07,-1.24707824213853e-08,2.97657253175452e-08,-3.30916503420033e-06,3.93291440357047e-16,4.57212637551242e-06,-0.0288580441507322,-1.93549891287224e-15,-0.0135002744490807,-7.50707769951441e-10,-1.36730074048489e-16,-1.14648269447009e-05,-1.28952026031619e-06,-2.69647357250117e-16,-1.36047108083544e-16,2.05035891644472e-17,-1.17087701940682e-06,-1.94027156740828e-15,0.0212550923081666,5.47336436052849e-05,5.91459680492033e-05,-4.30806846302381e-16,8.13614264406335e-08,-0.0142480375587664,3.49852803156814e-05,1.78947659549513e-15,2.07204730462159e-16,1.3970729461108e-07,1.94013872402719e-08,3.98816206313073e-16,-5.43728153942055e-16,4.38484281027422e-16,-5.00575254644287e-16,4.2484525757742e-17,-2.40321838400567e-07,2.35935509236975e-16,-2.38533460077606e-16,-7.88027084716422e-07,2.96654549064726e-16,1.37632820769649e-16,1.62677871039264e-08,1.34738025654032e-16,-0.00365915122415729,1.44543763931865e-16,-1.25168531808889e-06,-7.13335474833179e-17,6.93384563561615e-16,-6.91054749163066e-16,7.36664109681495e-09,-5.30616447490061e-16,1.39895830105549e-15,-1.06053430232599e-15,1.0055014157466e-15,-2.77456664177512e-15,-2.43612697730987e-14
