"","c1","c2","c3","c4","c5","c6","c7","c8","c9","c10","c11","c12","c13","c14","c15","c16","c17","c18","c19","c20","c21","c22","c23","c24","c25","c26","c27","c28","c29","c30","c31","c32","c33","c34","c35","c36","c37","c38","c39","c40","c41","c42","c43","c44","c45","c46","c47","c48","c49","c50","c51","c52","c53","c54","c55","c56","c57","c58","c59","c60","c61","c62","c63","c64","c65","c66","c67","c68","c69","c70","c71","c72","c73","c74","c75","c76","c77","c78","c79","c80","c81","c82","c83","c84","c85","c86","c87","c88","c89","c90","c91","c92","c93","c94","c95","c96","c97","c98","c99","c100","c101","c102","c103","c104","c105","c106","c107","c108","c109","c110","c111","c112","c113","c114","c115","c116","c117","c118"
"t46",0.134742391642406,0.0992351862116696,0.00353478673833178,-0.124401675264978,-0.0134987505871931,-0.0376918366530845,-0.000670590501144803,-0.0384116373555494,-1.19654081254193e-05,-0.148533258697928,-0.00107886331087104,-8.02550503497286e-05,0.000274891946282428,-0.000428635497391659,0.000738063269967611,0.00028072483132951,0.00129711532448044,-0.0365245464934735,-0.00128065333842316,0.000518795110387073,-0.000449603114126715,2.34210627383108e-05,0.00012368463776287,4.01927534052996e-06,0.000271572352730954,0.0199449567699786,0.0052734942534025,-0.186204726653517,-0.000376927150545556,9.1355677368322e-06,-0.000101891089555316,-0.117007554207385,2.85546822993257e-05,-4.31955964353503e-17,-2.58872459031871e-05,0.000238951508995914,-0.000180942422267934,0.0204389965295945,0.000425580627415476,-1.37971651292021e-07,-5.36403996991876e-07,-3.51182796421768e-07,-0.00112326001938594,-3.21965083844593e-08,1.41658821022732e-05,-4.25529762595548e-06,9.12225042836215e-06,-1.3136740193218e-05,0.000102132354068468,8.64726507822884e-05,2.04024270583214e-15,0.0017474426501105,-1.67127259766179e-05,8.65739024021273e-05,0.000473719264808806,0.00318515242262246,-0.0467687936901049,0.000455540367209068,-0.88298110946988,-0.00072885141810111,-0.00465909134877148,0.0652167479375643,1.04662231621184e-05,-0.00489117184490206,3.97190528019365e-15,2.33783038858743e-15,-0.000552115288155409,0.00092257693171658,0.0329622201371043,-0.00121319811012189,0.00226380603714571,0.00180826245051154,-7.38362392989892e-15,7.69801587652006e-15,0.000350192326298375,3.04672106649315e-15,-0.291804906969082,-8.06424760458179e-17,1.35184203805381e-07,9.37546797552028e-07,-0.00196634573067136,1.22274446466522e-07,-6.54734484625828e-17,-1.14517669505928e-07,1.60879174958145e-16,-5.44703171456717e-15,-3.74805734138054e-07,7.89255340455135e-08,4.56119634563639e-08,3.42271035370021e-11,8.00992090059346e-08,-0.00294710174161673,3.83888627321032e-16,-6.19778266218054e-07,-1.77528929052946e-05,-9.63636666499366e-08,1.07800880295421e-16,-2.26228639105928e-06,-2.03291799208559e-16,4.88513558611166e-16,-7.28377590359408e-16,4.80486546763738e-06,1.40905232047081e-15,-1.59396746224414e-15,3.39553074742487e-16,-1.28952102464837e-16,2.25082599301639e-15,2.65594032911726e-16,1.44145111887482e-15,1.39284355945535e-16,6.90774372253876e-09,-2.60409012626411e-09,3.21616865370883e-15,-1.053689035794e-15,5.97029059633772e-16,-3.09438828709485e-15,1.38820789526387e-15,-5.36140064536728e-15
"t77",0.133647489389617,0.0980451978046741,0.00348651218398883,-0.120699785145466,-0.0130848134745881,-0.0365028868891957,-0.000641021163949015,-0.0364290101145477,-1.12610909380853e-05,-0.139116647507817,-0.000980971373194649,-7.27965368729596e-05,0.000241856239097534,-0.000349502776917925,0.000572964671982799,0.000212134463479531,0.000904341789855158,-0.0209380379687137,-0.000597265413768791,0.000102718884188829,-3.17729187447116e-05,-2.36914599881405e-06,-0.000307632697338938,-1.3434767569767e-05,0.00207047108254348,0.0280983328031742,0.00408925822443468,-0.137496321754353,0.000509018129977341,-1.32220983847544e-05,0.000215394847590404,0.524948499283484,-0.000175438208061839,-2.29245365150459e-16,0.00023628150095317,-0.00197238805541688,0.00125903810584831,0.356208699551734,0.0174838097485932,-4.01140194154549e-05,2.41124483931175e-05,1.39415914102214e-05,0.0292663091602525,1.81973914819661e-07,-6.49188821415214e-05,1.00669913822975e-05,-2.09095214915766e-05,2.81190770345315e-05,-0.000183701068214578,-0.000138533849826529,-6.41409936625292e-16,-0.00195654222837412,1.28740307536406e-05,-6.36993889477748e-05,-0.00032896649510092,-0.000801717180871706,0.0083389395130679,-4.24486654430723e-05,0.0570546871425154,8.89616824988634e-06,-9.52046501803642e-05,0.00119169909588355,1.10437632395339e-06,-0.000652479151078774,1.37849464480668e-16,-7.52082884899712e-16,-0.000195670471276215,0.000330367049846323,0.0121922777188551,-0.000457902004257179,0.000865356750822617,0.000693381766535427,3.0619347019168e-16,1.48184745754279e-15,0.000123568596494296,-4.30410728601437e-16,-0.00927890267710234,1.04177357643771e-15,1.05365694701856e-07,7.30282855519153e-07,-0.00153247650543326,9.59592709527565e-08,-1.04996370300571e-16,-9.04324367882357e-08,1.6387392569582e-15,-2.29677388219329e-15,-2.99329183896171e-07,6.40657154104131e-08,3.73348134413893e-08,2.86906094244546e-11,6.78771222517005e-08,-0.00252131647939109,-1.72956535899003e-15,-5.47858866918991e-07,-1.57635796180157e-05,-8.5799760888491e-08,-0.707106781186548,-2.04718918659518e-06,-1.64918438223189e-15,-1.32345675172008e-15,-2.79952299710649e-15,4.55197870010174e-06,2.88046524829773e-16,7.66671195550037e-16,-1.21155478019278e-16,5.90714434974215e-16,5.88402400959349e-16,4.15261273457545e-16,-9.18702248082173e-16,-3.9954479549107e-16,6.84411725954594e-09,-2.58060761160486e-09,2.19636743673658e-15,-7.51346858002923e-16,2.77299854045892e-16,-2.76256218506781e-15,1.50357673041712e-15,-5.52509089377019e-15
"t78",0.133647489389617,0.0980451978046741,0.00348651218398883,-0.120699785145466,-0.0130848134745882,-0.0365028868891958,-0.000641021163948987,-0.0364290101145477,-1.12610909380848e-05,-0.139116647507817,-0.000980971373194746,-7.27965368727913e-05,0.000241856239097489,-0.000349502776917946,0.000572964671982927,0.000212134463479751,0.000904341789855137,-0.0209380379687138,-0.00059726541376871,0.000102718884188722,-3.1772918744323e-05,-2.36914599878781e-06,-0.000307632697338872,-1.3434767569708e-05,0.00207047108254354,0.0280983328031742,0.00408925822443473,-0.137496321754353,0.000509018129977426,-1.32220983851577e-05,0.000215394847590478,0.524948499283485,-0.000175438208061997,-9.11889824630383e-17,0.000236281500953196,-0.00197238805541725,0.00125903810584864,0.356208699551735,0.0174838097485938,-4.0114019416519e-05,2.41124483931557e-05,1.39415914100119e-05,0.0292663091602526,1.81973914657566e-07,-6.49188821407069e-05,1.00669913822034e-05,-2.09095214914358e-05,2.81190770346883e-05,-0.00018370106821434,-0.000138533849825744,-1.12320216312489e-16,-0.00195654222837401,1.28740307539497e-05,-6.36993889478663e-05,-0.000328966495100991,-0.000801717180873106,0.00833893951306798,-4.24486654436424e-05,0.0570546871425153,8.89616824754794e-06,-9.52046501804076e-05,0.00119169909588257,1.10437632596986e-06,-0.000652479151079247,-7.71145636931142e-16,2.13834427872831e-16,-0.00019567047127644,0.000330367049846831,0.0121922777188554,-0.000457902004257524,0.000865356750823124,0.000693381766535895,-9.62623762066148e-17,-7.80231955130979e-16,0.000123568596493433,6.48123815655728e-16,-0.00927890267710287,-1.14505154038257e-15,1.05365694570979e-07,7.3028285556057e-07,-0.00153247650543294,9.59592711658022e-08,6.19707642622878e-17,-9.043243916665e-08,-1.86916535950413e-15,4.94743135348585e-15,-2.99329188253796e-07,6.40657163844603e-08,3.73348122867682e-08,2.8689131689994e-11,6.78771226342206e-08,-0.00252131647939341,1.28885348921016e-15,-5.4785886372916e-07,-1.57635795932127e-05,-8.57997978178943e-08,0.707106781186547,-2.04718922237386e-06,8.75643772848319e-16,1.75741214161874e-15,2.99792285960788e-15,4.55197870187339e-06,1.10683600331524e-15,-1.92561963916597e-15,7.64304311940979e-16,-4.83390854925629e-16,3.6588629534383e-15,3.70158460100261e-16,-3.28896266250062e-16,6.06594902577625e-16,6.84411774133489e-09,-2.58060829170763e-09,3.10201317331112e-15,-1.31898717341211e-15,4.98994236976158e-16,-3.09389454091466e-15,1.3863235926837e-15,-5.33229900259424e-15
"t10",0.101421917997508,0.063359808860039,0.00208544778436655,-0.0181789438557513,-0.00165625271065601,-0.00377604851198655,0.000131293423768779,0.0130567150380963,5.21612319231174e-06,0.0681541271235265,0.00909480429890111,0.000450051178158252,-0.00091961641462724,0.00202792437348486,-0.00421414185732658,-0.00174901717006115,-0.00999196046434413,0.394365436633615,0.0172183447394632,-0.0104241449911054,0.0104619924438596,-0.000646120798163026,-0.0110309045267616,-0.00044757843985157,0.0192612949685931,0.335645468640522,0.00274164103972125,0.0749681135199922,0.0209948620720711,-0.000542207434720283,0.00978798058803906,-0.0310414583253547,-0.00148992671587415,-5.75358264918532e-16,0.00278837925244613,-0.0347307677750962,0.0256258496923251,-0.00550918335120235,0.0681599230409425,-0.000337402331499731,0.000128136024723199,7.05005048075981e-05,0.111027321227903,3.31870322699479e-06,-0.000880573087157407,7.64919594731051e-05,-0.000154494038451942,0.000195061330215489,-0.00106139586244862,-0.000689245623559797,3.5822576542249e-16,-0.00418505328664186,-2.37887367090121e-05,0.000155818912321422,0.00106723954084658,0.0282973057586516,-0.650564877951859,-0.00326883056749879,0.0494038940860821,-0.00276005882490228,-0.0228928314881307,0.000650676671809606,7.04469356164843e-05,-0.020255184426974,-4.4285357743373e-16,-3.07961859278991e-16,-0.00525411779347267,0.00879833090217144,0.315796725040319,-0.0116129518489052,0.0215214502914241,0.0170373281394226,-6.23365554654795e-15,2.43794925509753e-15,0.00288096371304489,5.31116624699564e-16,0.00222050374531584,4.06404674361004e-16,2.31665717228332e-06,1.331823641167e-05,-0.00251577286702023,2.73409777961455e-06,-1.17826049964333e-15,-2.57127292766237e-06,4.531879626708e-16,1.30234364958959e-15,-8.87593056121339e-06,2.11284875504428e-06,1.33086349862936e-06,1.50587756709629e-09,5.17598759071959e-06,-0.385402167313352,2.27574673175493e-16,1.53870489395605e-05,0.000101311499458661,1.60850155659925e-06,-4.86085219702041e-16,1.64733126001935e-05,1.47343952705807e-18,7.60583622999297e-16,1.44704126200529e-15,8.45712905512814e-06,2.37761889041984e-16,1.1770920948658e-16,4.04950118344685e-16,-1.02315986748539e-17,7.31184804209009e-16,1.28468266667878e-18,3.89740473278615e-16,-2.71203246473192e-16,3.24294447905458e-08,-1.22464387245238e-08,2.57009558626924e-15,-9.44314864445322e-16,2.51998908436848e-16,-2.49135093194375e-15,1.15430434850825e-15,-5.52638287731659e-15
"t11",0.100697558395227,0.0627045142152011,0.00206107892374574,-0.0177485184378139,-0.0016159979493722,-0.00368199333941353,0.000126950188909726,0.0125655757840714,4.99829685796317e-06,0.065138357113766,0.00856910429354974,0.000423589482421908,-0.000855099198267105,0.00184214818446788,-0.00378433719917074,-0.00156208463766372,-0.00880340408689031,0.339812711889719,0.0146259434243375,-0.00864380084267542,0.00860882373339908,-0.00052746588825978,-0.00874882181291525,-0.000354211399783531,0.0150704846856447,0.258108459719392,0.00208439513333396,0.05694575112216,0.0150246050895937,-0.000387175209585565,0.00689675656949385,-0.0211837500606303,-0.00100177678580469,-4.32571563098675e-16,0.00183538040012217,-0.0223910425717473,0.0164890391292862,-0.00350917617855946,0.043281099309603,-0.000205889317353292,6.99177577318923e-05,3.82819618896939e-05,0.0591108046030179,1.5432055453132e-06,-0.000397360736933081,3.06217454631168e-05,-6.14321260989509e-05,7.6412916025837e-05,-0.000399494444776416,-0.000252219387861197,1.83247617824157e-16,-0.00139342838689384,-7.10920560269799e-06,4.59318780408833e-05,0.000309175300666419,0.00608175552917635,-0.128212113915135,-0.000566283378875694,0.00811808812867816,-0.000404412452578512,-0.0030756791666015,6.90782425655616e-05,6.92813910771406e-06,-0.00170675059604606,-3.45926052073804e-16,5.6108176910676e-16,0.000524073815981033,-0.000931757667514284,-0.0407101702656312,0.0017299819788724,-0.00365794488729834,-0.00313782196519513,-2.30734516716314e-16,-1.82627733972108e-15,-0.000725265231661653,-2.50601473077305e-16,-0.00072415703094484,2.56119253300398e-16,-1.54599046998267e-06,-9.50667747927775e-06,0.00185354975070748,-2.32463816523869e-06,2.64700733932413e-15,2.37568106109123e-06,-4.23117636385636e-16,-4.79748619303111e-15,9.32633129793296e-06,-2.63363096532801e-06,-1.80940771517771e-06,-2.65116170174005e-09,-1.03749319889396e-05,0.872630723250768,-7.30213385125611e-16,-5.87942710937353e-05,-0.000424655527309099,-7.15930246806545e-06,1.74763983850543e-15,-0.000113966984950509,-2.0517748685143e-16,-8.6607143662948e-16,-3.96347156864485e-15,0.000128858854848411,1.2389171425562e-16,-1.85235520829618e-15,-4.7197145900687e-16,2.49946640619898e-16,5.47575964835407e-15,1.68025564877819e-15,2.25635007300112e-16,3.35400880754892e-16,1.26356266600626e-07,-4.75646257939763e-08,2.90553319266393e-15,-1.24047534043374e-15,1.14041750903998e-15,-3.66923317683222e-15,1.55046497476892e-15,-5.33239452131978e-15
"t9",0.101741175817553,0.0636500135160839,0.00209626159443809,-0.0183734528054132,-0.00167446129310444,-0.003818632194865,0.000133284771921718,0.0132834953731179,5.31735850827272e-06,0.0695612197596081,0.00934544399614908,0.000462687668137847,-0.000951001266581913,0.00212159770711324,-0.00443475825903842,-0.00184578762449996,-0.0106204939524475,0.424245965522728,0.0186710687170192,-0.0114613779069313,0.0115552399126151,-0.000717034809530499,-0.0124615483780863,-0.00050632369401965,0.021949030672482,0.386853267259474,0.00318425363355541,0.0871234861237889,0.0254656729060727,-0.000658758632323703,0.0120145266565112,-0.0390927130615896,-0.00189988350599647,-5.62277572388931e-16,0.00362177297413865,-0.0459650902596653,0.0339758763428816,-0.0073738244117035,0.0914981882658329,-0.00047112922167687,0.000203872848275947,0.000112899413266234,0.182667511129324,6.86044998682948e-06,-0.00194068204144385,0.000236002789980901,-0.000488426567689335,0.000652754150383226,-0.00423436532996429,-0.00319852442963585,6.27067261143984e-16,-0.0467609149637293,0.000334427691170973,-0.00167767051589751,-0.00882646427092011,-0.0407456417548964,0.723501302286443,0.00263086309920693,-0.0353356856103716,0.00155977480559721,0.0109815282673531,-0.000208536457998913,-1.99893153378849e-05,0.00453537675963346,6.31962384716195e-16,-3.26947065334057e-16,-0.000956857922383197,0.00166741481538078,0.0680022989111509,-0.0027375396893505,0.00549348665659369,0.00455789315294938,-3.91869083329705e-16,7.93318589796039e-16,0.000914302413401836,5.55149091039265e-16,0.000799210011708985,4.0191344933099e-16,1.09215447628533e-06,6.40302412103153e-06,-0.00122032272748843,1.37723310857387e-06,-6.04575933394267e-16,-1.32146215928163e-06,-1.39451104438142e-16,5.5944832100252e-17,-4.69351878322576e-06,1.15511816095641e-06,7.38646034574966e-07,8.68108876349844e-10,3.03028498448718e-06,-0.228464854755909,2.56072333058463e-16,9.43041700393821e-06,6.22610596014126e-05,9.89767502489442e-07,-8.69931591853129e-17,1.01102898878958e-05,-1.13886241839814e-16,-3.4744772023397e-17,8.58131305231291e-16,6.81124472932339e-06,5.69484435753202e-16,-8.14899392038362e-16,3.85912451008013e-16,8.00865878275619e-17,2.53846794557908e-15,6.96924081338379e-17,-1.02075943989766e-15,-1.89693908967094e-17,2.50862805786866e-08,-9.4748739981346e-09,2.64074481766244e-15,-9.44074252369344e-16,5.86296398401614e-16,-2.72110354295899e-15,1.38981873225369e-15,-5.57220840183463e-15
"t5",0.0947137987442469,0.0567231806730002,0.00182739024169862,-0.00622126288519992,-0.000366707020362571,-0.000204144821789662,0.000173061750705512,0.0138513076387235,4.72096027054865e-06,0.0537859519066307,0.0116889127251618,0.000556924678969533,-0.000924513120262768,0.00169755731564606,-0.00327391228689838,-0.00131225895571871,-0.00686879776362757,0.233207257477795,0.00916398480195322,-0.00453859255307081,0.00423797920916513,-0.000241606102988783,-0.00287560872860239,-0.000112697311556214,-0.00121484972740366,0.0499742193638654,0.000169395569894094,0.0121386960880421,-0.00241003941659461,6.65302555637303e-05,-0.00167203041978846,0.00118110785603158,0.000505846876376599,1.71433443759039e-16,-0.00115414226779881,0.0168803639019878,-0.0126262799090322,0.00173355285372836,-0.0367299731149736,0.000226504550134798,-0.000113199025001555,-6.12498787428313e-05,-0.0778621165951504,-7.91219137266335e-06,0.00223861705834771,-0.000280036001886533,0.000580191062474796,-0.000776951271568229,0.00505162184195773,0.00381080659221015,-5.11779473593004e-17,0.0543607000618119,-0.00036143753958424,0.00178915050357914,0.00924114965419543,0.0189655694332104,-0.145145005167812,0.00074417294925594,-0.0111892847641913,0.00171737097132352,0.0177167999522459,-0.000529072922178952,-8.17377568613688e-05,0.0203509721453886,-4.65082449789671e-16,7.27769737388887e-16,0.0141366041998091,-0.0240392004262713,-0.911790476428573,0.0350919937616255,-0.0680598283294833,-0.0555008800640296,1.82837467038929e-14,-2.71156740046981e-15,-0.0106994426507553,-3.32542919283906e-15,-0.0130853006087895,-2.49162211380375e-15,-1.59929834115718e-05,-8.93287202461033e-05,-0.0860630194808904,-2.72194822871391e-05,-1.21735350754233e-15,2.88488744968161e-05,8.73826021649921e-17,7.27196081129478e-15,0.000128379292074696,-5.60443853585094e-05,-7.3376530573734e-05,1.80514917151763e-08,2.13277043515073e-05,-0.192087379927167,2.38448794471101e-16,-0.000121627991269557,-0.000258388460518551,-1.62662423831954e-05,4.10324564092937e-16,-0.000292826819575136,-8.82629016753019e-16,4.5559370256887e-16,2.62451097973825e-16,0.000363409241324321,5.68967350066449e-16,-1.98226077117076e-15,7.22730326036613e-16,-2.46224714201896e-17,3.4315124709088e-15,7.4388276689582e-16,-2.13728934021184e-16,1.91589229448833e-16,3.42701197904309e-07,-1.28962101318222e-07,2.21318696861303e-15,-1.11863977571069e-15,6.01663308674599e-16,-2.6351410874514e-15,1.51786810861323e-15,-5.37408861658063e-15
"t4",0.0934703190164537,0.0549991334968202,0.00175140655434692,0.00288939658634261,0.000664661460049289,0.00279069340474299,0.000250303348611709,0.0183946238469375,5.78202661877747e-06,0.0594922803120512,0.0195971357234938,0.000925114494743609,-0.0015073678209003,0.00298282887927999,-0.00606616516834899,-0.00249970804034448,-0.0141109480422831,0.553455747937102,0.0242469096041253,-0.0149980456951361,0.0152447915436697,-0.000958215657056215,-0.0188153262264172,-0.000777296100319627,-0.149407428684877,-0.781142670037047,0.00429709206761429,-0.10573203878541,0.0202761414822728,-0.000526371921656526,0.0097420283306924,-0.00221784010995753,-0.00155332853120058,-5.33416274180646e-16,0.00292278846498145,-0.0364942855847206,0.0269278209523708,-0.00285608505832406,0.0717300268542395,-0.000351573520668563,0.000101196646293998,5.27741704037363e-05,0.0498416156389096,5.78668919587691e-06,-0.00152785548543701,0.000153224377563792,-0.000314078428610791,0.000410953644983938,-0.00251919182308706,-0.00182773646126087,3.09348590795065e-16,-0.0231602089189087,0.00013694676131873,-0.000668613339873781,-0.00339459331826664,-0.00525211895092287,0.0332901295837489,-0.000228647070892814,0.00238888560476684,-0.000445255057661623,-0.00438712385949449,9.94818441822448e-05,1.80346956334591e-05,-0.00365846722097277,-3.15083290005063e-17,-1.34875357030919e-16,-0.00182042034103725,0.00304495137681228,0.108560885890314,-0.00395726711768775,0.00724729632111767,0.0056832132431543,-2.26845382372735e-15,2.50511035291971e-16,0.000905153437803993,3.71653910517603e-16,0.00109100597011489,2.98523985931279e-16,1.94981825499756e-07,3.41941505008231e-07,0.00333501744689095,-1.40550561387096e-07,-1.95167671638103e-16,3.47102736161912e-07,3.84453911084416e-17,1.6306400674182e-16,2.85219912490814e-06,-1.96730616284438e-06,-3.0317527905943e-06,1.03822665672895e-09,1.32209951697129e-06,-0.00419152712906708,-1.29591877850058e-17,-1.31276685877875e-05,-1.16805634597764e-05,-1.85037875608665e-06,2.42879696363438e-16,-3.746005548936e-05,-1.35914951283049e-16,1.23376980011968e-16,-1.45590456347707e-16,6.35985880276313e-05,4.12893751412416e-16,-1.34048148693162e-15,1.6614214157429e-16,1.10052100153628e-16,2.30673972109609e-15,3.20390327416974e-16,-1.61851645876463e-16,-5.85908280824785e-17,8.02505181664651e-08,-3.02376399996975e-08,2.60785833538626e-15,-1.02181388906737e-15,5.74340890628099e-16,-3.01687221407325e-15,1.35445834885458e-15,-5.50647398043366e-15
"t44",0.0735238434323935,0.0282211382671841,0.000563194096720426,0.238181619954387,0.0287937827844904,0.0892497869031476,0.0261372520740998,-0.231969848180971,-4.16722222185976e-05,-0.016430757366433,-0.0524631600742489,-0.0022535501405979,0.00195168435950203,-0.00183467362626996,0.281154327285254,6.5349272750289e-05,0.00143195011978409,-0.0183770898713089,5.61198588063275e-05,-0.00065144246922727,0.000800882757438632,-5.7719810227472e-05,-0.00141272088005525,-5.86971735978071e-05,0.000347848645472461,-0.000574512496060929,0.000451194871118755,-0.000271177114890811,0.00227908808679514,-6.37332516181392e-05,0.00103833909374428,-2.97218305292723e-05,-0.000127690291053271,-3.04206185598377e-16,0.000203436857554698,-0.00205367001118095,0.00148037240249808,-9.73669547492709e-05,0.00329408392309648,-5.7808641705408e-06,-1.12998506552947e-05,-4.76744497259999e-06,-0.000110817806691287,-2.36329112489253e-06,0.000730424216333002,-0.000137190647580486,0.000291636716588407,-0.000414017701263897,0.00318536805313078,0.00274280415395355,-4.62642926242197e-16,0.0710108665330787,-0.00273018096075634,0.762273064601333,-0.0873296415313174,-0.00727754778034978,0.00485800836076622,-0.000456699056605094,0.00033463691288951,-0.000607050682677288,-0.00534393344982898,1.12860348441534e-05,1.69763008539605e-05,-0.00041677355301249,1.03533526323709e-15,2.18297388843501e-15,-0.000524537027387845,0.000837223572135819,0.0263900400564432,0.434011550703188,0.000156028642774737,1.48690365894416e-05,-1.28730512192003e-14,-2.57611029296022e-15,-0.000159506335773906,3.10686936577891e-16,6.93018569444018e-05,-6.17102160993645e-16,-1.22810384644878e-06,-7.85369591929248e-06,0.000240554602681064,-2.31650977817745e-06,-4.62086026645171e-16,2.60003678697109e-06,2.88199097031054e-16,-7.14706072102445e-16,1.24384462491768e-05,-5.8679833803958e-06,-7.93487136557027e-06,2.06554251142406e-09,2.34550788885165e-06,-0.000308839783257733,-1.16619957666745e-16,-1.90329999827081e-05,-8.65758206200589e-07,-2.5823594337458e-06,3.81427497996576e-16,-4.84130817091432e-05,-2.73813914458596e-16,3.08640624461463e-16,3.99033715306868e-16,0.00123509571878745,1.42040024762099e-16,-3.9255677496285e-16,4.42998359619061e-16,-2.700698635954e-16,1.86223918501566e-15,5.69756312507493e-16,1.34955164742971e-16,1.26849679655852e-16,7.51582618203867e-08,-2.83025074694307e-08,2.4590379716053e-15,-1.29730963772322e-15,4.4433384084221e-16,-3.06662990488928e-15,1.42788112512172e-15,-5.97856006216861e-15
"t118",0.074433015045101,0.0287305921291086,0.000574720233215653,0.248369770380191,0.0300601619844415,0.0932789702910698,0.027738841286424,-0.24833281931302,-4.49729235215125e-05,-0.01781928091174,-0.0584812411121354,-0.00251726300966536,0.00223346768776057,-0.00220431599239365,0.346388799891782,8.1500023675753e-05,0.00184252192052397,-0.0249522285554533,7.9030806991175e-05,-0.000979364449182856,0.00123072724685578,-9.07887903357403e-05,-0.00243246035813289,-0.000101798100210917,0.000627141666092598,-0.00110251950116569,0.00090450209029613,-0.000545520500559483,0.00601905962492975,-0.000170298367162392,0.00299003176339486,-0.000105450966040929,-0.000508469213905172,2.18147536334279e-17,0.000983685386572069,-0.0125898833070555,0.00930967681475001,-0.000708001472092918,0.0251620183211572,-0.000127315355463593,5.56384322961366e-05,2.22582132419178e-05,0.000427264369091012,4.07642790004754e-06,-0.00111812706318385,0.000143571464902289,-0.000299721958508151,0.000409162256776695,-0.00285186885543499,-0.00230111789762726,4.34962331330883e-16,-0.0489854727387094,0.00155457407916306,-0.424417360684604,0.0472860730617741,0.00262402673189422,-0.00158621406499022,0.000130090435568493,-9.04295207717848e-05,0.00014714862816689,0.00119851004009333,-2.08360615633145e-06,-2.95539621842762e-06,6.48191021073835e-05,-3.3632968350824e-17,-4.3668216350968e-16,-7.27433097244435e-05,0.000133581489388307,0.00714316594161649,0.203354519230382,0.000186528300349378,0.000219941618950045,-5.93503008475414e-15,-2.91111202207387e-16,4.91956596310757e-05,7.51554998412253e-16,-8.88893908516702e-06,-1.53075860410359e-16,-5.99577603011019e-08,-4.71235778018802e-07,1.56624621085794e-05,-2.01852514345553e-07,-2.65229925567522e-16,2.57858967841023e-07,4.05092696465576e-16,1.73472347597681e-15,1.4530836396912e-06,-8.12902060354854e-07,-1.18106629360736e-06,3.65117034036778e-10,4.4392950985953e-07,-6.18063756855099e-05,-3.20822811874802e-16,-4.52478451198007e-06,-2.10386494314984e-07,-6.35857906854737e-07,3.25292453388082e-16,-1.28611004762448e-05,-2.32185648554234e-16,-1.22683509210173e-17,2.68251226252574e-15,0.000401131939526772,9.35416467945366e-17,-2.21819766514607e-15,1.19769794197079e-15,-9.83684437471832e-16,7.57989149190099e-15,2.76417902151581e-16,-2.41710800884544e-15,-3.04835019056446e-16,2.94924226362117e-08,-1.11152672708641e-08,3.54579545088137e-15,9.47278403973013e-16,-2.8207573943527e-15,-1.18460068269557e-14,7.16100364700511e-15,0.707106781186542
"t119",0.074433015045101,0.0287305921291086,0.000574720233215663,0.248369770380191,0.0300601619844415,0.0932789702910699,0.027738841286424,-0.24833281931302,-4.49729235215389e-05,-0.01781928091174,-0.0584812411121353,-0.00251726300966534,0.00223346768776046,-0.00220431599239367,0.346388799891782,8.15000236755851e-05,0.00184252192052413,-0.0249522285554534,7.90308069911461e-05,-0.000979364449182968,0.00123072724685605,-9.07887903357345e-05,-0.00243246035813302,-0.000101798100210858,0.000627141666092562,-0.00110251950116566,0.000904502090296167,-0.000545520500559466,0.00601905962492962,-0.000170298367162436,0.00299003176339441,-0.000105450966040912,-0.000508469213905173,4.6062683047263e-17,0.000983685386572014,-0.0125898833070552,0.00930967681474992,-0.000708001472092695,0.025162018321157,-0.000127315355463578,5.56384322962719e-05,2.22582132425819e-05,0.000427264369090989,4.07642789968672e-06,-0.00111812706318318,0.00014357146490228,-0.000299721958508615,0.000409162256773346,-0.00285186885543505,-0.00230111789762788,3.15510582538463e-16,-0.0489854727387092,0.0015545740791629,-0.424417360684604,0.0472860730617744,0.002624026731894,-0.00158621406499043,0.000130090435568631,-9.04295207722685e-05,0.000147148628168201,0.00119851004009233,-2.08360615663298e-06,-2.95539621738624e-06,6.4819102107351e-05,2.79622466301896e-18,-2.51423252063113e-16,-7.27433097245864e-05,0.000133581489388374,0.0071431659416163,0.203354519230381,0.000186528300348644,0.000219941618949027,-2.85416119025519e-15,-3.83051546434152e-16,4.91956596307056e-05,6.69206178486647e-16,-8.88893908549542e-06,-2.52583077119864e-16,-5.99577601400225e-08,-4.71235777725668e-07,1.56624621079357e-05,-2.01852514504233e-07,8.51842178222588e-17,2.57858966699805e-07,1.13220511101708e-16,8.18789480661053e-16,1.45308363900054e-06,-8.12902059548496e-07,-1.18106629388114e-06,3.6511722713667e-10,4.43929509414172e-07,-6.18063756852603e-05,-1.95922721136945e-16,-4.52478451172554e-06,-2.10386494243084e-07,-6.35857907194354e-07,3.25248315917639e-16,-1.28611004761644e-05,-1.49598066972919e-16,-9.55350859394055e-17,-2.44533033246229e-15,0.000401131939525536,9.01196348437323e-16,-9.00458344707186e-16,-3.20403968700222e-16,7.9497042185676e-16,-3.21702742257866e-15,3.31900344408608e-16,1.42010032001527e-15,3.78977376969387e-16,2.9492421539205e-08,-1.11152644559473e-08,1.91558130476257e-15,-2.9986971469923e-15,3.76154962363513e-15,5.65909264600271e-15,-4.39219037769374e-15,-0.707106781186553
